storage_id,unit_id,unit_kind,final_role,storage_kind,storage_path,byte_start,byte_end,logical_character_count,logical_byte_count,logical_sha256,physical_file_sha256,public_repository_status
storage:bibit:sonnet:bibit000384:sonnet_0174,bibit:sonnet:bibit000384:sonnet_0174,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2059573,2060124,544,551,58731e09aa0c796bbbe692d77b3c4c09b1c69faa23ad03400ad2b3bb8cc17853,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0175,bibit:sonnet:bibit000384:sonnet_0175,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2060125,2060665,537,540,aa5f2b02d05e338d5fc15883acb1f4ebd67dd55f3bcb611ce8bc7a77e622764d,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0176,bibit:sonnet:bibit000384:sonnet_0176,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2060666,2061225,550,559,e58d1526c061f122706071617015aea42136d98d6e96a515cc284399c64c84cf,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0177,bibit:sonnet:bibit000384:sonnet_0177,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2061226,2061778,550,552,12dc9015d42ef918bd2efa171ecaf9870e4d1efd70612edde55edec5868fb1f8,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0178,bibit:sonnet:bibit000384:sonnet_0178,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2061779,2062308,522,529,275bcccce91f3dce530bd87a7000d2e1e85bff707dba8169161ecbe1689f4211,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0179,bibit:sonnet:bibit000384:sonnet_0179,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2062309,2062860,547,551,8ff9b9eb3a6534f6ce9d7a2a95ad6fcefcec7f895ee0b29cdabec77370f38bc6,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0180,bibit:sonnet:bibit000384:sonnet_0180,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2062861,2063440,573,579,5cef9ae3351e46a408c46cf4b7e55202d8494e2d4a0fb506e3fe3f2dbf5f0eec,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0181,bibit:sonnet:bibit000384:sonnet_0181,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2063441,2063992,546,551,4f9b69012c620c6eca5b66c66887fef8e57d66d44d076df137ce5e41ebe1154c,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0182,bibit:sonnet:bibit000384:sonnet_0182,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2063993,2064536,539,543,0126dd89f2ec66547e11f79f1a750c57021a54aae02a69787559a3f95f85d4cb,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0183,bibit:sonnet:bibit000384:sonnet_0183,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2064537,2065076,535,539,66f1ebb07b674069aee56085fea250c8af6e0986ed269550d67a1e3118c8e925,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0184,bibit:sonnet:bibit000384:sonnet_0184,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2065077,2065642,561,565,21720d66f348a242b533829d3e88c42e7910b5f22e46f99fdcfd816d04391302,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0185,bibit:sonnet:bibit000384:sonnet_0185,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2065643,2066179,532,536,2a565285339ccd6269d89ecb38af3dea6859e8af3d0bfb411442375402e4b988,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0186,bibit:sonnet:bibit000384:sonnet_0186,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2066180,2066723,537,543,1cbafe63de99fe5f695a40ec3faf106f60f908ca31375f716aa5007920e704cb,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0187,bibit:sonnet:bibit000384:sonnet_0187,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2066724,2067249,523,525,af366e45afa75497ed26fff7d82d5318e732457ed485d90eb6242b7be9ad146e,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0188,bibit:sonnet:bibit000384:sonnet_0188,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2067250,2067796,544,546,43130348ca70b1841447fa1cc588916ce8e72c5b465034246ecb1ea837d1e8ef,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0189,bibit:sonnet:bibit000384:sonnet_0189,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2067797,2068345,547,548,a5d3e5c4e8307866ab9c5091d297db632ddaf106b933ccf71c4f5e8fe993b456,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0190,bibit:sonnet:bibit000384:sonnet_0190,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2068346,2068880,531,534,ac39cad5d8f993e7fe4b225740a928f91e1f3f6a491d07b841798418e51e4df3,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0191,bibit:sonnet:bibit000384:sonnet_0191,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2068881,2069423,534,542,eda945aff72b0fb805010fcc8618887c7ef9cedab2a600358a044e7d8c610221,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0192,bibit:sonnet:bibit000384:sonnet_0192,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2069424,2069959,532,535,4333ce85aed9a6b741184eaa594c92bc937cf84d1a9e1710b4d51b5cfbb6784a,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0193,bibit:sonnet:bibit000384:sonnet_0193,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2069960,2070502,534,542,a2337084e521a127f7aa1a714d74e17553a943b36eabeeafeea977889ac63923,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0194,bibit:sonnet:bibit000384:sonnet_0194,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2070503,2071047,540,544,78d8e8c13abe0b9c887f6fd558af2013ebb489ce9d856ab1a96085a9a8e3abbd,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0195,bibit:sonnet:bibit000384:sonnet_0195,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2071048,2071577,523,529,8be3ccbd9a3c93d310cfc33d39c95311940f264ad1921594dad0719222c7bbfe,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0196,bibit:sonnet:bibit000384:sonnet_0196,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2071578,2072120,539,542,3b63e2f36afc2b53d0411f63866d214e6d4aa6882ff3f45ce168700ffbaf71d6,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0197,bibit:sonnet:bibit000384:sonnet_0197,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2072121,2072655,529,534,5c0e97d2f0e572037bfac1cb6930f3cc17aa1fd818dd1215a56e3ea48ea7c24f,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0198,bibit:sonnet:bibit000384:sonnet_0198,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2072656,2073178,511,522,4986772f7587d6e77271886e7692e181e990b281f40a52af418e4f45cdbc8b16,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0199,bibit:sonnet:bibit000384:sonnet_0199,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2073179,2073726,538,547,8b1bd332ba64284c14a04923fd72b173f7e5232ac31b281b0463df80b8820ab3,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0200,bibit:sonnet:bibit000384:sonnet_0200,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2073727,2074286,552,559,d2129b9910876d7294a40262123d287e8780cdf5eaaf9dea578126f4e26ff458,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0201,bibit:sonnet:bibit000384:sonnet_0201,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2074287,2074818,528,531,64aaf7444f0f671712a5560de31759f30aedf3fb5b131f61cb1b4b1f4963d609,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0202,bibit:sonnet:bibit000384:sonnet_0202,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2074819,2075345,519,526,9f83e0dc5cda1e20c7b5934fc6a4780058ceee7a5ffcacb2fb06b882f0e6c834,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0203,bibit:sonnet:bibit000384:sonnet_0203,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2075346,2075875,527,529,c5cfaa8e505df4fa9843a66a479abb9a2ac92bd0d2930d004145b6ae3bc180f5,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0204,bibit:sonnet:bibit000384:sonnet_0204,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2075876,2076423,545,547,4be069edc00357d7ec5ddce42299b74c69be20c9b472428e1044d265f39c5a34,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0205,bibit:sonnet:bibit000384:sonnet_0205,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2076424,2076970,539,546,c797d4206293205ddf53f5e528c7800d5a1954299a51d0c78337b63f3ff92eed,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0206,bibit:sonnet:bibit000384:sonnet_0206,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2076971,2077498,525,527,deb8321551fc814e9134578a6f4e3a8120a09f4b70ae7d6581dcbb7e726bbfdf,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0207,bibit:sonnet:bibit000384:sonnet_0207,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2077499,2078059,553,560,2ea3a4f87665f0b31b4e619ce0d59e5b9bd8e5bc085ea55b69db95aee80a742a,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0208,bibit:sonnet:bibit000384:sonnet_0208,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2078060,2078591,526,531,bf8c88ea5c3efa24d6efe1d33baea2b3089f49e4f7e4988eab58a80b3784a936,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0209,bibit:sonnet:bibit000384:sonnet_0209,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2078592,2079149,553,557,6620d4e4374d704a48359e124dc62281299b907da7b71a68cb9b0afda6682846,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0210,bibit:sonnet:bibit000384:sonnet_0210,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2079150,2079691,540,541,69fc5f80f3f78ee5e8aa51dd3e19014e2916ce311f4ab287d4b2a9e4942e57df,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0211,bibit:sonnet:bibit000384:sonnet_0211,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2079692,2080285,591,593,cd4bc6d3c84ec16594704ca1ac489455aa7703ddd0536b54d8f31c822f3fc575,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0212,bibit:sonnet:bibit000384:sonnet_0212,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2080286,2080851,560,565,7fa76d8315689a3c043a1c4b5242bd934d5dfb375910040c7cde3ace85009269,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0213,bibit:sonnet:bibit000384:sonnet_0213,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2080852,2081392,532,540,5e8ee04a980b5c3b08717b168f005cb86e8db935045d140dd2467233962b1e89,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0214,bibit:sonnet:bibit000384:sonnet_0214,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2081393,2081966,565,573,fc566371d02eb3e6c72e403b1b6d735ad810a63deab374154a851f36908bf97f,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0215,bibit:sonnet:bibit000384:sonnet_0215,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2081967,2082505,535,538,8ef33f448d307af6934752a92fb563d3ffd068d1a2f8b50b26436f5d9a4ef136,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0216,bibit:sonnet:bibit000384:sonnet_0216,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2082506,2083033,526,527,ecbd0b19d5961f34e169ec18a474d6e8f3b58a4bbfdadb13266f8d72710993cf,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0217,bibit:sonnet:bibit000384:sonnet_0217,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2083034,2083563,523,529,93ae9e0593d56d28b52d948ecdb5c64533b7a3e0d16b393ecefee8d9db47a2fc,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0218,bibit:sonnet:bibit000384:sonnet_0218,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2083564,2084101,533,537,be2c774f7a29a51bb25c881c535561314376cf12b26da7d6de4e4f7698abc642,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0219,bibit:sonnet:bibit000384:sonnet_0219,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2084102,2084631,525,529,ea67cb6fb5b1b976200d466b3628a57f49d9f447da53eea4c450b8d9bbaaaf7d,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0220,bibit:sonnet:bibit000384:sonnet_0220,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2084632,2085167,529,535,2950f0e788b129d2ddb532c3f69e85172af775a721257b406e788254307b11da,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0221,bibit:sonnet:bibit000384:sonnet_0221,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2085168,2085711,538,543,4a7f3ea5b4e82313c9386179086f2b6c0bc2f45d748daa01e3b3936f8b129fa1,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0222,bibit:sonnet:bibit000384:sonnet_0222,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2085712,2086255,543,543,065d347a34dfe77889be4d7667bac3594655c110203e8727aa1000c9ec059d79,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0223,bibit:sonnet:bibit000384:sonnet_0223,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2086256,2086803,544,547,36897587e8aeac5249726f09c3e928ddc7dea687849e4d4f7d504a4952e70b7e,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0224,bibit:sonnet:bibit000384:sonnet_0224,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2086804,2087351,537,547,7ac2ec886cb6c932577eecee5fa73a5f27a3c901597e1e04e85a2a3ea727ebfc,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0225,bibit:sonnet:bibit000384:sonnet_0225,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2087352,2087902,538,550,4d6bf99cfcd52e2321bf88295656ea6ad195673875f6439e0fb3d0596cf9b7f1,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0226,bibit:sonnet:bibit000384:sonnet_0226,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2087903,2088440,532,537,497fbf3c31710de566de07016310a5a4aead300aa11c1cc4c1314c136fdeefc3,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0227,bibit:sonnet:bibit000384:sonnet_0227,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2088441,2088994,547,553,478b0e9bd1bf3993b473b28b560acfc46b112aaf5927bbe72eea078afe4818c2,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0228,bibit:sonnet:bibit000384:sonnet_0228,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2088995,2089558,559,563,276037840976c2cb9ff91cc6c133a7a7c0097df2276afa34067b818c4f0daca8,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0229,bibit:sonnet:bibit000384:sonnet_0229,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2089559,2090114,546,555,8ac113b0c4b2b76e11785ec62a386c98b3b3449d3762fd74df6a9efd3ad1d0f3,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0230,bibit:sonnet:bibit000384:sonnet_0230,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2090115,2090669,548,554,d34579197a1ee478c9d47f0d5c95f2183bfb276154e12981b9f5df92eca25184,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0231,bibit:sonnet:bibit000384:sonnet_0231,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2090670,2091234,561,564,3696e1ac6113eba16610f732e5a1b4cd2d1424c9e163ccf64a9aff3e31f98908,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0232,bibit:sonnet:bibit000384:sonnet_0232,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2091235,2091794,555,559,18cd0c96cde04359dd879211f8713d10fbbeee7fdf8244eeecd5e1a2e77c88e3,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0233,bibit:sonnet:bibit000384:sonnet_0233,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2091795,2092352,553,557,b61a725214c00201bfaf0c7a00a544ceb6495fe9ea3896134ad8fb23eca6ace8,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
storage:bibit:sonnet:bibit000384:sonnet_0234,bibit:sonnet:bibit000384:sonnet_0234,standard_sonnet,standard_sonnets,v8_derived_4+4+3+3,data/processed/sonnets_expanded_v8/derived_sonnets/part-0001.txt,2092353,2092895,538,542,32b59cf65a04ab47fb3d125c2b0aef936f78d4c9725fd939938aee8a24934489,7719f07f5a0786231dc8624a2c20941410ea85451a5e62cd419fc55c84d6a8cf,committed_v1_reference_or_v8_delta
