ebook_id,title,authors,source_pool,source_archive,source_url,period_bucket,input_role,final_role,language_route,source_decision,extraction_policy,canonical_reference_ids,activation_status,artifact_status,cache_path,cache_sha256,source_cleaned_sha256,source_cleaned_character_count,retained_source_character_count,excluded_source_character_count,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
62047,La libertà,"Mill, John Stuart",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62047,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62047.txt,477370cde24e351b94d0de0921eeecfae987b03a9db98164d72b601a0af8c948,5ca39b02fa55b8e4454b35e498a512923bc944bf30841fa0baa4d9e10c3865b1,296128,295984,144,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,32771854,33071254,295984,299400,b880b25cf927ecff326ee203a8fabda07e432e05e6d3f42e9ac19a0b0aa53f0e
62302,Scritti politici,"Mamiani della Rovere, Terenzio, conte",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62302,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62302.txt,231b176ad9b5939b9e9a3106f1d79b90e9bc1db8a449df6e974bbf86ef2d9d67,5bdd81c695aca98efc11189d3a18e8707fbebdf6b6bb88cf664389d8e2fd05d4,1143385,1143241,144,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,33071255,34224871,1143241,1153616,06ec27466d6d95cb469c279bf7eb79403f75fb505a60d38c897af46a1f1d85ac
62384,"Alcibiade, la critica e il secolo di Pericle: lettera di Felice Cavallotti a Yorick figlio di Yorick","Cavallotti, Felice",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62384,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62384.txt,44f409606fcc92df81b4723ea4e90001e2c6ae8ade41502b477ff508412171f9,ac0027112a615372aac1e826927d4ba2a878222f104fbbb190ed176d2f7165c3,251940,251796,144,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,34224872,34480579,251796,255707,64363dded6d353b08ea449a7bda1f0a99640ae4d942f5bd0cd50b29d2d020b38
62400,La Carrozza di tutti,"De Amicis, Edmondo",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62400,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/metadata_review_v1/pg62400.txt,6903c64a7fcf98f7162730f0682db30324b89a0ab6dac09df18b82feaeb10178,8e653d95910c46e7b9d2d773646b466a3db8c8669b6d7028602137b40b0c68f5,694971,694827,144,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,34480580,35183565,694827,702985,d0c076d3a7ad02b4f27a0c85ff1a876623d2ff1335a536a6353acbf4b9b8cbb4
62477,"XII conti pomiglianesi: con varianti avellinesi, montellesi, bagnolesi, milanesi, toscane, ecc.","Imbriani, Vittorio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62477,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62477.txt,49bf1cf27c7a84095d604fd301f59e67ddcc6539b552f4da1d8ab263f224ed6c,66fb4765b9fec67e9c02b07ecd976920b937166663f5d12f28df483b34980169,500874,500189,685,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,35183566,35690552,500189,506986,377a0d566bda893ca6109a1dd7efbbdd40d62f412955fb12ac1f83d68a663348
62773,Lucrezia Borgia secondo documenti e carteggi del tempo,"Gregorovius, Ferdinand",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62773,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62773.txt,5cb5be35547c3f4a572254d754c0f217b59ca3e138b1b51a33c5dfae08a9962e,1154255f285472fcdbce8c47f1b720e5d58ae33aa83455d276cd2229924b09dc,876878,876651,227,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,35690553,36573013,876651,882460,b4ef2d1938d4ddcce31899e364d46d13c0a365cd211f2b6d40276dd87e92cd04
62789,"Peregrinazioni d'uno zingaro per laghi ed Alpi: Il Lago Maggiore, l'Ossola, la Frua e il Gries","Carrera, Valentino",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62789,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62789.txt,d407af3a79ff33f5b3966dcc00d634bd9e17490e9e954a02ca8c0b75853bc124,7a9db6b5283761d3876c97d06e8f8e78abfd501d7b2cbbdbc4de0b8ee90c5281,402201,402057,144,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,36573014,36979489,402057,406475,534a21b3520a30d816924382ab98823796d4566422e2713ceb7e6d8d4175b00e
62813,"Foscolo, Manzoni, Leopardi: saggi: Aggiuntovi preraffaelliti, simbolisti ed esteti e letteratura dell'avvenire","Graf, Arturo",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62813,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/metadata_review_v1/pg62813.txt,c72214f48ddcce2ae3ab0353b3e9535ab5f845050ea23787674d0f4681485aa4,ab3da0dc420569591c945ebeb6022e35b4fbe604df7487dbc2ba52591c417538,839749,839605,144,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,36979490,37827603,839605,848113,b617c791652c57d304c872865e88a245add7b3259974b928c513b55fbaa5ddec
62892,I Tre Giulj: o sieno Sonetti di Niceste Abideno sopra l'Importunità di; un Creditor di Tre Giulj,"Casti, Giovanni Battista",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62892,nineteenth_century_bridge,sonnet_specialization,historical_non_sonnet_poetry,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/fulltext_gate_v1/pg62892.txt,8e4230cf32869270ba1f3a761f66f383b243fa051d62500d01ffa4b86030c16f,74b44cfae143c119fb68366a19270b6270fab98853fa43918b21e2a8000ef13e,144008,28460,115548,data/processed/project_gutenberg_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,10951993,10980893,28662,28900,2542ba0f06f5ae88019a14f0d6cf56f96b3f81ba539e92396207376c4b492c21
62987,Storia della musica,"Untersteiner, Alfredo",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/62987,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,standard_italian,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,eligible_pending_v7_and_mixture_freeze,text_materialized_pending_v7,data/local/gutenberg/metadata_review_v1/pg62987.txt,b20d5f3ff3df8367431aba228fa406a2591010483b9c34d352f83b0298238c3c,754082eedebb7b32c2dcc61bae39f47bf5edc855886239f1f5369862f749208a,715084,714824,260,data/processed/project_gutenberg_resolved_v1/nineteenth_century_bridge/part-0003.txt,37827604,38549253,714824,721649,441af508b0b7431c6a85385e9f3245811d276034a0e7d874ced902d35f36fe02
