record_id,wordpress_page_id,title,author,landing_page_url,reference_edition,period_bucket,input_role,final_broader_role,probe_decision,final_decision,resolution_reason,extraction_policy,canonical_reference_ids,removed_reference_ids,license_label,license_url,source_cache_path,source_sha256,source_character_count,retained_broader_character_count,excluded_source_character_count,sonnet_candidate_count,eligible_sonnet_count,protected_sonnet_count,activation_status,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
ll:2428878,2428878,Il palazzo del diavolo,Ulisse Barbieri,https://liberliber.it/autori/autori-b/ulisse-barbieri/il-palazzo-del-diavolo/,"Il palazzo del diavolo : leggenda mantovana : romanzo / di Ulisse Barbieri. - Milano : Natale Battezzati, 1868. - 2 v. (180 p., [1] c. di tav., 206 p., [1] c. di tav.) ; 20 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quarantine_embedded_duplicate_segments_before_activation,exclude_composite_source_covered_by_existing_corpora,combined_canonical_sources_cover_primary_work,exclude_complete_composite_source,gutenberg_previous_pool:pg73194;gutenberg_previous_pool:pg73195;gutenberg_resolved:73194;gutenberg_resolved:73195,gutenberg_previous_pool:pg73194;gutenberg_previous_pool:pg73195;gutenberg_resolved:73194;gutenberg_resolved:73195,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2428878.txt,8d44d9dc4920aa0b0a028a537102811ed154e312f7c69083743fd1ae4bf6bdab,389598,0,389598,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2429560,2429560,Al polo australe in velocipede,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/al-polo-australe-in-velocipede/,"Al polo australe in velocipede / E. Salgari ; con 30 illustrazioni di G. Bruno e carta geografica del viaggio. - Torino : Paravia e Comp., [1896]. - 264 p., [1] carta di tav. : ill. ; 23 cm + [1] carta geografica",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2429560.txt,b74676d780f7b5af3fb5d15ff2781e5abf852a8b45940227cb1a4671e494f6c2,352972,352972,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,17915971,18274177,352972,358206,b74676d780f7b5af3fb5d15ff2781e5abf852a8b45940227cb1a4671e494f6c2
ll:2429750,2429750,Uomini e soldati,Giuseppe Cesare Abba,https://liberliber.it/autori/autori-a/giuseppe-cesare-abba/uomini-e-soldati/,"Uomini e soldati : letture per l'esercito e pel popolo / Giuseppe Cesare Abba. - Nuova ed. - Bologna : Zanichelli, 1913. - 299 p. ; 19 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2429750.txt,3be9711834903af65671c6d33a332b9f09315a4ece6c42c257c2008145c6e1df,505263,505263,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,18274178,18790822,505263,516644,3be9711834903af65671c6d33a332b9f09315a4ece6c42c257c2008145c6e1df
ll:2429759,2429759,Le selve ardenti,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/le-selve-ardenti/,"Le selve ardenti : romanzo d'avventure / Emilio Salgari ; illustrato da 20 disegni di G. D'Amato. - Milano : Sonzogno, stampa 1937 (Tip. A. Matarelli)- 254 p. : ill. ; 23 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2429759.txt,0b5f465c7a700afadac7a37e18d3aa3cee97e016bda87d9ed9e0d5ce06d9893f,414133,414133,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,18790823,19218322,414133,427499,0b5f465c7a700afadac7a37e18d3aa3cee97e016bda87d9ed9e0d5ce06d9893f
ll:2430576,2430576,Prima di partire,Enrico Castelnuovo,https://liberliber.it/autori/autori-c/enrico-castelnuovo/prima-di-partire/,"Prima di partire : nuovi racconti / di Enrico Castelnuovo. - Milano : Fratelli Treves, 1896. - 362 p. ; 18 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2430576.txt,549284bf53e5a13e07939a377cb7dbf105a2e1eca4dfc1435c8df469058edc02,540840,540840,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,19218323,19767415,540840,549092,549284bf53e5a13e07939a377cb7dbf105a2e1eca4dfc1435c8df469058edc02
ll:2430808,2430808,Terremoto,Parmenio Bettoli,https://liberliber.it/autori/autori-b/parmenio-bettoli/terremoto/,"Terremoto : storia del secolo 16. / Parmenio Bettòli. - Milano : Galli e Omodei, 1878. - 522 p. ; 20 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2430808.txt,48277c44c05968f5d5efa9c22591591e6edf341c20289cd2b048787f4ec9abd2,763210,763210,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,19767416,20544015,763210,776599,48277c44c05968f5d5efa9c22591591e6edf341c20289cd2b048787f4ec9abd2
ll:2431029,2431029,I ragazzi d'una volta e i ragazzi d'adesso,Marchesa Colombi (alias Maria Antonietta Torriani Torelli-Viollier),https://liberliber.it/autori/autori-m/marchesa-colombi-alias-maria-antonietta-torriani-torelli-viollier/i-ragazzi-duna-volta-e-i-ragazzi-dadesso/,"I ragazzi d'una volta e i ragazzi d'adesso / Marchesa Colombi. - Milano : Galli, 1888. - 258 p. ; 18 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2431029.txt,011648617f8e5f0bc263c01e4310fc264481d0c93cbe03c432b1c6143a815610,218189,218189,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,20544016,20765309,218189,221293,011648617f8e5f0bc263c01e4310fc264481d0c93cbe03c432b1c6143a815610
ll:2431081,2431081,Racconti storici,Giambattista Bazzoni,https://liberliber.it/autori/autori-b/giambattista-bazzoni/racconti-storici/,"Racconti storici / di Giambattista Bazzoni. - Milano : presso Omobono Manini, 1832. - 277 p., [8] c. di tav. ; 17 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,existing_corpus_has_canonical_complete_text,exclude_complete_source,gutenberg_previous_pool:pg72382;gutenberg_resolved:72382,gutenberg_previous_pool:pg72382;gutenberg_resolved:72382,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2431081.txt,63b2ce94a8a280b26e8ea5aea0a3c92ce95d5e177011bd8e9cffbc6d0a1e95c6,256256,0,256256,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2431116,2431116,Racconti storici. Nuovo volume,Giambattista Bazzoni,https://liberliber.it/autori/autori-b/giambattista-bazzoni/racconti-storici-nuovo-volume/,"Racconti storici. Nuovo volume / Giambattista Bazzoni. - Milano : presso Omobono Manini, 1839. - 195 p., [1] c. di tav. ; 15 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,existing_corpus_has_canonical_complete_text,exclude_complete_source,gutenberg_previous_pool:pg72470;gutenberg_resolved:72470,gutenberg_previous_pool:pg72470;gutenberg_resolved:72470,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2431116.txt,27808971a9de896c75c8f7dac39e6fb8a093028055f8abb1a4b2b2cf3dfe94f5,205434,0,205434,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2431320,2431320,Il duca di Fonteschiavi,Giustino Ferri,https://liberliber.it/autori/autori-f/giustino-ferri/il-duca-di-fonteschiavi/,"Il duca di Fonteschiavi / di Leandro. – Roma : A. Sommaruga, 1884. - 195 p. ; 16 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2431320.txt,6266c037bb973556138e7c2b56c18a44addd3ea60bac3bdf4b2d92c7cfb1372f,220213,220213,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,20765310,20990328,220213,225018,6266c037bb973556138e7c2b56c18a44addd3ea60bac3bdf4b2d92c7cfb1372f
ll:2431658,2431658,Il signor Io,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/il-signor-io/,"Il signor Io / Salvatore Farina. - 3. ed. illustrata. - Milano : Alfredo Brigola, stampa 1883. - 185 p. : ill. ; 19 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2431658.txt,42b79294f89971e03e0c9a33c3afb029f6cac62bd91f56d3b6ca9d084f0c75c4,174110,174110,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,20990329,21167434,174110,177105,42b79294f89971e03e0c9a33c3afb029f6cac62bd91f56d3b6ca9d084f0c75c4
ll:2431718,2431718,Un dramma nell’Oceano Pacifico,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/un-dramma-nelloceano-pacifico/,"Un dramma nell'Oceano Pacifico : racconto / Emilio Salgari ; con molte illustrazioni di G. G. Bruno. - Firenze : Bemporad & figlio, 1895. - 252 p. : ill. ; 25 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,existing_corpus_has_canonical_complete_text,exclude_complete_source,wikisource_resolved:itws:580335,wikisource_resolved:itws:580335,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2431718.txt,508aafe543218279a3a622a72797193e8a3e9c386b997128043678495f1cf1fa,326870,0,326870,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2432144,2432144,Luigia Sanfelice,Francesco Mastriani,https://liberliber.it/autori/autori-m/francesco-mastriani/luigia-sanfelice/,"Luigia Sanfelice : romanzo storico / Francesco Mastriani. - Napoli : stab. tip. della Sirena, 1870. – 3 v.(158, 143, 133 p.) ; 19 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2432144.txt,a54ae19e42f21e2a0e26e7fa9f6f4e22bf27a29c552827c4419bc70c2cca1749,606943,606943,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,21167435,21780681,606943,613246,a54ae19e42f21e2a0e26e7fa9f6f4e22bf27a29c552827c4419bc70c2cca1749
ll:2432528,2432528,Uno dei mille della spedizione garibaldina nel Mezzodì d'Italia,Vittore Ottolini,https://liberliber.it/autori/autori-o/vittore-ottolini/uno-dei-mille-della-spedizione-garibaldina-nel-mezzodi-ditalia/,"Uno dei Mille della spedizione garibaldina nel Mezzodì d'Italia : romanzo storico / di Vittore Ottolini. - Milano : per F. Sanvito, 1861. - 339 p. : ill. ; 19 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,existing_corpus_has_canonical_complete_text,exclude_complete_source,gutenberg_previous_pool:pg75660;gutenberg_resolved:75660,gutenberg_previous_pool:pg75660;gutenberg_resolved:75660,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2432528.txt,19235cf5879f8c1f324a0d4dbda2b64268f73baaed088d77109559f4f93b786b,475669,0,475669,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2432614,2432614,La partenza del crociato ovvero Il prode Anselmo,Giovanni Visconti Venosta,https://liberliber.it/autori/autori-v/giovanni-visconti-venosta/la-partenza-del-crociato-ovvero-il-prode-anselmo/,"La partenza del crociato ovvero Il prode Anselmo / di Giovanni Visconti Venosta. – In: Ricordi di gioventù : cose vedute o sapute, 1847-1860 / Giovanni Visconti Venosta. - Milano : Tip. editrice L. F. Cogliati, 1906. - p. 357-360",nineteenth_century,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2432614.txt,0fa969ab1f3713d2f9d0b71a3017d286dc1534e53095a0cfae3e80392623cfeb,3980,3980,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/historical_non_sonnet_poetry/part-0001.txt,982887,986915,3980,4028,0fa969ab1f3713d2f9d0b71a3017d286dc1534e53095a0cfae3e80392623cfeb
ll:2432975,2432975,Il muto di Gallura,Enrico Costa,https://liberliber.it/autori/autori-c/enrico-costa/il-muto-di-gallura/,"Il muto di Gallura : racconto storico sardo / Enrico Costa. - Tempio : Tip. G. Tortu, 1912. - 198 p. ; 21 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2432975.txt,bbacc72e25287ba028e2ca47a638ba1d6d3e513f84522f749a8ca9c6140525b8,271419,271419,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,21780682,22055724,271419,275042,bbacc72e25287ba028e2ca47a638ba1d6d3e513f84522f749a8ca9c6140525b8
ll:2433191,2433191,La giovinezza di Giulio Cesare,Giuseppe Rovani,https://liberliber.it/autori/autori-r/giuseppe-rovani/la-giovinezza-di-giulio-cesare/,"La giovinezza di Giulio Cesare : scene romane / di Giuseppe Rovani. - Milano : F. Legros, 1873. - 2 v. in 1 (297, 319 p.) ; 23 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quarantine_embedded_duplicate_segments_before_activation,exclude_composite_source_covered_by_existing_corpora,combined_canonical_sources_cover_primary_work,exclude_complete_composite_source,gutenberg_previous_pool:pg75196;gutenberg_previous_pool:pg75197;gutenberg_resolved:75196;gutenberg_resolved:75197,gutenberg_previous_pool:pg75196;gutenberg_previous_pool:pg75197;gutenberg_resolved:75196;gutenberg_resolved:75197,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2433191.txt,2f80c4a9f193448bd0aed3619cea10475be62b62ec762df23a9017c0993d5097,446464,0,446464,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2434278,2434278,Fra le corde d'un contrabasso,Salvatore Farina,https://liberliber.it/autori/autori-f/salvatore-farina/fra-le-corde-dun-contrabasso/,"Fra le corde d'un contrabasso : racconto / Salvatore Farina. - 2. ed. - Milano : A. Brigola e C., stampa 1882. - 79 p. ; 19 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2434278.txt,591e8cd6eade1ddb026a0c2c50b564dbffbd25115d1f3d9c06e8ae0836d6b0d8,75638,75638,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,22055725,22132773,75638,77048,591e8cd6eade1ddb026a0c2c50b564dbffbd25115d1f3d9c06e8ae0836d6b0d8
ll:2434773,2434773,Il tesoro del presidente del Paraguay,Emilio Salgari,https://liberliber.it/autori/autori-s/emilio-salgari/il-tesoro-del-presidente-del-paraguay/,"Il tesoro del presidente del Paraguay / Emilio Salgari. 3. ed. - Torino : Giulio Speirani e figli, 1898. - 271 p. ; 18 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,existing_corpus_has_canonical_complete_text,exclude_complete_source,wikisource_resolved:itws:571131,wikisource_resolved:itws:571131,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2434773.txt,4628e53ee20350193311303de53fa6039e9b52d46043c3361590e60d6cf228ac,439527,0,439527,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ll:2435088,2435088,Da Sassari a Cagliari e viceversa,Enrico Costa,https://liberliber.it/autori/autori-c/enrico-costa/da-sassari-a-cagliari-e-viceversa/,"Da Sassari a Cagliari e viceversa : guida-racconto ; coll'aggiunta del viaggio in omnibus Da Macomer a Bosa / Enrico Costa. - 3. ed. - Sassari : Giuseppe Dessi, 1902. - 223 p. ; 20 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2435088.txt,f33c78131f788bc0e11b9defd2f9c31f1387ef6fc0f262be2dac494f562308bb,264275,264275,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,22132774,22401397,264275,268623,f33c78131f788bc0e11b9defd2f9c31f1387ef6fc0f262be2dac494f562308bb
ll:2435194,2435194,Il mio ultimo amico,Edmondo De Amicis,https://liberliber.it/autori/autori-d/edmondo-de-amicis/il-mio-ultimo-amico/,"Il mio ultimo amico / Edmondo De Amicis ; [con illustrazioni di C. Sarri]. - Palermo : Salvatore Biondo, 1900. - 56 p. : ill. ; 20 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2435194.txt,0daf3424b6e3b5246c98dbdc43deefaaa2c55a6d5043d1206976b0942ae9aa34,24744,24744,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,22401398,22426646,24744,25248,0daf3424b6e3b5246c98dbdc43deefaaa2c55a6d5043d1206976b0942ae9aa34
ll:2435995,2435995,Il quaderno della zia,Enrico Castelnuovo,https://liberliber.it/autori/autori-c/enrico-castelnuovo/il-quaderno-della-zia/,"Il quaderno della zia : Novella / di Enrico Castelnuovo. - Milano : Coi tipi della Perseveranza, 1872. - 388 p. ; 20 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2435995.txt,9bfa1e315c3bbd13933ecc53b6cb438636ea0b1d6352e307165b82bc6b14f125,459329,459329,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,22426647,22897658,459329,471011,9bfa1e315c3bbd13933ecc53b6cb438636ea0b1d6352e307165b82bc6b14f125
ll:2438498,2438498,Roma sentimentale,Diego Angeli,https://liberliber.it/autori/autori-a/diego-angeli/roma-sentimentale/,"Roma sentimentale / Diego Angeli ; fotografie di A. Ducros, G. Primoli e altri ; incisioni del prof. Ballarini. - Roma: Enrico Voghera, 1900 - 199 p.: ill.; 15 cm.",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_extraction_audit,eligible_inactive_processed_build,quality_and_rights_gates_pass,preserve_probe_cleaned_primary_text,,,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2438498.txt,67e35c259269d403cc903b37e037316b4adfcc2536f6db9527f97fdf161262ff,87296,87296,0,0,0,0,inactive_pending_cross_archive_freeze,text_materialized_inactive,data/processed/liber_liber_resolved_v1/nineteenth_century_bridge/part-0001.txt,22897659,22986289,87296,88630,67e35c259269d403cc903b37e037316b4adfcc2536f6db9527f97fdf161262ff
ll:2438526,2438526,Virtù e delitto o La famiglia del masnadiero,Gaetano Barbieri,https://liberliber.it/autori/autori-b/gaetano-barbieri/virtu-e-delitto-o-la-famiglia-del-masnadiero/,"Virtù e delitto o La famiglia del masnadiero : novella storica del secolo 16. / di Gaetano Barbieri. - Milano : presso la ditta Angelo Bonfanti, [1837] - 116, XXVIII p, [1] c. di tav. ; 16 cm",nineteenth_century,nineteenth_century_bridge,nineteenth_century_bridge,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,existing_corpus_has_canonical_complete_text,exclude_complete_source,gutenberg_previous_pool:pg73733;gutenberg_resolved:73733,gutenberg_previous_pool:pg73733;gutenberg_resolved:73733,"Creative Commons ""Attribuzione - Non commerciale - Condividi allo stesso modo 4.0 Internazionale""",https://creativecommons.org/licenses/by-nc-sa/4.0/,data/local/liber_liber/fulltext_probe_v1/texts/ll_2438526.txt,2a95fb627f444f9ac06823679cd3de7ff051ffc03e90f67fa9546ab3df1296f0,129402,0,129402,0,0,0,inactive_pending_cross_archive_freeze,not_materialized_excluded_or_sonnet_only,,,,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
