candidate_id,record_id,source_title,source_record_author,poem_author,poem_author_resolution,period_bucket,source_url,source_kind,stanza_pattern,line_count,character_start,character_end,source_text_sha256,cleaned_text_sha256,first_line,last_line,exact_reference_ids,near_reference_ids,protected_v6_reference_ids,candidate_decision,final_role,activation_status,artifact_status,shard_path,byte_start,byte_end,cleaned_character_count,cleaned_byte_count,cleaned_sha256
ll:2427167:char19046-19549,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Varaldo,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,19046,19549,e6104f98eae7b7c1ea8c3841e46fef86a41b01e57c154b3051834194ff0e973d,e6104f98eae7b7c1ea8c3841e46fef86a41b01e57c154b3051834194ff0e973d,Io so che invano nel mio dolce dire,presso il tuo fiore che ricorda il Bene.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,14392,14900,503,508,e6104f98eae7b7c1ea8c3841e46fef86a41b01e57c154b3051834194ff0e973d
ll:2427167:char19581-20077,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Mario Malfettani,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,19581,20077,b14fc9f49171f9eeb0175af27b25816330d61992233abadb537406b215231c9e,b14fc9f49171f9eeb0175af27b25816330d61992233abadb537406b215231c9e,Tra i giovinetti selci d’un villino,Ma il dolce canto a poco a poco muore.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,14901,15411,496,510,b14fc9f49171f9eeb0175af27b25816330d61992233abadb537406b215231c9e
ll:2427167:char20111-20623,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Giribaldi,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,20111,20623,8816b6e65da030b53db33e54028fa17a991f870eedbae69d495792b30555ab0f,8816b6e65da030b53db33e54028fa17a991f870eedbae69d495792b30555ab0f,"Biondo ciel, biondi fiori, biondo mare,",sorger dinnanti a me – ecco – dal Mare!,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,15412,15942,512,530,8816b6e65da030b53db33e54028fa17a991f870eedbae69d495792b30555ab0f
ll:2427167:char20775-21289,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Varaldo,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,20775,21289,73ab1f81800e62e64fdfd13c6e4d9041d20ede03428c8a5fd52d0f4f831ee53b,73ab1f81800e62e64fdfd13c6e4d9041d20ede03428c8a5fd52d0f4f831ee53b,La strana donna da i capelli bianchi,Piange e ricorda umile a capo chino.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,15943,16478,514,535,73ab1f81800e62e64fdfd13c6e4d9041d20ede03428c8a5fd52d0f4f831ee53b
ll:2427167:char21309-21778,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Mario Malfettani,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,21309,21778,2be0e173d8c343618dcbb9954bf877040b0ab5ff3bca5fad8876bcc79504f5b8,2be0e173d8c343618dcbb9954bf877040b0ab5ff3bca5fad8876bcc79504f5b8,L’ombra vïola del tramonto aulente,L’ombra vïola sfuma tremolando.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,16479,16974,469,495,2be0e173d8c343618dcbb9954bf877040b0ab5ff3bca5fad8876bcc79504f5b8
ll:2427167:char21796-22304,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Giribaldi,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,21796,22304,f4582c4e91f788b278d13f475c1b4fd0daf9ed6012adac0cc034cf99cbee44db,f4582c4e91f788b278d13f475c1b4fd0daf9ed6012adac0cc034cf99cbee44db,L’esili membra esangui uniche e sole,"bianca, che il tuo porpureo sogno adombra?",,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,16975,17508,508,533,f4582c4e91f788b278d13f475c1b4fd0daf9ed6012adac0cc034cf99cbee44db
ll:2427167:char22475-22962,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Varaldo,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,22475,22962,bd0323890d6c77e6e4b13303063315565e4eec7e70e6bb260e537a9e59277777,bd0323890d6c77e6e4b13303063315565e4eec7e70e6bb260e537a9e59277777,"Come un lembo d’azzurro, inaspettata",per riprendere il bel raggio di sole.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,17509,18015,487,506,bd0323890d6c77e6e4b13303063315565e4eec7e70e6bb260e537a9e59277777
ll:2427167:char22982-23475,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Mario Malfettani,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,22982,23475,0a5bb6eeb99dd5e067d89b5b373939585ac0687e3126c9cd78bb2d874684c232,0a5bb6eeb99dd5e067d89b5b373939585ac0687e3126c9cd78bb2d874684c232,Il marito le à tolto da i capelli,ella canta la prece virginale.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,18016,18522,493,506,0a5bb6eeb99dd5e067d89b5b373939585ac0687e3126c9cd78bb2d874684c232
ll:2427167:char23493-24013,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Giribaldi,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,23493,24013,c2dccbc4841f4a01b833ac52358160116a0c03b3c6b0671e1f38d2883d19080b,c2dccbc4841f4a01b833ac52358160116a0c03b3c6b0671e1f38d2883d19080b,"Signora, il vostro sguardo è triste assai,",angiolo d’un distrutto paradiso.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,18523,19068,520,545,c2dccbc4841f4a01b833ac52358160116a0c03b3c6b0671e1f38d2883d19080b
ll:2427167:char24161-24645,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Varaldo,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,24161,24645,b8600dc671aa38a46cd97a4de681d60ec80d6100e9e84ca03fdbdec4ee2cc50b,b8600dc671aa38a46cd97a4de681d60ec80d6100e9e84ca03fdbdec4ee2cc50b,Inginocchiati: è tempo di pregare.,io non Rosa morrò cupa la notte.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,19069,19557,484,488,b8600dc671aa38a46cd97a4de681d60ec80d6100e9e84ca03fdbdec4ee2cc50b
ll:2427167:char24691-25173,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Mario Malfettani,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,24691,25173,359e234f0fa9414ad35fd857b3cc11c342a4db05050791f034e1e192429dffcf,359e234f0fa9414ad35fd857b3cc11c342a4db05050791f034e1e192429dffcf,"Al bacio de la mamma, a la carezza",lo vide penzolare fra i cipressi.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,19558,20054,482,496,359e234f0fa9414ad35fd857b3cc11c342a4db05050791f034e1e192429dffcf
ll:2427167:char25208-25731,ll:2427167,Il 1. libro dei trittici,Alessandro Varaldo,Alessandro Giribaldi,explicit_post_poem_signature,nineteenth_century,https://liberliber.it/autori/autori-v/alessandro-varaldo/il-1-libro-dei-trittici/,explicit_author_signature,14,14,25208,25731,891b9ea8c9ccf99af12f58a378a6891aa6a22bd66936cfedc92722a99dcac8fe,891b9ea8c9ccf99af12f58a378a6891aa6a22bd66936cfedc92722a99dcac8fe,Il cielo del Supremo Attimo appare,cercano?) Il giorno come un giglio muore.,,,,eligible_standard_sonnet_inactive_pending_checkpoint7,standard_sonnets,inactive_pending_cross_archive_freeze,sonnet_materialized_inactive,data/processed/liber_liber_resolved_v1/standard_sonnets/part-0001.txt,20055,20591,523,536,891b9ea8c9ccf99af12f58a378a6891aa6a22bd66936cfedc92722a99dcac8fe
