left_unit_id,right_unit_id,pair_scope,left_containment,right_containment,matching_shingles,exact_normalized_text,preferred_unit_id,decision_effect
bibit:record:bibit000034,existing:record:ll_bembo_prose_volgar_lingua,same_role,0.998957,0.991089,67063,false,existing:record:ll_bembo_prose_volgar_lingua,exclude_lower_priority:bibit:record:bibit000034
bibit:record:bibit000042,existing:record:ll_boccaccio_filocolo,same_role,0.999806,0.999810,210884,false,existing:record:ll_boccaccio_filocolo,exclude_lower_priority:bibit:record:bibit000042
bibit:record:bibit000051,bibit:record:bibit001643,same_role,0.922807,0.364455,2104,false,bibit:record:bibit000051,quarantine_left_span_from_right
bibit:record:bibit000067,bibit:record:bibit000225,same_role,0.068804,0.863781,7045,false,bibit:record:bibit000067,exclude_right
bibit:record:bibit000067,bibit:record:bibit001424,same_role,0.051098,0.906131,5232,false,bibit:record:bibit000067,exclude_right
bibit:record:bibit000099,bibit:record:bibit001217,same_role,0.046417,0.900530,3911,false,bibit:record:bibit000099,exclude_right
bibit:record:bibit000101,existing:record:ll_boccaccio_trattatello,same_role,0.899761,0.891675,18455,false,existing:record:ll_boccaccio_trattatello,exclude_lower_priority:bibit:record:bibit000101
bibit:record:bibit000135,existing:record:ll_castiglione_cortegiano,same_role,0.979701,0.858529,112069,false,existing:record:ll_castiglione_cortegiano,exclude_lower_priority:bibit:record:bibit000135
bibit:record:bibit000136,existing:record:ll_guicciardini_storia_italia,same_role,0.994707,0.968897,601318,false,existing:record:ll_guicciardini_storia_italia,exclude_lower_priority:bibit:record:bibit000136
bibit:record:bibit000140,existing:record:ll_dino_compagni_cronica,same_role,0.942865,0.886235,33170,false,existing:record:ll_dino_compagni_cronica,exclude_lower_priority:bibit:record:bibit000140
bibit:record:bibit000161,existing:record:ll_sacchetti_trecentonovelle,same_role,0.991129,0.954030,178209,false,existing:record:ll_sacchetti_trecentonovelle,exclude_lower_priority:bibit:record:bibit000161
bibit:record:bibit000188,existing:record:ws_galileo_dialogo,same_role,0.942449,0.900707,168443,false,existing:record:ws_galileo_dialogo,exclude_lower_priority:bibit:record:bibit000188
bibit:record:bibit000253,bibit:record:bibit001643,same_role,0.872165,0.146544,846,false,bibit:record:bibit000253,quarantine_left_span_from_right
bibit:record:bibit000256,bibit:record:bibit001390,same_role,0.862348,0.880165,213,false,bibit:record:bibit000256,exclude_lower_priority:bibit:record:bibit001390
bibit:record:bibit000267,existing:record:ll_boccaccio_decameron_mondadori,same_role,0.985508,0.966376,260393,false,existing:record:ll_boccaccio_decameron_mondadori,exclude_lower_priority:bibit:record:bibit000267
bibit:record:bibit000293,existing:record:ll_giovanni_villani_nuova_cronica,same_role,0.976310,0.804207,390150,false,existing:record:ll_giovanni_villani_nuova_cronica,exclude_lower_priority:bibit:record:bibit000293
bibit:record:bibit000303,bibit:record:bibit000797,same_role,0.024042,0.960023,5019,false,bibit:record:bibit000303,exclude_right
bibit:record:bibit000305,existing:record:ll_machiavelli_istorie_fiorentine,same_role,0.985945,0.968704,143592,false,existing:record:ll_machiavelli_istorie_fiorentine,exclude_lower_priority:bibit:record:bibit000305
bibit:record:bibit000369,bibit:record:bibit001190,same_role,0.956881,0.444681,2086,false,bibit:record:bibit000369,quarantine_left_span_from_right
bibit:record:bibit000469,bibit:record:bibit000850,same_role,0.975430,0.887061,21835,false,bibit:record:bibit000469,exclude_lower_priority:bibit:record:bibit000850
bibit:record:bibit000535,existing:record:ll_machiavelli_arte_guerra,same_role,0.998710,0.983560,61921,false,existing:record:ll_machiavelli_arte_guerra,exclude_lower_priority:bibit:record:bibit000535
bibit:record:bibit000600,bibit:record:bibit001364,same_role,0.007515,0.889820,1381,false,bibit:record:bibit000600,exclude_right
bibit:record:bibit000600,bibit:record:bibit001533,same_role,0.012614,0.860431,2318,false,bibit:record:bibit000600,exclude_right
bibit:record:bibit000646,bibit:record:bibit001643,same_role,0.899425,0.216872,1252,false,bibit:record:bibit000646,quarantine_left_span_from_right
bibit:record:bibit000709,bibit:record:bibit001585,same_role,0.015605,0.902149,2351,false,bibit:record:bibit000709,exclude_right
bibit:record:bibit000733,bibit:record:bibit001106,same_role,0.859182,0.882698,903,false,bibit:record:bibit000733,exclude_lower_priority:bibit:record:bibit001106
bibit:record:bibit000747,existing:record:ll_machiavelli_discorsi,same_role,0.999164,0.995313,119566,false,existing:record:ll_machiavelli_discorsi,exclude_lower_priority:bibit:record:bibit000747
bibit:record:bibit000826,existing:record:ll_guicciardini_ricordi,same_role,0.802377,0.474291,13772,false,existing:record:ll_guicciardini_ricordi,exclude_left
bibit:record:bibit000897,bibit:record:bibit001533,same_role,0.071705,0.978099,2635,false,bibit:record:bibit000897,exclude_right
bibit:record:bibit000925,bibit:record:bibit001494,same_role,0.021427,0.891326,2723,false,bibit:record:bibit000925,exclude_right
bibit:record:bibit000985,bibit:record:bibit001120,same_role,0.847231,0.310567,2601,false,bibit:record:bibit000985,quarantine_left_span_from_right
bibit:record:bibit001083,existing:record:ll_vico_principj_scienza_nuova,same_role,0.979834,0.885218,137701,false,existing:record:ll_vico_principj_scienza_nuova,exclude_lower_priority:bibit:record:bibit001083
bibit:record:bibit001323,existing:record:ll_ramusio_navigazioni_viaggi,same_role,0.987622,0.959668,2009691,false,existing:record:ll_ramusio_navigazioni_viaggi,exclude_lower_priority:bibit:record:bibit001323
bibit:record:bibit001453,bibit:record:bibit001465,same_role,0.973419,0.727076,19482,false,bibit:record:bibit001453,quarantine_left_span_from_right
bibit:sonnet:bibit000038:sonnet_0028,bibit:sonnet:bibit001146:sonnet_0608,same_role,0.919192,0.919192,91,false,bibit:sonnet:bibit000038:sonnet_0028,exclude_lower_priority:bibit:sonnet:bibit001146:sonnet_0608
bibit:sonnet:bibit000040:sonnet_0153,bibit:sonnet:bibit000509:structural_0097,same_role,0.824176,0.824176,75,false,bibit:sonnet:bibit000040:sonnet_0153,exclude_lower_priority:bibit:sonnet:bibit000509:structural_0097
bibit:sonnet:bibit000099:sonnet_0001,bibit:sonnet:bibit001217:structural_0001,same_role,0.833333,0.833333,85,false,bibit:sonnet:bibit000099:sonnet_0001,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0001
bibit:sonnet:bibit000099:sonnet_0002,bibit:sonnet:bibit001217:structural_0002,same_role,1.000000,1.000000,94,true,bibit:sonnet:bibit000099:sonnet_0002,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0002
bibit:sonnet:bibit000099:sonnet_0003,bibit:sonnet:bibit001217:structural_0003,same_role,1.000000,1.000000,99,true,bibit:sonnet:bibit000099:sonnet_0003,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0003
bibit:sonnet:bibit000099:sonnet_0004,bibit:sonnet:bibit001217:structural_0004,same_role,1.000000,1.000000,93,true,bibit:sonnet:bibit000099:sonnet_0004,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0004
bibit:sonnet:bibit000099:sonnet_0005,bibit:sonnet:bibit001217:structural_0005,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0005,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0005
bibit:sonnet:bibit000099:sonnet_0006,bibit:sonnet:bibit001217:structural_0006,same_role,1.000000,1.000000,106,true,bibit:sonnet:bibit000099:sonnet_0006,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0006
bibit:sonnet:bibit000099:sonnet_0007,bibit:sonnet:bibit001217:structural_0007,same_role,1.000000,1.000000,90,true,bibit:sonnet:bibit000099:sonnet_0007,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0007
bibit:sonnet:bibit000099:sonnet_0008,bibit:sonnet:bibit001217:structural_0008,same_role,1.000000,1.000000,105,true,bibit:sonnet:bibit000099:sonnet_0008,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0008
bibit:sonnet:bibit000099:sonnet_0009,bibit:sonnet:bibit001217:structural_0009,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0009,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0009
bibit:sonnet:bibit000099:sonnet_0010,bibit:sonnet:bibit001217:structural_0010,same_role,1.000000,1.000000,110,true,bibit:sonnet:bibit000099:sonnet_0010,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0010
bibit:sonnet:bibit000099:sonnet_0011,bibit:sonnet:bibit001217:structural_0011,same_role,1.000000,1.000000,98,true,bibit:sonnet:bibit000099:sonnet_0011,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0011
bibit:sonnet:bibit000099:sonnet_0012,bibit:sonnet:bibit001217:structural_0014,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0012,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0014
bibit:sonnet:bibit000099:sonnet_0013,bibit:sonnet:bibit001217:structural_0015,same_role,0.920792,0.920792,93,false,bibit:sonnet:bibit000099:sonnet_0013,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0015
bibit:sonnet:bibit000099:sonnet_0014,bibit:sonnet:bibit001217:structural_0016,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0014,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0016
bibit:sonnet:bibit000099:sonnet_0015,bibit:sonnet:bibit001217:structural_0017,same_role,1.000000,1.000000,108,true,bibit:sonnet:bibit000099:sonnet_0015,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0017
bibit:sonnet:bibit000099:sonnet_0016,bibit:sonnet:bibit001217:structural_0018,same_role,0.990654,0.981481,106,false,bibit:sonnet:bibit000099:sonnet_0016,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0018
bibit:sonnet:bibit000099:sonnet_0017,bibit:sonnet:bibit001217:structural_0019,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0017,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0019
bibit:sonnet:bibit000099:sonnet_0018,bibit:sonnet:bibit001217:structural_0020,same_role,0.920792,0.920792,93,false,bibit:sonnet:bibit000099:sonnet_0018,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0020
bibit:sonnet:bibit000099:sonnet_0020,bibit:sonnet:bibit001217:structural_0022,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0020,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0022
bibit:sonnet:bibit000099:sonnet_0021,bibit:sonnet:bibit001217:structural_0023,same_role,1.000000,1.000000,96,true,bibit:sonnet:bibit000099:sonnet_0021,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0023
bibit:sonnet:bibit000099:sonnet_0022,bibit:sonnet:bibit001217:structural_0024,same_role,0.959184,0.969072,94,false,bibit:sonnet:bibit000099:sonnet_0022,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0024
bibit:sonnet:bibit000099:sonnet_0023,bibit:sonnet:bibit001217:structural_0028,same_role,1.000000,1.000000,96,true,bibit:sonnet:bibit000099:sonnet_0023,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0028
bibit:sonnet:bibit000099:sonnet_0024,bibit:sonnet:bibit001217:structural_0029,same_role,0.911111,0.911111,82,false,bibit:sonnet:bibit000099:sonnet_0024,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0029
bibit:sonnet:bibit000099:sonnet_0026,bibit:sonnet:bibit001217:structural_0031,same_role,1.000000,1.000000,96,true,bibit:sonnet:bibit000099:sonnet_0026,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0031
bibit:sonnet:bibit000099:sonnet_0027,bibit:sonnet:bibit001217:structural_0032,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0027,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0032
bibit:sonnet:bibit000099:sonnet_0028,bibit:sonnet:bibit001217:structural_0033,same_role,1.000000,1.000000,101,true,bibit:sonnet:bibit000099:sonnet_0028,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0033
bibit:sonnet:bibit000099:sonnet_0029,bibit:sonnet:bibit001217:structural_0034,same_role,1.000000,1.000000,99,true,bibit:sonnet:bibit000099:sonnet_0029,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0034
bibit:sonnet:bibit000099:sonnet_0030,bibit:sonnet:bibit001217:structural_0035,same_role,1.000000,1.000000,95,true,bibit:sonnet:bibit000099:sonnet_0030,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0035
bibit:sonnet:bibit000099:sonnet_0031,bibit:sonnet:bibit001217:structural_0036,same_role,0.853211,0.853211,93,false,bibit:sonnet:bibit000099:sonnet_0031,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0036
bibit:sonnet:bibit000099:sonnet_0032,bibit:sonnet:bibit001217:structural_0037,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0032,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0037
bibit:sonnet:bibit000099:sonnet_0033,bibit:sonnet:bibit001217:structural_0038,same_role,0.915789,0.915789,87,false,bibit:sonnet:bibit000099:sonnet_0033,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0038
bibit:sonnet:bibit000099:sonnet_0034,bibit:sonnet:bibit001217:structural_0039,same_role,0.833333,0.833333,80,false,bibit:sonnet:bibit000099:sonnet_0034,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0039
bibit:sonnet:bibit000099:sonnet_0035,bibit:sonnet:bibit001217:structural_0040,same_role,0.923810,0.923810,97,false,bibit:sonnet:bibit000099:sonnet_0035,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0040
bibit:sonnet:bibit000099:sonnet_0036,bibit:sonnet:bibit001217:structural_0041,same_role,0.924528,0.915888,98,false,bibit:sonnet:bibit000099:sonnet_0036,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0041
bibit:sonnet:bibit000099:sonnet_0037,bibit:sonnet:bibit001217:structural_0042,same_role,1.000000,1.000000,105,true,bibit:sonnet:bibit000099:sonnet_0037,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0042
bibit:sonnet:bibit000099:sonnet_0039,bibit:sonnet:bibit001217:structural_0044,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0039,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0044
bibit:sonnet:bibit000099:sonnet_0040,bibit:sonnet:bibit001217:structural_0045,same_role,1.000000,1.000000,98,true,bibit:sonnet:bibit000099:sonnet_0040,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0045
bibit:sonnet:bibit000099:sonnet_0041,bibit:sonnet:bibit001217:structural_0046,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0041,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0046
bibit:sonnet:bibit000099:sonnet_0042,bibit:sonnet:bibit001217:structural_0047,same_role,0.991071,0.982301,111,false,bibit:sonnet:bibit000099:sonnet_0042,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0047
bibit:sonnet:bibit000099:sonnet_0043,bibit:sonnet:bibit001217:structural_0048,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0043,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0048
bibit:sonnet:bibit000099:sonnet_0044,bibit:sonnet:bibit001217:structural_0049,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0044,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0049
bibit:sonnet:bibit000099:sonnet_0046,bibit:sonnet:bibit001217:structural_0051,same_role,1.000000,1.000000,106,true,bibit:sonnet:bibit000099:sonnet_0046,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0051
bibit:sonnet:bibit000099:sonnet_0047,bibit:sonnet:bibit001217:structural_0052,same_role,1.000000,1.000000,99,true,bibit:sonnet:bibit000099:sonnet_0047,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0052
bibit:sonnet:bibit000099:sonnet_0048,bibit:sonnet:bibit001217:structural_0053,same_role,1.000000,1.000000,99,true,bibit:sonnet:bibit000099:sonnet_0048,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0053
bibit:sonnet:bibit000099:sonnet_0049,bibit:sonnet:bibit001217:structural_0054,same_role,0.912088,0.912088,83,false,bibit:sonnet:bibit000099:sonnet_0049,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0054
bibit:sonnet:bibit000099:sonnet_0050,bibit:sonnet:bibit001217:structural_0055,same_role,0.866667,0.866667,91,false,bibit:sonnet:bibit000099:sonnet_0050,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0055
bibit:sonnet:bibit000099:sonnet_0051,bibit:sonnet:bibit001217:structural_0056,same_role,1.000000,1.000000,93,true,bibit:sonnet:bibit000099:sonnet_0051,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0056
bibit:sonnet:bibit000099:sonnet_0052,bibit:sonnet:bibit001217:structural_0057,same_role,0.919192,0.928571,91,false,bibit:sonnet:bibit000099:sonnet_0052,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0057
bibit:sonnet:bibit000099:sonnet_0053,bibit:sonnet:bibit001217:structural_0058,same_role,0.919192,0.919192,91,false,bibit:sonnet:bibit000099:sonnet_0053,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0058
bibit:sonnet:bibit000099:sonnet_0054,bibit:sonnet:bibit001217:structural_0059,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0054,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0059
bibit:sonnet:bibit000099:sonnet_0055,bibit:sonnet:bibit001217:structural_0060,same_role,0.926606,0.926606,101,false,bibit:sonnet:bibit000099:sonnet_0055,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0060
bibit:sonnet:bibit000099:sonnet_0056,bibit:sonnet:bibit001217:structural_0061,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0056,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0061
bibit:sonnet:bibit000099:sonnet_0057,bibit:sonnet:bibit001217:structural_0062,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0057,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0062
bibit:sonnet:bibit000099:sonnet_0058,bibit:sonnet:bibit001217:structural_0063,same_role,0.917526,0.917526,89,false,bibit:sonnet:bibit000099:sonnet_0058,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0063
bibit:sonnet:bibit000099:sonnet_0059,bibit:sonnet:bibit001217:structural_0064,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0059,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0064
bibit:sonnet:bibit000099:sonnet_0060,bibit:sonnet:bibit001217:structural_0065,same_role,0.918367,0.918367,90,false,bibit:sonnet:bibit000099:sonnet_0060,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0065
bibit:sonnet:bibit000099:sonnet_0061,bibit:sonnet:bibit001217:structural_0066,same_role,1.000000,1.000000,99,true,bibit:sonnet:bibit000099:sonnet_0061,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0066
bibit:sonnet:bibit000099:sonnet_0062,bibit:sonnet:bibit001217:structural_0067,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0062,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0067
bibit:sonnet:bibit000099:sonnet_0063,bibit:sonnet:bibit001217:structural_0068,same_role,1.000000,1.000000,99,true,bibit:sonnet:bibit000099:sonnet_0063,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0068
bibit:sonnet:bibit000099:sonnet_0064,bibit:sonnet:bibit001217:structural_0069,same_role,1.000000,1.000000,93,true,bibit:sonnet:bibit000099:sonnet_0064,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0069
bibit:sonnet:bibit000099:sonnet_0065,bibit:sonnet:bibit001217:structural_0070,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0065,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0070
bibit:sonnet:bibit000099:sonnet_0066,bibit:sonnet:bibit001217:structural_0071,same_role,0.919192,0.919192,91,false,bibit:sonnet:bibit000099:sonnet_0066,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0071
bibit:sonnet:bibit000099:sonnet_0067,bibit:sonnet:bibit001217:structural_0072,same_role,1.000000,1.000000,109,true,bibit:sonnet:bibit000099:sonnet_0067,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0072
bibit:sonnet:bibit000099:sonnet_0068,bibit:sonnet:bibit001217:structural_0073,same_role,1.000000,1.000000,104,true,bibit:sonnet:bibit000099:sonnet_0068,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0073
bibit:sonnet:bibit000099:sonnet_0069,bibit:sonnet:bibit001217:structural_0074,same_role,0.930435,0.938596,107,false,bibit:sonnet:bibit000099:sonnet_0069,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0074
bibit:sonnet:bibit000099:sonnet_0070,bibit:sonnet:bibit001217:structural_0075,same_role,1.000000,1.000000,98,true,bibit:sonnet:bibit000099:sonnet_0070,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0075
bibit:sonnet:bibit000099:sonnet_0071,bibit:sonnet:bibit001217:structural_0076,same_role,0.912088,0.902174,83,false,bibit:sonnet:bibit000099:sonnet_0071,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0076
bibit:sonnet:bibit000099:sonnet_0072,bibit:sonnet:bibit001217:structural_0077,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0072,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0077
bibit:sonnet:bibit000099:sonnet_0073,bibit:sonnet:bibit001217:structural_0078,same_role,1.000000,1.000000,88,true,bibit:sonnet:bibit000099:sonnet_0073,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0078
bibit:sonnet:bibit000099:sonnet_0074,bibit:sonnet:bibit001217:structural_0079,same_role,0.948454,0.948454,92,false,bibit:sonnet:bibit000099:sonnet_0074,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0079
bibit:sonnet:bibit000099:sonnet_0075,bibit:sonnet:bibit001217:structural_0080,same_role,1.000000,1.000000,95,true,bibit:sonnet:bibit000099:sonnet_0075,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0080
bibit:sonnet:bibit000099:sonnet_0076,bibit:sonnet:bibit000682:structural_0052,same_role,0.830189,0.838095,88,false,bibit:sonnet:bibit000099:sonnet_0076,exclude_lower_priority:bibit:sonnet:bibit000682:structural_0052
bibit:sonnet:bibit000099:sonnet_0076,bibit:sonnet:bibit001217:structural_0081,same_role,1.000000,1.000000,106,true,bibit:sonnet:bibit000099:sonnet_0076,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0081
bibit:sonnet:bibit000099:sonnet_0077,bibit:sonnet:bibit001217:structural_0082,same_role,0.923077,0.923077,96,false,bibit:sonnet:bibit000099:sonnet_0077,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0082
bibit:sonnet:bibit000099:sonnet_0078,bibit:sonnet:bibit001217:structural_0083,same_role,0.826923,0.826923,86,false,bibit:sonnet:bibit000099:sonnet_0078,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0083
bibit:sonnet:bibit000099:sonnet_0079,bibit:sonnet:bibit001217:structural_0084,same_role,1.000000,1.000000,101,true,bibit:sonnet:bibit000099:sonnet_0079,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0084
bibit:sonnet:bibit000099:sonnet_0080,bibit:sonnet:bibit001217:structural_0085,same_role,1.000000,1.000000,102,true,bibit:sonnet:bibit000099:sonnet_0080,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0085
bibit:sonnet:bibit000099:sonnet_0081,bibit:sonnet:bibit001217:structural_0086,same_role,1.000000,1.000000,106,true,bibit:sonnet:bibit000099:sonnet_0081,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0086
bibit:sonnet:bibit000099:sonnet_0082,bibit:sonnet:bibit001217:structural_0087,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0082,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0087
bibit:sonnet:bibit000099:sonnet_0083,bibit:sonnet:bibit001217:structural_0088,same_role,1.000000,1.000000,94,true,bibit:sonnet:bibit000099:sonnet_0083,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0088
bibit:sonnet:bibit000099:sonnet_0084,bibit:sonnet:bibit001217:structural_0089,same_role,0.912088,0.912088,83,false,bibit:sonnet:bibit000099:sonnet_0084,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0089
bibit:sonnet:bibit000099:sonnet_0085,bibit:sonnet:bibit001217:structural_0090,same_role,0.897959,0.897959,88,false,bibit:sonnet:bibit000099:sonnet_0085,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0090
bibit:sonnet:bibit000099:sonnet_0086,bibit:sonnet:bibit001217:structural_0091,same_role,1.000000,1.000000,103,true,bibit:sonnet:bibit000099:sonnet_0086,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0091
bibit:sonnet:bibit000099:sonnet_0087,bibit:sonnet:bibit001217:structural_0092,same_role,0.902913,0.902913,93,false,bibit:sonnet:bibit000099:sonnet_0087,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0092
bibit:sonnet:bibit000099:sonnet_0089,bibit:sonnet:bibit001217:structural_0094,same_role,1.000000,1.000000,105,true,bibit:sonnet:bibit000099:sonnet_0089,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0094
bibit:sonnet:bibit000099:sonnet_0090,bibit:sonnet:bibit001217:structural_0095,same_role,1.000000,1.000000,97,true,bibit:sonnet:bibit000099:sonnet_0090,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0095
bibit:sonnet:bibit000099:sonnet_0091,bibit:sonnet:bibit001217:structural_0096,same_role,0.920792,0.920792,93,false,bibit:sonnet:bibit000099:sonnet_0091,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0096
bibit:sonnet:bibit000099:sonnet_0092,bibit:sonnet:bibit001217:structural_0097,same_role,0.916667,0.907216,88,false,bibit:sonnet:bibit000099:sonnet_0092,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0097
bibit:sonnet:bibit000099:sonnet_0093,bibit:sonnet:bibit001217:structural_0098,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0093,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0098
bibit:sonnet:bibit000099:sonnet_0094,bibit:sonnet:bibit001217:structural_0099,same_role,1.000000,1.000000,96,true,bibit:sonnet:bibit000099:sonnet_0094,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0099
bibit:sonnet:bibit000099:sonnet_0095,bibit:sonnet:bibit001217:structural_0100,same_role,1.000000,1.000000,95,true,bibit:sonnet:bibit000099:sonnet_0095,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0100
bibit:sonnet:bibit000099:sonnet_0096,bibit:sonnet:bibit001217:structural_0101,same_role,1.000000,1.000000,100,true,bibit:sonnet:bibit000099:sonnet_0096,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0101
bibit:sonnet:bibit000099:sonnet_0097,bibit:sonnet:bibit001217:structural_0102,same_role,1.000000,1.000000,102,true,bibit:sonnet:bibit000099:sonnet_0097,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0102
bibit:sonnet:bibit000099:sonnet_0098,bibit:sonnet:bibit001217:structural_0103,same_role,1.000000,1.000000,101,true,bibit:sonnet:bibit000099:sonnet_0098,exclude_lower_priority:bibit:sonnet:bibit001217:structural_0103
