left_unit_id,right_unit_id,pair_scope,left_containment,right_containment,matching_shingles,exact_normalized_text,preferred_unit_id,decision_effect
wikisource:record:itws:975995,bibit:sonnet:bibit001036:sonnet_0086,sonnet_cross_role,0.913043,0.913043,84,false,bibit:sonnet:bibit001036:sonnet_0086,exclude_role_mismatch
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0061,sonnet_cross_role,0.056851,0.896552,78,false,bibit:sonnet:bibit000807:structural_0061,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0062,sonnet_cross_role,0.051020,0.897436,70,false,bibit:sonnet:bibit000807:structural_0062,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0064,sonnet_cross_role,0.046647,0.888889,64,false,bibit:sonnet:bibit000807:structural_0064,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0066,sonnet_cross_role,0.053207,0.890244,73,false,bibit:sonnet:bibit000807:structural_0066,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0068,sonnet_cross_role,0.051020,0.886076,70,false,bibit:sonnet:bibit000807:structural_0068,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0069,sonnet_cross_role,0.054665,0.903614,75,false,bibit:sonnet:bibit000807:structural_0069,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0070,sonnet_cross_role,0.051749,0.898734,71,false,bibit:sonnet:bibit000807:structural_0070,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0071,sonnet_cross_role,0.051749,0.898734,71,false,bibit:sonnet:bibit000807:structural_0071,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0072,sonnet_cross_role,0.055394,0.950000,76,false,bibit:sonnet:bibit000807:structural_0072,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0073,sonnet_cross_role,0.050292,0.896104,69,false,bibit:sonnet:bibit000807:structural_0073,segment_quarantine_7b
wikisource:record:itws:989206,bibit:sonnet:bibit000807:structural_0074,sonnet_cross_role,0.052478,0.837209,72,false,bibit:sonnet:bibit000807:structural_0074,segment_quarantine_7b
wikisource:record:itws:991032,wikisource:sonnet:itws:991109:sonnet0001,sonnet_cross_role,0.017651,1.000000,90,false,wikisource:sonnet:itws:991109:sonnet0001,segment_quarantine_7b
