work_root_id,root_title,metadata_decision,proposed_role,linking_page_count,linking_page_ids,scan_title,scan_url,scan_page_id,scan_revision_id,scan_touched_utc,scan_wikitext_bytes,scan_is_redirect,scan_exists_in_dump,scan_shared_root_count,scan_shared_candidate_count,scan_shared_conditioned_count,scan_shared_nonitalian_count,scan_shared_nonstandard_hold_count,scan_shared_existing_reference_count,scan_title_language_signals,activation_status
itws:307090,'Na precavuzzione,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307090,Sonetti romaneschi IV.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_IV.djvu,305744,3499202,2026-07-30T22:32:14Z,36807,False,True,404,250,0,0,0,0,romanesco,metadata_only_not_activated
itws:306812,'Na resìa bbell'e bbona,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306812,Sonetti romaneschi III.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_III.djvu,305743,3842978,2026-07-30T22:32:14Z,35377,False,True,403,255,0,0,0,0,romanesco,metadata_only_not_activated
itws:308456,'Na ssciacquata de bbocca,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,308456,Sonetti romaneschi V.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_V.djvu,305745,3831587,2026-07-30T22:34:01Z,38937,False,True,404,213,0,0,0,0,romanesco,metadata_only_not_activated
itws:478864,516 proverbi sul cavallo,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,13,478864 | 478893 | 478907 | 478950 | 478966 | 479016 | 479042 | 479066 | 479067 | 479068 | 479069 | 479070 | 479612,Volpini - 516 proverbi sul cavallo.djvu,https://it.wikisource.org/wiki/Indice:Volpini_-_516_proverbi_sul_cavallo.djvu,478825,2618483,2026-07-30T07:33:11Z,1585,False,True,1,1,0,0,0,0,,metadata_only_not_activated
itws:845387,"A biondo crin, che scarmigliato e vago",historical_core_metadata_candidate,historical_non_sonnet_poetry,1,845387,AA. VV. - Lirici marinisti.djvu,https://it.wikisource.org/wiki/Indice:AA._VV._-_Lirici_marinisti.djvu,515484,2837511,2026-07-30T08:48:30Z,8794,False,True,583,173,0,0,0,0,,metadata_only_not_activated
itws:746663,"A buona se' condotto, ser Chiavello",historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746663,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:13618,A Carlo Alberto di Savoia un Italiano,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,3,13618 | 265931 | 265932,A Carlo Alberto di Savoia un Italiano.djvu,https://it.wikisource.org/wiki/Indice:A_Carlo_Alberto_di_Savoia_un_Italiano.djvu,257481,2548542,2026-07-29T23:12:51Z,429,False,True,1,1,0,0,0,0,,metadata_only_not_activated
itws:886632,A Carlo Alberto Re,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,886632,Colonnetti - Ode a Carlo Alberto Re.djvu,https://it.wikisource.org/wiki/Indice:Colonnetti_-_Ode_a_Carlo_Alberto_Re.djvu,886617,3210195,2026-07-31T00:22:33Z,295,False,True,1,1,0,0,0,0,,metadata_only_not_activated
itws:67279,"A che pur sempre piangi, anima trista",historical_core_metadata_candidate,historical_non_sonnet_poetry,1,67279,"Sannazzaro, Iacopo – Opere volgari, 1961 – BEIC 1914951.djvu","https://it.wikisource.org/wiki/Indice:Sannazzaro,_Iacopo_%E2%80%93_Opere_volgari,_1961_%E2%80%93_BEIC_1914951.djvu",625974,3545111,2026-07-30T09:40:25Z,32765,False,True,153,142,0,0,0,1,,metadata_only_not_activated
itws:883542,A che stancarsi all'Oceáno in seno?,historical_core_metadata_candidate,historical_general,1,883542,Opere (Chiabrera).djvu,https://it.wikisource.org/wiki/Indice:Opere_(Chiabrera).djvu,281096,3593337,2026-08-03T21:27:54Z,3340,False,True,574,531,0,0,0,0,,metadata_only_not_activated
itws:562267,A che sul tergo Amor sì forti vanni,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,562267,"Zappi, Maratti - Rime I.pdf","https://it.wikisource.org/wiki/Indice:Zappi,_Maratti_-_Rime_I.pdf",482514,3500952,2026-07-30T17:23:17Z,2107,False,True,961,98,0,0,0,0,,metadata_only_not_activated
itws:307352,A Checco,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307352,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:746042,A chi nol sa non lasci Dio provare,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746042,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:307392,A chi soscera e a chi nnora,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307392,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:308281,A compar Dimenico,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,308281,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:746103,A cosa fatta non vale pentére,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746103,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:307321,A cquela fata de la Ssciùzzeri,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307321,Sonetti romaneschi IV.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_IV.djvu,305744,3499202,2026-07-30T22:32:14Z,36807,False,True,404,250,0,0,0,0,romanesco,metadata_only_not_activated
itws:745999,A cui è 'n grado de l'Amor dir male,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,745999,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:79730,A Dio (Pellico),nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,79730,Poesie inedite di Silvio Pellico I.djvu,https://it.wikisource.org/wiki/Indice:Poesie_inedite_di_Silvio_Pellico_I.djvu,267649,3864588,2026-07-29T18:47:13Z,5112,False,True,52,36,0,0,0,0,,metadata_only_not_activated
itws:742874,A Dio (Prati),nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742874,"Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._I,_1916_%E2%80%93_BEIC_1901289.djvu",594672,3540453,2026-07-30T18:56:01Z,7510,False,True,66,51,0,0,0,0,,metadata_only_not_activated
itws:893203,A duro stral di ria ventura,historical_core_metadata_candidate,historical_general,1,893203,Opere (Chiabrera).djvu,https://it.wikisource.org/wiki/Indice:Opere_(Chiabrera).djvu,281096,3593337,2026-08-03T21:27:54Z,3340,False,True,574,531,0,0,0,0,,metadata_only_not_activated
itws:742879,A Eugenia giovinetta di quattordici anni,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742879,"Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._I,_1916_%E2%80%93_BEIC_1901289.djvu",594672,3540453,2026-07-30T18:56:01Z,7510,False,True,66,51,0,0,0,0,,metadata_only_not_activated
itws:989279,A Febo un dì chiedei,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,989279,"Zappi, Maratti - Rime II.pdf","https://it.wikisource.org/wiki/Indice:Zappi,_Maratti_-_Rime_II.pdf",482516,3593321,2026-08-02T21:07:48Z,927,False,True,170,144,0,0,0,0,,metadata_only_not_activated
itws:248002,A Fille - L'avverte acciò non giudichi secondo le apparenze,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,248002,"Opere complete di Giambatista Casti, Parigi, Baudry, 1838.pdf","https://it.wikisource.org/wiki/Indice:Opere_complete_di_Giambatista_Casti,_Parigi,_Baudry,_1838.pdf",893809,3221046,2026-07-30T07:23:07Z,151,False,True,3,3,0,0,0,0,,metadata_only_not_activated
itws:742744,A fin di corsa,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742744,"Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._II,_1916_%E2%80%93_BEIC_1901920.djvu",595890,3458149,2026-07-30T18:56:02Z,15223,False,True,188,169,0,0,0,0,,metadata_only_not_activated
itws:37028,A Francesco Saverio Fabre,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,37028,"Foscolo - Poesie,1856.djvu","https://it.wikisource.org/wiki/Indice:Foscolo_-_Poesie,1856.djvu",443069,3841612,2026-08-01T02:16:51Z,8434,False,True,33,20,0,0,0,0,,metadata_only_not_activated
itws:742850,A Genova varcando di notte i gioghi alla volta della città,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742850,"Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._I,_1916_%E2%80%93_BEIC_1901289.djvu",594672,3540453,2026-07-30T18:56:01Z,7510,False,True,66,51,0,0,0,0,,metadata_only_not_activated
itws:306973,A Ggesù Ssagramentato,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306973,Sonetti romaneschi IV.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_IV.djvu,305744,3499202,2026-07-30T22:32:14Z,36807,False,True,404,250,0,0,0,0,romanesco,metadata_only_not_activated
itws:484104,A governar di Pietro il sacro legno,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,484104,"Zappi, Maratti - Rime I.pdf","https://it.wikisource.org/wiki/Indice:Zappi,_Maratti_-_Rime_I.pdf",482514,3500952,2026-07-30T17:23:17Z,2107,False,True,961,98,0,0,0,0,,metadata_only_not_activated
itws:394394,A l'aura il crin ch'a l'auro il pregio ha tolto,historical_core_metadata_candidate,historical_general,1,394394,Marino Poesie varie (1913).djvu,https://it.wikisource.org/wiki/Indice:Marino_Poesie_varie_(1913).djvu,392611,3231199,2026-07-30T05:08:40Z,31429,False,True,319,238,0,0,0,0,,metadata_only_not_activated
itws:746856,"A la dolce stasón, ch'ei torde arvègnono",historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746856,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:309017,A la sor' Orzola,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,309017,Sonetti romaneschi V.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_V.djvu,305745,3831587,2026-07-30T22:34:01Z,38937,False,True,404,213,0,0,0,0,romanesco,metadata_only_not_activated
itws:306026,A la sora Tèta che pijja marito,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306026,Sonetti romaneschi I.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_I.djvu,305669,3380143,2026-07-30T22:34:06Z,21869,False,True,209,91,1,0,0,1,romanesco,metadata_only_not_activated
itws:307380,A la Torfetana,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307380,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:307427,A le prove,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307427,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:306110,A li caggnaroli sull'ore calle,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306110,Sonetti romaneschi I.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_I.djvu,305669,3380143,2026-07-30T22:34:06Z,21869,False,True,209,91,1,0,0,1,romanesco,metadata_only_not_activated
itws:306645,A li ggiacubbini,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306645,Sonetti romaneschi III.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_III.djvu,305743,3842978,2026-07-30T22:32:14Z,35377,False,True,403,255,0,0,0,0,romanesco,metadata_only_not_activated
itws:306634,A li zzelanti,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306634,Sonetti romaneschi III.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_III.djvu,305743,3842978,2026-07-30T22:32:14Z,35377,False,True,403,255,0,0,0,0,romanesco,metadata_only_not_activated
itws:746815,A lo tempo de Moises e più enanti,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746815,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:254877,A Lodovico Pasini Senatore del Regno,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,254877,Versi di Giacomo Zanella.djvu,https://it.wikisource.org/wiki/Indice:Versi_di_Giacomo_Zanella.djvu,206931,2982259,2026-07-31T09:58:15Z,9369,False,True,94,38,0,0,0,0,,metadata_only_not_activated
itws:742670,"A Luigi Napoleone, il 2 dicembre",nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742670,"Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._II,_1916_%E2%80%93_BEIC_1901920.djvu",595890,3458149,2026-07-30T18:56:02Z,15223,False,True,188,169,0,0,0,0,,metadata_only_not_activated
itws:1003724,A Luigia Pallavicini (1856),nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,1003724,"Foscolo - Poesie,1856.djvu","https://it.wikisource.org/wiki/Indice:Foscolo_-_Poesie,1856.djvu",443069,3841612,2026-08-01T02:16:51Z,8434,False,True,33,20,0,0,0,0,,metadata_only_not_activated
itws:4751,A Luigia Pallavicini caduta da cavallo (1835),nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,4751,Opere scelte di Ugo Foscolo II.djvu,https://it.wikisource.org/wiki/Indice:Opere_scelte_di_Ugo_Foscolo_II.djvu,257506,3841632,2026-07-31T00:22:32Z,4271,False,True,24,14,0,0,0,0,,metadata_only_not_activated
itws:742887,A M... T...,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742887,"Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._I,_1916_%E2%80%93_BEIC_1901289.djvu",594672,3540453,2026-07-30T18:56:01Z,7510,False,True,66,51,0,0,0,0,,metadata_only_not_activated
itws:740600,A me adovene com'a lo zitello,historical_core_metadata_candidate,historical_general,1,740600,Rimatori siculo-toscani del Dugento.djvu,https://it.wikisource.org/wiki/Indice:Rimatori_siculo-toscani_del_Dugento.djvu,740258,3090410,2026-07-30T18:52:33Z,21499,False,True,127,113,0,0,2,0,,metadata_only_not_activated
itws:307377,A Menica-zózza,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307377,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:742396,A mia figlia,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,742396,"Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._II,_1916_%E2%80%93_BEIC_1901920.djvu",595890,3458149,2026-07-30T18:56:02Z,15223,False,True,188,169,0,0,0,0,,metadata_only_not_activated
itws:742757,A mio padre (Prati),nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742757,"Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._II,_1916_%E2%80%93_BEIC_1901920.djvu",595890,3458149,2026-07-30T18:56:02Z,15223,False,True,188,169,0,0,0,0,,metadata_only_not_activated
itws:306297,"A mmi' mojje ch'è nnata oggi, e sse chiama come che la Madonna",nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306297,Sonetti romaneschi II.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_II.djvu,305742,3516700,2026-07-30T22:32:14Z,33878,False,True,396,240,0,0,0,0,romanesco,metadata_only_not_activated
itws:746640,A nessun omo addivenne giá mai,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746640,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:307375,A Nnunziata,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307375,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:308469,A oggnuno er zuo,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,308469,Sonetti romaneschi V.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_V.djvu,305745,3831587,2026-07-30T22:34:01Z,38937,False,True,404,213,0,0,0,0,romanesco,metadata_only_not_activated
itws:306698,A padron Marcello,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306698,Sonetti romaneschi III.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_III.djvu,305743,3842978,2026-07-30T22:32:14Z,35377,False,True,403,255,0,0,0,0,romanesco,metadata_only_not_activated
itws:306025,A Pippo de R...,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,306025,Sonetti romaneschi I.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_I.djvu,305669,3380143,2026-07-30T22:34:06Z,21869,False,True,209,91,1,0,0,1,romanesco,metadata_only_not_activated
itws:740620,A piò voler mostrar che porti vero,historical_core_metadata_candidate,historical_general,1,740620,Rimatori siculo-toscani del Dugento.djvu,https://it.wikisource.org/wiki/Indice:Rimatori_siculo-toscani_del_Dugento.djvu,740258,3090410,2026-07-30T18:52:33Z,21499,False,True,127,113,0,0,2,0,,metadata_only_not_activated
itws:742669,A Postumo cortigiano,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742669,"Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._II,_1916_%E2%80%93_BEIC_1901920.djvu",595890,3458149,2026-07-30T18:56:02Z,15223,False,True,188,169,0,0,0,0,,metadata_only_not_activated
itws:307418,A ppijjà mojje pènzece un anno e un giorno,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,307418,Sonetti romaneschi VI.djvu,https://it.wikisource.org/wiki/Indice:Sonetti_romaneschi_VI.djvu,305746,3488083,2026-07-30T22:34:02Z,27618,False,True,310,165,0,0,0,0,romanesco,metadata_only_not_activated
itws:1010476,"A proposet, lustrissem, de vaccina",nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,1010476,Porta - Poesie milanesi.djvu,https://it.wikisource.org/wiki/Indice:Porta_-_Poesie_milanesi.djvu,470945,3850619,2026-07-31T03:31:29Z,11539,False,True,77,4,68,0,1,0,,metadata_only_not_activated
itws:255687,A proposito delle monete di Giancarlo Visconti,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,255687,Rivista italiana di numismatica 1888.djvu,https://it.wikisource.org/wiki/Indice:Rivista_italiana_di_numismatica_1888.djvu,251159,2851626,2026-07-30T19:29:29Z,1193,False,True,34,5,0,0,0,0,,metadata_only_not_activated
itws:998900,A quel che fe' nel cor l'alta ferita,historical_core_metadata_candidate,historical_non_sonnet_poetry,1,998900,"Guidiccioni, Giovanni – Rime, 1912 – BEIC 1850335.djvu","https://it.wikisource.org/wiki/Indice:Guidiccioni,_Giovanni_%E2%80%93_Rime,_1912_%E2%80%93_BEIC_1850335.djvu",556360,3645498,2026-07-30T18:19:32Z,46016,False,True,345,14,0,0,0,0,,metadata_only_not_activated
itws:746677,"A quel segnor, cui dai tal nominanza",historical_core_metadata_candidate,historical_non_sonnet_poetry,1,746677,"AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu","https://it.wikisource.org/wiki/Indice:AA._VV._%E2%80%93_Sonetti_burleschi_e_realistici_dei_primi_due_secoli,_Vol._I,_1920_%E2%80%93_BEIC_1928288.djvu",600609,3867578,2026-07-30T19:02:00Z,5834,False,True,442,381,0,0,0,33,,metadata_only_not_activated
itws:394425,"A quest'olmo, a quest'ombre ed a quest'onde",historical_core_metadata_candidate,historical_general,1,394425,Marino Poesie varie (1913).djvu,https://it.wikisource.org/wiki/Indice:Marino_Poesie_varie_(1913).djvu,392611,3231199,2026-07-30T05:08:40Z,31429,False,True,319,238,0,0,0,0,,metadata_only_not_activated
itws:966118,A rei serbata in solitaria parte,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,966118,"Muzzarelli - Poesie sacre, Roma, Poggioli, 1828.pdf","https://it.wikisource.org/wiki/Indice:Muzzarelli_-_Poesie_sacre,_Roma,_Poggioli,_1828.pdf",926617,3488347,2026-07-30T08:44:45Z,3274,False,True,28,24,0,0,0,0,,metadata_only_not_activated
itws:740367,A scuro loco conven lume clero,historical_core_metadata_candidate,historical_general,1,740367,Rimatori siculo-toscani del Dugento.djvu,https://it.wikisource.org/wiki/Indice:Rimatori_siculo-toscani_del_Dugento.djvu,740258,3090410,2026-07-30T18:52:33Z,21499,False,True,127,113,0,0,2,0,,metadata_only_not_activated
itws:893202,A sfogar l'antica pena,historical_core_metadata_candidate,historical_general,1,893202,Opere (Chiabrera).djvu,https://it.wikisource.org/wiki/Indice:Opere_(Chiabrera).djvu,281096,3593337,2026-08-03T21:27:54Z,3340,False,True,574,531,0,0,0,0,,metadata_only_not_activated
itws:827060,A Silvia (Lucas),nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,827060,The Oxford book of Italian verse.djvu,https://it.wikisource.org/wiki/Indice:The_Oxford_book_of_Italian_verse.djvu,241928,3574387,2026-07-30T05:55:01Z,43698,False,True,347,317,0,0,0,5,,metadata_only_not_activated
itws:394903,A spaventar la combattuta fede,historical_core_metadata_candidate,historical_general,1,394903,Marino Poesie varie (1913).djvu,https://it.wikisource.org/wiki/Indice:Marino_Poesie_varie_(1913).djvu,392611,3231199,2026-07-30T05:08:40Z,31429,False,True,319,238,0,0,0,0,,metadata_only_not_activated
itws:254887,A Teresa Barrera-Fogazzaro di Vicenza,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,254887,Versi di Giacomo Zanella.djvu,https://it.wikisource.org/wiki/Indice:Versi_di_Giacomo_Zanella.djvu,206931,2982259,2026-07-31T09:58:15Z,9369,False,True,94,38,0,0,0,0,,metadata_only_not_activated
itws:894276,A torto sì gran scorno,historical_core_metadata_candidate,historical_general,1,894276,Opere (Chiabrera).djvu,https://it.wikisource.org/wiki/Indice:Opere_(Chiabrera).djvu,281096,3593337,2026-08-03T21:27:54Z,3340,False,True,574,531,0,0,0,0,,metadata_only_not_activated
itws:742875,A un amico (Prati),nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742875,"Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._I,_1916_%E2%80%93_BEIC_1901289.djvu",594672,3540453,2026-07-30T18:56:01Z,7510,False,True,66,51,0,0,0,0,,metadata_only_not_activated
itws:742905,A un rosignolo,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742905,"Prati, Giovanni – Poesie varie, Vol. I, 1916 – BEIC 1901289.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._I,_1916_%E2%80%93_BEIC_1901289.djvu",594672,3540453,2026-07-30T18:56:01Z,7510,False,True,66,51,0,0,0,0,,metadata_only_not_activated
itws:367311,A un villanel novizio di un convento,nineteenth_century_bridge_metadata_candidate,nineteenth_century_bridge,1,367311,Scherzi poetici di vari celebri autori italiani e veneziani.djvu,https://it.wikisource.org/wiki/Indice:Scherzi_poetici_di_vari_celebri_autori_italiani_e_veneziani.djvu,173284,3164924,2026-07-29T20:25:45Z,9684,False,True,71,19,0,0,0,0,,metadata_only_not_activated
itws:742742,A una straniera,nineteenth_century_bridge_metadata_candidate,standard_sonnets,1,742742,"Prati, Giovanni – Poesie varie, Vol. II, 1916 – BEIC 1901920.djvu","https://it.wikisource.org/wiki/Indice:Prati,_Giovanni_%E2%80%93_Poesie_varie,_Vol._II,_1916_%E2%80%93_BEIC_1901920.djvu",595890,3458149,2026-07-30T18:56:02Z,15223,False,True,188,169,0,0,0,0,,metadata_only_not_activated
