author_label_id,raw_author_label,canonical_author_key,author_group_id,representative_author_label,resolution_status,sonnet_universe_count,new_candidate_count,v6_presence,protected_v6_presence
author_label:9235395b5e45727a,"Praga, Emilio",emilio praga,author:deb7f788e6b656be,"Praga, Emilio",deterministic_resolved_author,15,15,false,false
author_label:f73994c0e49ab8cf,"Prati, Giovanni",giovanni prati,author:2910cc492d7d7140,Giovanni Prati,deterministic_resolved_author_alias,115,115,false,false
author_label:01a604151c4d17da,"Preti, Girolamo",girolamo preti,author:3c08e657b66ddf9f,"Preti, Girolamo",deterministic_resolved_author,79,79,false,false
author_label:5a3394301a52c568,Prospero Valeriano Manara,manara prospero valeriano,author:c082c0d1d583bd43,Prospero Valeriano Manara,deterministic_resolved_author,1,1,false,false
author_label:8e9a953269f2ad32,Pucciandone Martelli,martelli pucciandone,author:30bcb8cb51186202,Pucciandone Martelli,deterministic_resolved_author,1,1,false,false
author_label:7232e33b0fca3aa1,"Pulci, Bernardo",bernardo pulci,author:74197adf1ad8ae18,"Pulci, Bernardo",deterministic_resolved_author,97,97,false,false
author_label:a8ea54dfebe0c2c5,"Ricci, Bernardo de'",bernardo ricci,author:fdf40a3435153222,"Ricci, Bernardo de'",deterministic_resolved_author,2,2,false,false
author_label:cb0564a61910681f,Ridolfo di mastro Angelo,angelo mastro ridolfo,author:b9d1b6cf3abd11a4,Ridolfo di mastro Angelo,deterministic_resolved_author,1,1,false,false
author_label:3f9e43df825bfcb0,Rime Dei Memoriali Bolognesi,bolognesi memoriali rime,author:bb3c85e1de284e6b,Rime Dei Memoriali Bolognesi,deterministic_resolved_author,1,1,false,false
author_label:41898c32055d73bc,"Risorboli, Niccolò",niccolo risorboli,author:5bbce8dd0e49966c,"Risorboli, Niccolò",deterministic_resolved_author,2,2,false,false
author_label:539db752b41c3197,Roberto di Battifolle,battifolle roberto,author:e36cd8e2b4c97aa6,Roberto di Battifolle,deterministic_resolved_author,4,4,false,false
author_label:2e068fd924ef517a,"Roselli, Giovanni",giovanni roselli,author:24a239b1f8810b97,"Roselli, Giovanni",deterministic_resolved_author,1,1,false,false
author_label:e2838aec425d080a,"Roselli, Rosello",roselli rosello,author:69b0f2713fc2e3fd,"Roselli, Rosello",deterministic_resolved_author,59,59,false,false
author_label:982a72d8570b5c9c,Rosindo Lisiade,lisiade rosindo,author:93e57f233e8207ea,Rosindo Lisiade,deterministic_resolved_author,11,11,false,false
author_label:a1d182f95f7bb8bf,"Rossi, Niccolò de'",niccolo rossi,author:9a368ce3461ad373,Niccolò de' Rossi,deterministic_resolved_author_alias,416,416,false,false
author_label:80bcaa45847570ff,"Rossi, Roberto de'",roberto rossi,author:7e1753a8ff361ce4,"Rossi, Roberto de'",deterministic_resolved_author,2,2,false,false
author_label:f9756c125d74ae72,"Rota, Berardino",berardino rota,author:8d77706cf7e27285,Berardino Rota,deterministic_resolved_author_alias,336,336,false,false
author_label:b83b852a0fc34f3d,Rustico Filippi,filippi rustico,author:2386d789a89891a8,Rustico Filippi,deterministic_resolved_author,109,109,false,false
author_label:5186551ba432571d,"Sacchetti, Franco",franco sacchetti,author:07aff2cf46790202,Franco Sacchetti,deterministic_resolved_author_alias,101,99,false,false
author_label:6b9526a2e021c359,Salenzio Itomeo,itomeo salenzio,author:214f0f3b785ac7c9,Salenzio Itomeo,deterministic_resolved_author,4,4,false,false
author_label:e93bcb76d28cb558,Salico Lepreonio,lepreonio salico,author:c5672ec142784a72,Salico Lepreonio,deterministic_resolved_author,6,6,false,false
author_label:1161c5b74ed2a9a1,"Salutati, Coluccio",coluccio salutati,author:8d8d91ede68b3776,Coluccio Salutati,deterministic_resolved_author_alias,2,2,false,false
author_label:19afc9baf8f49172,"Sandoval De Castro, Diego",castro diego sandoval,author:4de190eb45b128fa,"Sandoval De Castro, Diego",deterministic_resolved_author,44,44,false,false
author_label:52d74521f878d99f,"Sannazaro, Iacopo",jacopo sannazaro,author:dfcb8cc2d6dcd92b,Jacopo Sannazaro,deterministic_resolved_author_alias,94,94,true,true
author_label:87a0feaff7aae36e,"Scambrilla, Francesco",francesco scambrilla,author:43de48d503fce20d,"Scambrilla, Francesco",deterministic_resolved_author,11,11,false,false
author_label:6c86e2ee9b794039,"Scroffa, Camillo",camillo scroffa,author:1d0ebff2c9f5c459,"Scroffa, Camillo",deterministic_resolved_author,17,17,false,false
author_label:bf5994d1bb994da0,Serafino Aquilano,aquilano serafino,author:2e598a17c489b081,Serafino Aquilano,deterministic_resolved_author,178,178,false,false
author_label:bbb24df4ba5758db,"Serdini, Simone (detto il Saviozzo)",detto saviozzo serdini simone,author:960ad95d1790671a,"Serdini, Simone (detto il Saviozzo)",deterministic_resolved_author,44,44,false,false
author_label:ee8d1304865b43ea,"Sforza, Alessandro",alessandro sforza,author:418fba706828fe32,"Sforza, Alessandro",deterministic_resolved_author,342,342,false,false
author_label:d82a0aeeda770b48,Silvia Licoatide,licoatide silvia,author:0a463effb331361c,Silvia Licoatide,deterministic_resolved_author,26,26,false,false
author_label:32508b446b9b35fe,Simandro Inachio,inachio simandro,author:ab54f8e33bea0e99,Simandro Inachio,deterministic_resolved_author,14,14,false,false
author_label:c927ea0ac5ceda21,Simone da Siena,siena simone,author:df0ba2285d92a28f,Simone da Siena,deterministic_resolved_author,2,2,false,false
author_label:2fccee4cd5f4d932,Siralgo Ninfasio,ninfasio siralgo,author:8d3da2d8f3adb5cf,Siralgo Ninfasio,deterministic_resolved_author,53,53,false,false
author_label:dcb027adaa7b096f,Siringo Reteo,reteo siringo,author:5a23c03ce6f5aa8f,Siringo Reteo,deterministic_resolved_author,29,29,false,false
author_label:7a8a457cbde52040,Talete Elateo,elateo talete,author:9908f7ee44f00d3d,Talete Elateo,deterministic_resolved_author,3,3,false,false
author_label:c619834befb82442,"Tansillo, Luigi",luigi tansillo,author:a2757e5d2c4dd470,"Tansillo, Luigi",deterministic_resolved_author,539,491,false,false
author_label:f13a88be24f5bd1e,"Tasso, Bernardo",bernardo tasso,author:46d5c6e3827bce5c,"Tasso, Bernardo",deterministic_resolved_author,559,559,false,false
author_label:87b6ee98ea5ec4d8,"Tasso, Torquato",tasso torquato,author:9fa9201e6fb19d23,Torquato Tasso,deterministic_resolved_author_alias,1545,1386,false,false
author_label:3450ed6c3923f9d3,"Tebaldeo, Antonio",antonio tebaldeo,author:13b36a5d7f5f03eb,"Tebaldeo, Antonio",deterministic_resolved_author,712,712,false,false
author_label:09c3a319e00186c0,"Tedaldi, Francesco",francesco tedaldi,author:1edcab5e27a98292,"Tedaldi, Francesco",deterministic_resolved_author,7,7,false,false
author_label:a0539a924d7d45de,Tegeso Acroniano,acroniano tegeso,author:596d3e9896f10823,Tegeso Acroniano,deterministic_resolved_author,18,18,false,false
author_label:ae34da4aafe9b604,Teleste Ciparissiano,ciparissiano teleste,author:98b46e11943f103e,Teleste Ciparissiano,deterministic_resolved_author,19,19,false,false
author_label:61f747377c775f49,Tenzoni,tenzoni,author:15c7f48deba1a37d,Tenzoni,deterministic_resolved_author,8,8,false,false
author_label:ca1a25cd4ee20820,Teone Cleonense,cleonense teone,author:ca22b4ef08d9cf87,Teone Cleonense,deterministic_resolved_author,11,11,false,false
author_label:e2f17b4aae197013,Timaste Pisandeo,pisandeo timaste,author:fec2867280ff0885,Timaste Pisandeo,deterministic_resolved_author,5,5,false,false
author_label:3adf434560b39efa,"Tinucci, Niccolò",niccolo tinucci,author:3fe0a214e094c820,"Tinucci, Niccolò",deterministic_resolved_author,39,38,false,false
author_label:bcbf6b87ae5e539b,Tirinto Trofeio,tirinto trofeio,author:6708210beec80e57,Tirinto Trofeio,deterministic_resolved_author,25,25,false,false
author_label:7f57e68ad0b504f4,Tirsi Leucasio,leucasio tirsi,author:e298f1afb1f38e3f,Tirsi Leucasio,deterministic_resolved_author,37,36,false,false
author_label:b8bd702e8318ec3a,Tisameno Pelopide,pelopide tisameno,author:74db08af93260637,Tisameno Pelopide,deterministic_resolved_author,7,7,false,false
author_label:b82b5dff3f862233,"Tommaseo, Niccolò",niccolo tommaseo,author:d52184ff95efe996,"Tommaseo, Niccolò",deterministic_resolved_author,2,2,false,false
author_label:9a844bfbbfa758d0,Tommaso della Gazzaia,gazzaia tommaso,author:ccdfb71dbd3acd67,Tommaso della Gazzaia,deterministic_resolved_author,1,1,false,false
author_label:edd83171fbd08c9c,Tommaso Gaudiosi,gaudiosi tommaso,author:c1cf4b7186278e04,Tommaso Gaudiosi,deterministic_resolved_author,12,12,false,false
author_label:c6613cbdb5c8d276,Torquato Tasso,tasso torquato,author:9fa9201e6fb19d23,Torquato Tasso,deterministic_resolved_author_alias,1,1,false,false
author_label:55aa4042195956f9,Torralbo Maloetide,maloetide torralbo,author:2d63c3e53630af20,Torralbo Maloetide,deterministic_resolved_author,9,9,false,false
author_label:36d641b80d1c0e99,Trisalgo Larisseate,larisseate trisalgo,author:da586d22ee32021e,Trisalgo Larisseate,deterministic_resolved_author,31,31,false,false
author_label:deca188872e2dcc5,"Trissino, Gian Giorgio",gian giorgio trissino,author:f225fd34ee96631d,"Trissino, Gian Giorgio",deterministic_resolved_author,5,5,false,false
author_label:7569a9fc0f52911d,Tullia d'Aragona,aragona tullia,author:6a9fd07f64340d8a,Tullia d'Aragona,deterministic_resolved_author,119,119,false,false
author_label:c52c129201750645,Ugo di Massa Conte di Santafiore,conte massa santafiore ugo,author:03b1086bf78106b5,Ugo di Massa Conte di Santafiore,deterministic_resolved_author,2,2,false,false
author_label:4d6b4bef2b97ef7e,Ugo Foscolo,foscolo ugo,author:1545ee91e935e5fe,Ugo Foscolo,deterministic_resolved_author_alias,18,6,true,true
author_label:8092400bb3794f6f,Un Poeta Lombardo,lombardo poeta un,author:4e99babf5c9bf415,Un Poeta Lombardo,deterministic_resolved_author,1,1,false,false
author_label:e26d894f106c259a,Uranio Tegeo,tegeo uranio,author:afcbd67570082011,Uranio Tegeo,deterministic_resolved_author,40,40,false,false
author_label:78d2e64e43a547f4,"Valenziano, Luca",luca valenziano,author:0a399eea5f4df630,"Valenziano, Luca",deterministic_resolved_author,27,27,false,false
author_label:0221bd7bbc52593a,Vallesio Gareatico,gareatico vallesio,author:3d5f58fb6a758a73,Vallesio Gareatico,deterministic_resolved_author,29,29,false,false
author_label:e8e0ea1f919a4a96,"Valvasone, Erasmo da",erasmo valvasone,author:534f4984f6298eeb,"Valvasone, Erasmo da",deterministic_resolved_author,90,90,false,false
author_label:86923f587572c7ef,"Varchi, Benedetto",benedetto varchi,author:750be1a2136c8b4c,Benedetto Varchi,deterministic_resolved_author_alias,1185,1166,true,true
author_label:07ad0f630f3e135b,Varie Rime degli Arcadi,,,,generic_author_work_grouped,62,62,false,false
author_label:2d00edc0670de699,"Vasari, Giorgio",giorgio vasari,author:ea10ac75105628c4,"Vasari, Giorgio",deterministic_resolved_author,1,1,false,false
author_label:0e8a0639626d61d1,Velalbo Trifiliano,trifiliano velalbo,author:0d0b4be0b58a5e16,Velalbo Trifiliano,deterministic_resolved_author,10,10,false,false
author_label:13f4a568a76e7715,"Venier, Maffio",maffio venier,author:0d30666d615a2a0c,"Venier, Maffio",deterministic_resolved_author,82,82,false,false
author_label:010f219455cc3249,Verildo Eleuterio,eleuterio verildo,author:4ca91596a0b54c4f,Verildo Eleuterio,deterministic_resolved_author,29,29,false,false
author_label:59942d2dda88a62c,"Vettori, Andrea",andrea vettori,author:528509f3cf8d6730,"Vettori, Andrea",deterministic_resolved_author,2,2,false,false
author_label:0996d5bacc79b9cf,"Vico, Giambattista",giambattista vico,author:fecfefaafebb885b,"Vico, Giambattista",deterministic_resolved_author,7,7,false,false
author_label:4b898382b0ce0d61,Vincenzo da Filicaja,filicaja vincenzo,author:abfbcb369a364dfc,Vincenzo da Filicaja,deterministic_resolved_author,4,4,false,false
author_label:0c0ba6894a0c94f6,Vincenzo Zito,vincenzo zito,author:5e8aa178e3197c0d,Vincenzo Zito,deterministic_resolved_author,12,12,false,false
author_label:1ff5b6be4255b24c,Vittoria Colonna,colonna vittoria,author:50c6accb5ff22f7a,Vittoria Colonna,deterministic_resolved_author_alias,338,2,true,true
author_label:7e9f5cca20278fbf,Vittorio Alfieri,alfieri vittorio,author:748f1f6d9d0436a2,Vittorio Alfieri,deterministic_resolved_author,64,19,true,true
author_label:1a88b8d68fb37a36,”Amico Di Dante”: Corona Di Casistica Amorosa,amico amorosa casistica corona dante,author:9755ed596a428058,”Amico Di Dante”: Corona Di Casistica Amorosa,deterministic_resolved_author,55,55,false,false
