record_id,file_name,download_url,content_type,raw_byte_count,raw_sha256,cache_path,acquisition_status,error
ilc_bellini,BDC-XML.zip,https://dspace-clarin-it.ilc.cnr.it/server/api/core/bitstreams/ca4201ea-d874-4169-983e-9e3e0feeac1c/content,application/zip,407671,fb47722647c0d4f5b5913c1f4c7acd3ad23a0278ff1cbe33a6d609ebe0849f1e,data/local/ilc_ota_source_audit_v1/payloads/ilc_bellini_001_BDC-XML.zip.bin,cached_verified,
ilc_libretti,Edizione_digitale_dei_libretti_per_la_funzione_delle_Tasche_Gallucci.xml,https://dspace-clarin-it.ilc.cnr.it/server/api/core/bitstreams/0422a142-25b6-4bf8-af9b-8ad17f18b31f/content,text/xml,2737739,f1e63dd10a752fc8582974722447a5073e745dc7141837e1d21170227217641d,data/local/ilc_ota_source_audit_v1/payloads/ilc_libretti_001_Edizione_digitale_dei_libretti_per_la_funzione_delle_Tasche_Gallucci.xml.bin,cached_verified,
ilc_rosmini,corpus-rosmini.zip,https://dspace-clarin-it.ilc.cnr.it/server/api/core/bitstreams/db6dadd7-0241-4d92-a24f-e5fef782ecb9/content,application/zip,10302816,b7612778fb8cc9d3ee2b51ffb72bfd35fa82fa5224372108bde069af9a7f742a,data/local/ilc_ota_source_audit_v1/payloads/ilc_rosmini_001_corpus-rosmini.zip.bin,cached_verified,
ota_0302,cortegiano-0302.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0302/cortegiano-0302.txt?sequence=4&isAllowed=y,text/plain,675443,2fe621f4ea007dc577ac7c5d9c1d4693441be98a174e496276688625dd080cf1,data/local/ilc_ota_source_audit_v1/payloads/ota_0302_001_cortegiano-0302.txt.bin,cached_verified,
ota_0303,mach-0303.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0303/mach-0303.txt?sequence=4&isAllowed=y,text/plain,26878,e7228bbfd8d93617bb1aec14ba464bb7502a9d771d29e42d85e310093d1e8311,data/local/ilc_ota_source_audit_v1/payloads/ota_0303_001_mach-0303.txt.bin,cached_verified,
ota_0304,rime-0304.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0304/rime-0304.txt?sequence=4&isAllowed=y,text/plain,90191,d382c840965a00bf6723778d45d5bd8e83b0589782109923b4c980ed10497264,data/local/ilc_ota_source_audit_v1/payloads/ota_0304_001_rime-0304.txt.bin,cached_verified,
ota_0305,vergaamante-0305.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0305/vergaamante-0305.txt?sequence=4&isAllowed=y,text/plain,12248,c6df95cbbf599c2e1b197bcd2205e6a801fcc475e0260aefad4b4332904535b8,data/local/ilc_ota_source_audit_v1/payloads/ota_0305_001_vergaamante-0305.txt.bin,cached_verified,
ota_0305,vergacavalle-0305.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0305/vergacavalle-0305.txt?sequence=5&isAllowed=y,text/plain,11724,0053fedc75ee8cb6ff64a7d4b03d47982dbcf1f13cd220c56c82a38a6e1ab231,data/local/ilc_ota_source_audit_v1/payloads/ota_0305_002_vergacavalle-0305.txt.bin,cached_verified,
ota_0305,vergaguerra-0305.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0305/vergaguerra-0305.txt?sequence=6&isAllowed=y,text/plain,16819,ba8155d4ba2314a1c9f72998e1724c49aa6a442c7f3a0ef3ce151929774b7684,data/local/ilc_ota_source_audit_v1/payloads/ota_0305_003_vergaguerra-0305.txt.bin,cached_verified,
ota_0305,vergaintro-0305.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0305/vergaintro-0305.txt?sequence=7&isAllowed=y,text/plain,2895,199a37932438bddec5ef6a75f9dbf9f8c49df286b8c65027e71b9a6985d49ede,data/local/ilc_ota_source_audit_v1/payloads/ota_0305_004_vergaintro-0305.txt.bin,cached_verified,
ota_0305,vergalupa-0305.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0305/vergalupa-0305.txt?sequence=8&isAllowed=y,text/plain,8829,462930a89c7cca421aaa163e9ebf8c101e3a29cea1b7e6e0e95870c1247cb4a2,data/local/ilc_ota_source_audit_v1/payloads/ota_0305_005_vergalupa-0305.txt.bin,cached_verified,
ota_0305,vergapentola-0305.txt,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/0305/vergapentola-0305.txt?sequence=9&isAllowed=y,text/plain,8502,9f07285c03637ed2d51a66416b854f52d8bf50f2cb086fd9cd83deb62ccfc9bd,data/local/ilc_ota_source_audit_v1/payloads/ota_0305_006_vergapentola-0305.txt.bin,cached_verified,
