review_id,checkpoint_4b_decision,review_unit_type,work_root_count,projected_wikitext_bytes,work_root_ids,representative_root_titles,scan_titles,scan_title_language_signals,scan_group_conditioned_count,scan_group_nonitalian_count,scan_group_nonstandard_hold_count,review_status,required_action,activation_status
itws-4b-review-0198,hold_no_direct_scan_link,work_root,1,6234,itws:122040,Due tradizioni sulla Regina delle fate,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0199,hold_no_direct_scan_link,work_root,1,738,itws:352294,E al Sovrano dirà come a sua voglia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0200,hold_no_direct_scan_link,work_root,1,984,itws:64869,E i tedeschi coi suoi baffi,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0201,hold_no_direct_scan_link,work_root,1,721,itws:31883,E labra ha di rubino,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0202,hold_no_direct_scan_link,work_root,1,6105,itws:265950,Editto 1744 Senato di Milano,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0203,hold_no_direct_scan_link,work_root,1,13321,itws:265942,"Editto 20 agosto 1701 Filippo V di Spagna, duca di Milano",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0204,hold_no_direct_scan_link,work_root,1,6740,itws:265939,Editto 5 luglio 1748 Senato di Milano,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0205,hold_no_direct_scan_link,work_root,1,6948,itws:266430,Editto 6 aprile 1757 Senato di Milano,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0206,hold_no_direct_scan_link,work_root,1,4915,itws:77296,Egloga (Benivieni),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0207,hold_no_direct_scan_link,work_root,1,308167,itws:64898,El libro dell'amore,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0208,hold_no_direct_scan_link,work_root,1,4531,itws:59650,Elegia giudeo-italiana,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0209,hold_no_direct_scan_link,work_root,1,1008,itws:351354,Entra la verginella in sul mattino,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0210,hold_no_direct_scan_link,work_root,1,940,itws:36987,Eo maladico l'ora che 'n promero,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0211,hold_no_direct_scan_link,work_root,1,1839,itws:3100,Epigrammi (Manzoni),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0212,hold_no_direct_scan_link,work_root,1,8178,itws:64679,Epistolario (Santa Caterina da Siena),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0213,hold_no_direct_scan_link,work_root,1,202863,itws:136713,Epistolario di Renato Serra,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0214,hold_no_direct_scan_link,work_root,1,5621,itws:76580,Eroismo di madre,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0215,hold_no_direct_scan_link,work_root,1,809,itws:69247,Eros,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0216,hold_no_direct_scan_link,work_root,1,2085,itws:353078,"Essere o non essere, questo è il dubbio!",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0217,hold_no_direct_scan_link,work_root,1,1360,itws:191792,Fantasimi,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0218,hold_no_direct_scan_link,work_root,1,40038,itws:64501,Favole (Leonardo da Vinci),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0219,hold_no_direct_scan_link,work_root,1,386544,itws:75745,Fede e bellezza,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0220,hold_no_direct_scan_link,work_root,1,1368424,itws:3153,Fermo e Lucia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0221,hold_no_direct_scan_link,work_root,1,1051,itws:22261,"Figlio mio dilettoso, in faccia laude (Einaudi)",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0222,hold_no_direct_scan_link,work_root,1,1316026,itws:23166,Filocolo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0223,hold_no_direct_scan_link,work_root,1,1336,itws:526754,"Filocolo (Magheri, 1829)",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0224,hold_no_direct_scan_link,work_root,1,4850,itws:154531,Fior di mia gioventute,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0225,hold_no_direct_scan_link,work_root,1,1493,itws:18969,Flik Flok,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0226,hold_no_direct_scan_link,work_root,1,1756,itws:352220,"Folle amante, e che fai",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0227,hold_no_direct_scan_link,work_root,1,3404,itws:162297,Formula di confessione dell'abbazia di sant'Eustizio,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0228,hold_no_direct_scan_link,work_root,1,6298,itws:66337,"Fortuna, a cui el mondo è sottoposto",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0229,hold_no_direct_scan_link,work_root,1,951,itws:63852,Fra l'altre pene maggio credo sia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0230,hold_no_direct_scan_link,work_root,1,552,itws:162223,Fra tuti quî ke fece lu Creature,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0231,hold_no_direct_scan_link,work_root,1,1565,itws:3109,Frammento d'un'ode alle muse,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0232,hold_no_direct_scan_link,work_root,1,4769,itws:39158,Gente noiosa e villana,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0233,hold_no_direct_scan_link,work_root,1,941,itws:138667,"Gentil donzella, di pregio nomata",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0234,hold_no_direct_scan_link,work_root,1,2411,itws:123860,Gioiosamente canto (Contini),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0235,hold_no_direct_scan_link,work_root,1,60923,itws:83721,Giornale circostanziato di quanto ha fatto la Bestia feroce nell'Alto Milanese,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0236,hold_no_direct_scan_link,work_root,1,917,itws:61440,"Gioven sonetto, come vo' che sia",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0237,hold_no_direct_scan_link,work_root,1,2030,itws:36195,Già mai non mi conforto (Panvini),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0238,hold_no_direct_scan_link,work_root,1,2820,itws:352222,Già nell'umido seno,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0239,hold_no_direct_scan_link,work_root,1,946,itws:60367,Gl'occhi col core stanno in tenzamento,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0240,hold_no_direct_scan_link,work_root,1,30290,itws:563276,Gli antropofaghi del mare del Corallo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0241,hold_no_direct_scan_link,work_root,1,2622,itws:73129,Gli Eroi della Soffitta,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0242,hold_no_direct_scan_link,work_root,1,610857,itws:491756,Gli orrori della Siberia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0243,hold_no_direct_scan_link,work_root,1,1028,itws:31904,Globbo gravido d'aure al ciel sospinto,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0244,hold_no_direct_scan_link,work_root,1,1984,itws:36702,Gravosa dimoranza,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0245,hold_no_direct_scan_link,work_root,1,1556,itws:60365,Greve cosa m'avene oltre misura,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0246,hold_no_direct_scan_link,work_root,1,2358,itws:36998,Greve puot'om piacere a tutta gente,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0247,hold_no_direct_scan_link,work_root,1,2305,itws:500780,Grida di Milano del 19 maggio 1630,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0248,hold_no_direct_scan_link,work_root,1,1484,itws:8515,Guagliù nun cacate muollo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0249,hold_no_direct_scan_link,work_root,1,822,itws:71393,"Guarda che bianca luna! (Laterza, 1973)",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0250,hold_no_direct_scan_link,work_root,1,1099,itws:4154,"Guarda, Napoleone, quello che fai",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0251,hold_no_direct_scan_link,work_root,1,3074,itws:4155,Guerra guerra,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0252,hold_no_direct_scan_link,work_root,1,987,itws:230670,Helder,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0253,hold_no_direct_scan_link,work_root,1,1042,itws:160496,I baci (Belluso),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0254,hold_no_direct_scan_link,work_root,1,210743,itws:73777,I cani,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0255,hold_no_direct_scan_link,work_root,1,12520,itws:50866,I cimiteri,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0256,hold_no_direct_scan_link,work_root,1,37204,itws:122102,I costumi delle api,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0257,hold_no_direct_scan_link,work_root,1,8685,itws:204265,I dolori di Cristo e le pene dell'Inferno,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0258,hold_no_direct_scan_link,work_root,1,5536,itws:783577,I Falsi Liberali - Maledizioni,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0259,hold_no_direct_scan_link,work_root,1,52020,itws:104391,I fatti spiritici e le ipotesi affrettate,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0260,hold_no_direct_scan_link,work_root,1,19264,itws:71824,I gloriosi nostri,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0261,hold_no_direct_scan_link,work_root,1,453993,itws:91809,I misteri della jungla nera,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0262,hold_no_direct_scan_link,work_root,1,85806,itws:120987,I monologhi di Pierrot,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0263,hold_no_direct_scan_link,work_root,1,339493,itws:542469,I naufraghi del Poplador,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0264,hold_no_direct_scan_link,work_root,1,55128,itws:43348,I Neoplatonici,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0265,hold_no_direct_scan_link,work_root,1,438382,itws:513516,I pescatori di balene,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0266,hold_no_direct_scan_link,work_root,1,517929,itws:148957,I pirati della Malesia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0267,hold_no_direct_scan_link,work_root,1,1350,itws:71508,I poeti son oggi salmonei,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0268,hold_no_direct_scan_link,work_root,1,95602,itws:539882,I predoni del gran deserto,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0269,hold_no_direct_scan_link,work_root,1,1559,itws:10307,I racconti delle fate,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0270,hold_no_direct_scan_link,work_root,1,139993,itws:10325,I ragazzi grandi,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0271,hold_no_direct_scan_link,work_root,1,13705,itws:57664,I saltarelli dell'Abbrucia sopra i Mattaccini di ser Fedocco,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0272,hold_no_direct_scan_link,work_root,1,25946,itws:368541,I selvaggi della Papuasia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0273,hold_no_direct_scan_link,work_root,1,26166,itws:3087,I sermoni,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0274,hold_no_direct_scan_link,work_root,1,1151,itws:8392,I tedeschi par Ravenna,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0275,hold_no_direct_scan_link,work_root,1,481,itws:3291,I versi del Conte Giovio,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0276,hold_no_direct_scan_link,work_root,1,1649,itws:64687,"I' mi trovai, fanciulle, un bel mattino (Sapegno)",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0277,hold_no_direct_scan_link,work_root,1,48127,itws:93155,Iberia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0278,hold_no_direct_scan_link,work_root,1,2390,itws:71641,Il bagno (Lamberti),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0279,hold_no_direct_scan_link,work_root,1,4101,itws:6458,Il canto dei lavoratori,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0280,hold_no_direct_scan_link,work_root,1,1694,itws:48602,Il canto di Ebe,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0281,hold_no_direct_scan_link,work_root,1,476725,itws:489843,Il capitano della Djumna,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0282,hold_no_direct_scan_link,work_root,1,145207,itws:217786,Il Conte Rosso,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0283,hold_no_direct_scan_link,work_root,1,382490,itws:536897,Il continente misterioso,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0284,hold_no_direct_scan_link,work_root,1,2618,itws:374003,Il corriero svaligiato,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0285,hold_no_direct_scan_link,work_root,1,638413,itws:31872,Il Corsaro Nero,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0286,hold_no_direct_scan_link,work_root,1,16673,itws:216531,Il filo (Giacosa),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0287,hold_no_direct_scan_link,work_root,1,13657,itws:106605,Il generale Ernesto Montecuccoli,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0288,hold_no_direct_scan_link,work_root,1,226916,itws:73228,Il Giorno,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0289,hold_no_direct_scan_link,work_root,1,206539,itws:92886,Il maestro di setticlavio,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0290,hold_no_direct_scan_link,work_root,1,1193,itws:71318,Il mio poeta,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0291,hold_no_direct_scan_link,work_root,1,1905,itws:86733,Il mio tempo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0292,hold_no_direct_scan_link,work_root,1,2531,itws:356929,Il mondo è fatto in una certa foggia,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0293,hold_no_direct_scan_link,work_root,1,47796,itws:963361,Il nido,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0294,hold_no_direct_scan_link,work_root,1,1824,itws:71301,Il nome,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0295,hold_no_direct_scan_link,work_root,1,14880,itws:335212,Il palazzo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0296,hold_no_direct_scan_link,work_root,1,11443,itws:50901,Il pianto delle Marie,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0297,hold_no_direct_scan_link,work_root,1,52394,itws:108849,Il principe Foresto d'Este nell'armata cesarea comandata dal maresciallo Raimondo Montecuccoli,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0298,hold_no_direct_scan_link,work_root,1,15466,itws:353275,Il Prologo del Superbo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0299,hold_no_direct_scan_link,work_root,1,27785,itws:64570,Il racconto del Pellegrino,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0300,hold_no_direct_scan_link,work_root,1,2222,itws:71299,Il sogno (Metastasio),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0301,hold_no_direct_scan_link,work_root,1,15770,itws:58913,Il sogno di Scipione,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0302,hold_no_direct_scan_link,work_root,1,1864,itws:2252,Il tombone di San Marco,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0303,hold_no_direct_scan_link,work_root,1,4085,itws:352210,Il Trionfo della Ragione,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0304,hold_no_direct_scan_link,work_root,1,25831,itws:74674,Il vendemmiatore (edizione 1931),,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0305,hold_no_direct_scan_link,work_root,1,728,itws:352305,Il vezzoso terremoto,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0306,hold_no_direct_scan_link,work_root,1,1332,itws:36196,In amoroso pensare,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0307,hold_no_direct_scan_link,work_root,1,1690,itws:36197,In gioi mi tegno tutta la mia pena,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0308,hold_no_direct_scan_link,work_root,1,137417,itws:102390,In memoria del Manifesto dei comunisti,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0309,hold_no_direct_scan_link,work_root,1,17146,itws:72119,In mezzo alle ragioni,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0310,hold_no_direct_scan_link,work_root,1,934,itws:77141,In morte di bella donna,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0311,hold_no_direct_scan_link,work_root,1,935,itws:36989,In ogne membro un spirito m'è nato,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0312,hold_no_direct_scan_link,work_root,1,1456,itws:62189,In quanto la natura,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0313,hold_no_direct_scan_link,work_root,1,1036,itws:31900,"In sogno ancora (Amor, che puoi più farmi?)",,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0314,hold_no_direct_scan_link,work_root,1,701,itws:353068,In sul mattin sereno,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0315,hold_no_direct_scan_link,work_root,1,1476,itws:36218,In un gravoso affanno,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0316,hold_no_direct_scan_link,work_root,1,1293,itws:160502,In una chiesa,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0317,hold_no_direct_scan_link,work_root,1,8210,itws:75055,Indovinello nuovo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0318,hold_no_direct_scan_link,work_root,1,167412,itws:76984,Inferno monacale,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0319,hold_no_direct_scan_link,work_root,1,1235,itws:4160,Inno a Oberdan,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0320,hold_no_direct_scan_link,work_root,1,1051,itws:19987,Inno degli studenti del 1848,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0321,hold_no_direct_scan_link,work_root,1,3293,itws:6356,Inno dei malfattori,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0322,hold_no_direct_scan_link,work_root,1,2414,itws:19921,Inno dei pezzenti,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0323,hold_no_direct_scan_link,work_root,1,1243,itws:19902,Inno del primo maggio,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0324,hold_no_direct_scan_link,work_root,1,2200,itws:19900,Inno dell'Internazionale,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0325,hold_no_direct_scan_link,work_root,1,1520,itws:136140,Inno della Guardia Palatina,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0326,hold_no_direct_scan_link,work_root,1,1531,itws:19898,Inno della libertà,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0327,hold_no_direct_scan_link,work_root,1,788,itws:19982,Inno della Repubblica Napoletana,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0328,hold_no_direct_scan_link,work_root,1,1063,itws:19896,Inno della rivolta,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0329,hold_no_direct_scan_link,work_root,1,1009,itws:490069,Inno di Trento,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
itws-4b-review-0330,hold_no_direct_scan_link,work_root,1,3923,itws:61325,Insegnamenti a Guglielmo,,,0,0,0,unresolved_hold,Resolve the exact source scan or retain the work outside page-level extraction.,metadata_only_not_activated
