object_id,title,authors,assigned_role,audited_route,source_audit_status,source_audit_flags,decision,final_role,cleaning_policy,included_characters,duplicate_of_object_id,reason,landing_page_url,tei_sha256
bibit001546,Della dissimulazione onesta,"Accetto, Torquato",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,46455,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001546,5752ca480557aff28b76ff70dd12eccd98dc0b9e457119152857a6381caea4b9
bibit000001,Tragedia di Antigone,"Alamanni, Luigi",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,64483,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000001,f8abb8a372e3a485d9dcfeb8c2a15953869bdf6b437a43e323ea2408d2df1453
bibit000003,Cena familiaris,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,24016,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000003,6ab5f9431bdfa176b89c37cd73cb2cd56ee9491bd062303136c4ba53f2ff5400
bibit001200,De amore,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,35038,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001200,6b18e53bbf042031daf9b59e9ac3e95bf15591aefa6913dd55b73583c708d562
bibit000004,De commodis litterarum atque incommodis,"Alberti, Leon Battista",historical_general,historical_general,review_required,review_non_italian_language,exclude_non_italian,excluded,preserve_rendered_tei_text,0,,TEI language metadata identifies a non-Italian work,http://www.bibliotecaitaliana.it/scheda/bibit000004,cacae9fbb52e277caa0cc42f4ff7799a07e5d9455b973d99e95ad4128e5420f9
bibit001255,De iciarchia,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,219761,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001255,bbf6d7e340322481000d94219c78ae349016250d161d635745e306280482281d
bibit000882,De iure,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,27387,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000882,59fb67da9a209a110be412b87d157cb1a56e6993b6599e4a2df06f1f55f802ae
bibit000005,De pictura [Redazione volgare],"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,96849,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000005,2c4a74bc837ad3f50c61696f6a497e3dd9b3a6b76e36b1d1ca29825e1ba43242
bibit000625,Deifira,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,45443,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000625,73f901280fca6840518ab4919bc99cbb34a9858e6025f3e9ec12807b7707ba11
bibit001155,Ecatonfilea,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,48903,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001155,29517819a18cb73c2b2d5ed68411487d20b426e4d9698af420ec2e4fb7397bf9
bibit000006,Epistola consolatoria,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,14317,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000006,29ae77318ae014c57b8e19f70225e1557d9cf3165030af6970b196a99428fd65
bibit000010,I libri della famiglia,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,702142,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000010,fdabe612e8d2198f06a7c5d5d9e61ef730b19512e225b78850b00690aa888490
bibit000854,Istorietta amorosa fra Leonora de' Bardi e Ippolito Bondelmonti,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,29082,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000854,3cf7230173723485ec3f534904433e4b51ddec769a3335c8d3a64d379de22f27
bibit000008,Naufragus,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,15412,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000008,287b1b9dcae0e36ead9b8b3f4a213725217f7e983ab76b9ca1b7307c69094b7d
bibit000368,Proemio al libro III dei Libri della famiglia,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,6508,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000368,e4348d044efef2c591a7458cddead6a5d3093e5be16e934ca1e645384cb17945
bibit000536,Profugiorum ab aerumna libri III,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,167869,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000536,6bc106eaafc5e789fa4ef432081800c68ba1038e5d6036a633d07bd81f7812db
bibit000703,Protesta,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,12106,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000703,333286a96390f882d5e85bed3a0b62bc00133ac06c4acd57ed6de0a31c73442d
bibit000009,Sentenze pitagoriche,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,3080,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000009,eefd6bf189ebef9b6f5a17e3b241668a165853d86bba2384e921617883a042ee
bibit000848,Sofrona,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,9975,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000848,c12101fb7a13d1d952500c61ebea2ccbdf9fdffd75aa7a2e4c9e8a49ada6e298
bibit000517,Theogenius,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,110225,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000517,f81c7f392feb4105f569035ff1d492abf9d020fb40f2bcc7423dcb0bcb409ad0
bibit000512,Uxoria,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,29271,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000512,78679727b5451a7034ceb19055c5a28465e311ecc64a5052bbf8af81b5194e73
bibit001441,Villa,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,9168,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001441,c3803ecfa07fbfb820cc997be4ddc9b4ba770e1b1425dbf8d3f9baf7425e3116
bibit000200,Volgarizzamento della Dissuasio Valerii,"Alberti, Leon Battista",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,12143,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000200,1163a4a131c188e4e35b4b199bf1c6c717f2b5996168e57baa847ca0f3bbc697
bibit000017,Agamennone,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,59371,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000017,3ae22e8da6910b81767b58fb9705ce7d1c62ca0ba461a0b703da7a0535ae16a2
bibit000013,Antigone,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,56595,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000013,78ce4703e1cbe47cca6f3e47bba5842bc45b7e01ad7382a326f84c4d066269f3
bibit000015,Bruto primo,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,58094,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000015,158f700844f5062473c25582ab9beec624db9848daf2fc307328360ff2e3cb05
bibit000016,Bruto secondo,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,61593,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000016,c097f538b34f3c6dcc204db8413760be99683a29445692f5aebac1c4443f3afd
bibit001543,Della tirannide,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,200153,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001543,74baee3d5aa7903a414e6db5bd5f125bbf6eba85d6bb581393529631da38065a
bibit000217,Don Garzia,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,58600,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000217,be7aaeba50c444b092d6f02a33e765e90203e47f9d6282be93b71c680d20dbd4
bibit000834,Filippo,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,62000,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000834,bceac8fccd16896d16dfb608970d7a1a301570b14dd0ae1ea7a5b876b708e84f
bibit000579,La congiura de' Pazzi,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,63351,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000579,a4e9a3731ba67494cd32fffb86cd772841f35c35f7d577af94473042cbca9cd3
bibit000232,Maria Stuarda,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,61997,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000232,69ce7ca4375d36e4f7fde05a88e58bdf4254ea897ecbe7a9cc750b9e54164df8
bibit001624,Merope,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,63212,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001624,dc405bc22588e7268d89fb826e14a6e6efe836a19751d126e63fd65202220b8c
bibit000479,Mirra,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,60961,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000479,2e30be1c0ea3cdbdc744d656949cf6921db1282556d4177fbbef1f55ae7103c3
bibit001163,Oreste,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,62611,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001163,37b8bbc4668ac9147e60a190e83ec95d097dc015882b63eb6a6c6da44bd85f1f
bibit001054,Ottavia,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,59390,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001054,24d57464452339feb9d2088cddb12bdc0c2268efbb81ff3dc3183856adda709a
bibit000338,Polinice,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,62891,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000338,a5b632206227dfd2af40240fa80fa960bfe8cb7cb484d4c069c2c0d7ed836996
bibit000705,Rosmunda,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,61966,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000705,c9068806a87f0e9e4493b624def9e49478e9c273f2814d737ff4e52e620a3e2f
bibit000716,Saul,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,67248,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000716,4d7e4523ce6c2df8b75b711930fb3cb22910f4ed78101de9a70fd9c4f0972362
bibit000681,Sofonisba,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,47182,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000681,fd83b50bf1ac7b48852697e883a3cbcae3c09ef99cf5d2168973ef382544b7c9
bibit000880,Timoleone,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,56980,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000880,f7ecd7d5bf55df342f2553e4b36730d58e1042394c41de88a7a3faed552865ce
bibit001408,Virginia,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,62104,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001408,e8e70e2be23c998a25650c2d61874ed419f8d59a8deda15e9e5ebe069d7d119b
bibit000012,Vita,"Alfieri, Vittorio",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,81499,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000012,1fa5f6c32e79f8e09484e58b25b850c7f849e8a02b9b25404fbbf4aca39bb869
bibit000805,Sopra la ricchezza della lingua italiana ne' termini militari,"Algarotti, Francesco",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,12734,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000805,10b0e3e4c105f0e6d66efc3635d7922e1db0980b7a339de0009b205db9511d61
bibit001673,Convivio,"Alighieri, Dante",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,404058,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001673,9db7cdcae69021db39ceb3b44089ccda33577148cf7790a82e8045776bc8016a
bibit000018,De vulgari eloquentia,"Alighieri, Dante",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,80554,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000018,8841670222906fa31ec8addaa62258bfa2f8b9f1db5cfefa12f8a243c99a51f9
bibit000312,Epistole,"Alighieri, Dante",historical_general,historical_general,review_required,review_non_italian_language,exclude_non_italian,excluded,preserve_rendered_tei_text,0,,TEI language metadata identifies a non-Italian work,http://www.bibliotecaitaliana.it/scheda/bibit000312,f748479c5a4684ee6e44506cc7960c2abdbac91d2dbaffd8b414c87c9389f353
bibit001024,Monarchia,"Alighieri, Dante",historical_general,historical_general,review_required,review_non_italian_language,exclude_non_italian,excluded,preserve_rendered_tei_text,0,,TEI language metadata identifies a non-Italian work,http://www.bibliotecaitaliana.it/scheda/bibit001024,e710cd9e2db9ac18f34542d353b4c6333162515433129edd08426f17e814973f
bibit001095,Quaestio de aqua et terra,"Alighieri, Dante",historical_general,historical_general,review_required,review_non_italian_language,exclude_non_italian,excluded,preserve_rendered_tei_text,0,,TEI language metadata identifies a non-Italian work,http://www.bibliotecaitaliana.it/scheda/bibit001095,e3529ee50201941babdbbe3bee38079fd146b92f1fdf955eb7513a6189a0f42e
bibit000520,Vita nuova,"Alighieri, Dante",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,82609,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000520,9c53720480cb749e2857603e2f0b793c7d50154955a53aab8d6def89ded2bbde
bibit000221,Chiose all' Inferno,"Alighieri, Jacopo",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,169728,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000221,6b4d2b4be4959909d7d3405da24e562532609716cfd591db45da04f2b877b4bd
bibit000020,Il dedalione o ver del poeta,"Ammirato, Scipione",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,67941,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000020,24566dcbbe00aacd96325e6f9010b9a901ffede43419ad0c7dce3b6aa43b4226
bibit000674,Le lettere di Gilio de Amoruso,"Amoruso, Gilio de",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,43463,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000674,cee463f7c78a2755c58e1368c8b7cac536ae96be2287144800db67b2a09c528a
bibit000642,Volgarizzamento del Liber de doctrina loquendi et tacendi di Albertano da Brescia,Andrea da Grosseto,historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,45278,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000642,3f0547dacd2dc3668886f6fb62aaaab38c4b4365494c6eda7003759f4d53bf0b
bibit001590,Lo schiavetto,"Andreini, Giovan Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,225701,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001590,4a3a29429dfde3e8ec23a591333daaccb7b5e082241555766f4ad410cd1ac1d6
bibit000021,Cronica,Anonimo romano,historical_general,historical_general,review_required,note_multilingual_metadata;review_editorial_brackets,activate_core_with_bracket_cleanup,historical_general,strip_editorial_square_delimiters_and_labels,366547,,retain supplied historical text while removing editorial bracket notation,http://www.bibliotecaitaliana.it/scheda/bibit000021,b51408aec2f5b6f6a4c6b5f82896f3a0fb8eaa2967fe3ffb32e9b6d2bb5cea16
bibit001008,Educatione Christiana dei figliuoli,"Antoniano, Silvio",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,967856,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001008,141b2a901440a7d07f2fcc97bd2c17aae8a03b5c5f1b6029eb76e1bd2e076d4d
bibit001664,Dialogo,"Aretino, Pietro",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,423851,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001664,b7a59cba7ab60c0b1ce9f95aeb137fdf4c1d76ba686e8852549d0b19e80099cd
bibit000022,Lettere sull'arte,"Aretino, Pietro",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,1119313,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000022,b72f18eac305669744b50cab4da40892a7889bf1ff69101ec6575823bf30e439
bibit001477,Ragionamento,"Aretino, Pietro",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,287608,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001477,4f59adfa4b238df8272c6ae53c2e1a68b955517222ba2f103c2b6b9b7f92c1bf
bibit001389,Gynevera de le clare donne,"Arienti, Giovanni Sabadino degli",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,358839,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001389,f1447a4fae9db5ad8f0baa84d8a8523b82acabad70e1c0dc0b77d325417fd361
bibit000917,Novelle porretane,"Arienti, Giovanni Sabadino degli",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,746651,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000917,9d3bfddb2298c3974394b5a2893cf2a8d539f91c30f37ac12e238d4ab8154507
bibit000027,Cassaria,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,92251,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000027,7aab3e7974b5463d65f5a871ad6ae6ee423e8aa10bfb225960ffb5963525b82a
bibit000424,Erbolato,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,25589,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000424,daafe87983d08572c96aa3e7bea2a1bdd79577ffaf543c12041c423b168f20b3
bibit000100,Gride fatte pubblicare da Lodovico Ariosto ducale commissario generale in Garfagnana,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,1836,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000100,7df8d401f5557cd02151dd3662a5c8f1f4f1c79b71ac1275df5bae426ee1f30e
bibit001048,I Studenti,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,71105,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001048,0d5801bbd251e1b72b21332fac5e2cb77fe88f8223d59b83d4b17af6cf265c83
bibit000023,I suppositi,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,88924,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000023,f173c5b78f72d1464b9a7f381660933e25da02062448f7d18cf921d12cf93e0f
bibit000570,Il Negromante,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,93804,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000570,6a1cabc03aaebf989e8d9a75ee5adb458fa589c91c3bdcd1f6cfc5bb3dd74a8f
bibit001397,Il conto de' contadini,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,20272,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001397,d0258f39e4cd2e2b0e9e0602ff1e84b8692308fa7516a1a169f1f2e02e3a9812
bibit000819,La Cassaria (red. in versi),"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,128808,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000819,c86cb099791e417ccdd7727ef7432ee3e6968534228f5f21a287addd1d749c41
bibit000732,La Lena,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,77427,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000732,13eafafff2d8455448b8849a8f303da25f8fffcdd25ba93aba2536a8f055f4ab
bibit001276,Lettere,"Ariosto, Ludovico",historical_general,historical_general,review_required,note_multilingual_metadata;review_editorial_brackets,activate_core_with_bracket_cleanup,historical_general,strip_editorial_square_delimiters_and_labels,455910,,retain supplied historical text while removing editorial bracket notation,http://www.bibliotecaitaliana.it/scheda/bibit001276,6ea99d1a59e780a3ee56b30d5493633ffe6a48e7a1c23d35305caa4566800f8e
bibit000248,Libro de M. Ludovico Ariosto commissario in Garfagnana dato a' dì 26 de zenaro 1526,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,23022,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000248,70bdbdf0c77adc3b0ca548bfff99b6a81ee7009307fa877533bd17ad4b68bd4e
bibit001106,Robe serrate in guardaroba,"Ariosto, Ludovico",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,5842,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001106,8fbe7138899cadb031c6458bb56e4542fbec0dc30a69368808ac03d63ae1ef75
bibit000945,Relazione di Spagna (1578),"Badoer, Alberto",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,9569,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000945,0731c31638b2a390c9b2b719ef83f021e07d5b96e021aee1d22283cd3b67f15b
bibit000694,Relazione di Francia di Angelo Badoer (1603-1605),"Badoer, Angelo",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,200515,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000694,54acf29a17485445a54182c48199098f588370275010e7d8a9aad662f5e2cb15
bibit001442,Relazione di Spagna (1557),"Badoer, Federico",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,280175,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001442,2542393d8862ce6d93a251f8bf7f333d47ecfd8ba0104ec255d0421e28063721
bibit000031,Della Eloquenza,"Barbaro, Daniele Matteo Alvise",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,228209,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000031,ab7c0ff477a59c441084ea45d2b367ea08fb952b81ec9389fcf4c1164e2f45cb
bibit001439,Prudentissimi et gravi documenti circa l'elettion della moglie,"Barbaro, Francesco",historical_general,historical_general,activation_candidate,,activate_core,historical_general,preserve_rendered_tei_text,164472,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001439,72146558ff903e8e2ff66f81956a4b41fceba189aca8aef1207b60756df0ac85
bibit001564,L'inavertito,"Barbieri, Nicolò",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,199555,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001564,df37277914396de3447214050ed3a1da02ca312ed53edc8d6493b6ead28e7efa
bibit000651,Epistolario,Barnaba di Nanni di Barnaba,historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,22637,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit000651,b5e3dde652f16b61053a589f7b5470d3bf85043c5181be34d541df2bf00f1309
bibit000210,Lo Inferno della Commedia di Dante Alighieri col comento di Guiniforto delli Bargigi,"Barzizza, Guiniforte",historical_general,historical_general,review_required,note_multilingual_metadata;review_editorial_brackets,activate_core_with_bracket_cleanup,historical_general,strip_editorial_square_delimiters_and_labels,1251286,,retain supplied historical text while removing editorial bracket notation,http://www.bibliotecaitaliana.it/scheda/bibit000210,8b939af1896a77c068dfa4887c7ed4b1e7816e89568c47fa4d9b3aec7d086596
bibit001700,Le Muse napolitane,"Basile, Giovan Battista",historical_general,historical_general,review_required,review_language_variety;note_multilingual_metadata,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit001700,a8c8465b09d3a7ee05731820d3be994dce5e61b9063621ff5278606a8742eb37
bibit001028,Lettere,"Basile, Giovan Battista",historical_general,historical_general,activation_candidate,note_multilingual_metadata,activate_core,historical_general,preserve_rendered_tei_text,50945,,passed canonical TEI role audit,http://www.bibliotecaitaliana.it/scheda/bibit001028,d1aab34903d0d465079c9fc57ac183773f3eabeafb0166dd0e52692d0fd47506
bibit000652,Lo cunto de li cunti,"Basile, Giovan Battista",historical_general,historical_general,review_required,review_language_variety,exclude_core_language_variety,excluded_language_variety_evidence,preserve_rendered_tei_text,0,,"dialect, vernacular, or mixed-language variety is not core standard Italian",http://www.bibliotecaitaliana.it/scheda/bibit000652,e32f19019f42208dfd1dd157a6ee41c7083e73bed00f2f7f2f14f3a3e06aff05
