range_id,review_id,unit_id,reference_id,review_type,source_sha256,reference_sha256,localization_method,reference_token_count,matched_reference_token_count,reference_coverage,source_token_start,source_token_end,character_start,character_end,removed_character_count,removed_sha256,line_expanded,range_decision,verification_status
review:bibit:record:bibit000118:bibit:sonnet:bibit001304:structural_0005:occurrence_01,review:bibit:record:bibit000118:bibit:sonnet:bibit001304:structural_0005,bibit:record:bibit000118,bibit:sonnet:bibit001304:structural_0005,sonnet_segment_quarantine,21178049f009d4d51396ba504253293b136fc72b574d5e67f7954a730f1afced,ec331bdd49e86c98199266a373fcaaa8f06b048adaa4ed7e95f60a1646eda7f4,contiguous_shingle_window_alignment,112,111,0.991071,18817,18929,97907,98450,543,a54bdf67b7ee784502ecc161419d5dd24dbff7dd5f1ccc83e86dee60bd8af67c,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000278:bibit:sonnet:bibit001629:structural_0011:occurrence_01,review:bibit:record:bibit000278:bibit:sonnet:bibit001629:structural_0011,bibit:record:bibit000278,bibit:sonnet:bibit001629:structural_0011,sonnet_segment_quarantine,181957846bdecb0e7fc323a454b6a9a15c860ed91bab49578bfa1fb99f2b9de3,448f8e25991fc6d99a7094edcc989b39e5e71febce8f526f073fa3b6f7ddc449,contiguous_shingle_window_alignment,98,97,0.989796,1370,1468,7841,8332,491,83459177b0f2dc33dc75391347a5bbc0e5f5eb2de98e58c89ec6819a23814160,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000682:bibit:sonnet:bibit000099:structural_0006:occurrence_01,review:bibit:record:bibit000682:bibit:sonnet:bibit000099:structural_0006,bibit:record:bibit000682,bibit:sonnet:bibit000099:structural_0006,sonnet_segment_quarantine,6313ad447d1401d1cdce4192ca6ad20ed0f689620a7dd6eca21ec1657d93e3b8,1dcbaa8144db02517f941e239e300038775bbb34648c4bde5f1612fe2dff635a,contiguous_shingle_window_alignment,103,101,0.980583,573,677,2753,3270,517,47cd1bcaf40a1a7f9e75dc1c0ecb5c13bbe784b867ccf60452ca00b86400cf6c,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0002:occurrence_01,review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0002,bibit:record:bibit000709,bibit:sonnet:bibit001585:structural_0002,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,d0ad1a1329afc7c9d4505b03bb8a09e49bc25c011365dceb94430ffeb1857578,contiguous_shingle_window_alignment,95,95,1.000000,136478,136573,701389,701875,486,c9eede352074de8cd69b527cff48b6c7c8c9ba7c669e94349e2402c49b705f92,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0003:occurrence_01,review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0003,bibit:record:bibit000709,bibit:sonnet:bibit001585:structural_0003,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,b725ecfe90ee29e84b1e17b70571c6abe9c5864049e85f929c3a83b16abc03a1,contiguous_shingle_window_alignment,94,94,1.000000,136573,136667,701875,702353,478,ccafad884c5a8cf8c371a48be8ac7e9ce620cea7e874d18edb0023e37c77ec4e,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0004:occurrence_01,review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0004,bibit:record:bibit000709,bibit:sonnet:bibit001585:structural_0004,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,3235c4e766e1a3c1ce3ff495593385355a96ce053594cf8ee30379f2a063d280,contiguous_shingle_window_alignment,93,93,1.000000,136667,136760,702353,702817,464,92e9776b165f2adf662f48b94d6196b75aade89f1bd7b8b38731d2d8656155b0,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0006:occurrence_01,review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0006,bibit:record:bibit000709,bibit:sonnet:bibit001585:structural_0006,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,2a853d5823adecbc4ba4ea17ff1a4cbba6c0f5ea1e052518948fb1fb1973dfef,contiguous_shingle_window_alignment,98,97,0.989796,137585,137684,707068,707587,519,6e24a7bcd2d38b278ea3961cec4d40a504bf26a36f081c02ee620b0d931f7096,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0007:occurrence_01,review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0007,bibit:record:bibit000709,bibit:sonnet:bibit001585:structural_0007,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,9d84adadf664882d219f8d2e0b8e0435453d8f2586c284291cf3402a989c8cf7,contiguous_shingle_window_alignment,86,85,0.988372,137684,137770,707587,708098,511,68c8ec372e6509645ceee5b768220958879ffa7d6644422d20be1c4c871bd136,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0010:occurrence_01,review:bibit:record:bibit000709:bibit:sonnet:bibit001585:structural_0010,bibit:record:bibit000709,bibit:sonnet:bibit001585:structural_0010,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,eaf6428b0165f622d20ebd8b4c81017c4d920fc84eb540e912f12dd8fdba3b06,contiguous_shingle_window_alignment,94,94,1.000000,137961,138055,709127,709656,529,5a182240766c43569b32bb002bfdd4c68971f873a3fa762bc35603719268353d,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000709:wikisource:sonnet:itws:260006:sonnet0001:occurrence_01,review:bibit:record:bibit000709:wikisource:sonnet:itws:260006:sonnet0001,bibit:record:bibit000709,wikisource:sonnet:itws:260006:sonnet0001,sonnet_segment_quarantine,00e9c14395c6c38ad49e176ae20dfa1dd33278540e7edfb91acf38ad8eb860a0,b8162dd99b3eea396f0d2d16e82d180732e63fc8ac68e732638778c8e6de414b,contiguous_shingle_window_alignment,70,68,0.971429,139032,139102,714688,715070,382,adce76374488b60c3183e4888967b9703511616358825ab629e575d06a4edf57,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000935:bibit:sonnet:bibit000099:sonnet_0386:occurrence_01,review:bibit:record:bibit000935:bibit:sonnet:bibit000099:sonnet_0386,bibit:record:bibit000935,bibit:sonnet:bibit000099:sonnet_0386,sonnet_segment_quarantine,63322091294051f58b5220b127aef511f810638b797a0c5b43fb30caa039fdf9,3bad42af4e17dfa3e602723cde25ff371b076cd1e49a1eee5d8c722b08b2cce4,contiguous_shingle_window_alignment,112,109,0.973214,23846,23960,137847,141337,3490,eff2b7049c1912ca246f15780bc15444a4d58390d16224e2a94f04e76347d2fe,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit000935:bibit:sonnet:bibit000099:sonnet_0483:occurrence_01,review:bibit:record:bibit000935:bibit:sonnet:bibit000099:sonnet_0483,bibit:record:bibit000935,bibit:sonnet:bibit000099:sonnet_0483,sonnet_segment_quarantine,63322091294051f58b5220b127aef511f810638b797a0c5b43fb30caa039fdf9,e53ada0102e1837a0af2ead736cb64b753c3db4d6b85c36603a947edd71be064,contiguous_shingle_window_alignment,109,106,0.972477,9024,9133,52878,53822,944,f10b14b7817aecfb21b843bc2f26b829937f114c8ee4c4840be6e64c44401a06,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001063:wikisource:sonnet:itws:987480:sonnet0001:occurrence_01,review:bibit:record:bibit001063:wikisource:sonnet:itws:987480:sonnet0001,bibit:record:bibit001063,wikisource:sonnet:itws:987480:sonnet0001,sonnet_segment_quarantine,2c4486d88bd2e76c01713c4e7da2fcb63d6b52c1d20666271b5bab906ce79fb0,1db93065edb4514ffb3fca897a6a4de98a043c51f5fa47a05649d256933b9983,contiguous_shingle_window_alignment,87,86,0.988506,999,1088,5535,5996,461,bb433d6c3be5c6125e5d5ca57c42ddc248625032d4591ca24ebd801d1b9a0e5c,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001063:wikisource:sonnet:itws:988061:sonnet0001:occurrence_01,review:bibit:record:bibit001063:wikisource:sonnet:itws:988061:sonnet0001,bibit:record:bibit001063,wikisource:sonnet:itws:988061:sonnet0001,sonnet_segment_quarantine,2c4486d88bd2e76c01713c4e7da2fcb63d6b52c1d20666271b5bab906ce79fb0,6e69ebfeb3ebad8317483d417c0ecc384c4131ef9853f1c2ff68799ca3ad3b54,contiguous_shingle_window_alignment,77,75,0.974026,26782,26860,145258,145665,407,9ad0539ae6020e7bfc577604aec5709c89ac9aae3435a82c47c517cbe4d3534a,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001120:bibit:record:bibit000985:occurrence_01,review:bibit:record:bibit001120:bibit:record:bibit000985,bibit:record:bibit001120,bibit:record:bibit000985,embedded_canonical_span,5a3baa66314622fb40fc225bb571748a4c7de50f91282023b5aa3fb299b57bb9,fbd09ecd4aecefb39bd28270d540e3d19b98da00fd65df1b2f3fd1477d217d32,contiguous_shingle_window_alignment,3077,3012,0.978876,5355,8382,27124,42661,15537,d69ced660f0a354f81c9cd5731c65b02b14605b02e238981ae8c3fe867f9a74d,false,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001190:bibit:record:bibit000369:occurrence_01,review:bibit:record:bibit001190:bibit:record:bibit000369,bibit:record:bibit001190,bibit:record:bibit000369,embedded_canonical_span,840031b2d2ac2732c325dd1f60a17857e61e65ea814ed80323897ecb42e82b90,be188a57e93e06adf96b06b0d063cd7d4a18be4a0ff3a2e1e57e3215a27cda54,contiguous_shingle_window_alignment,2187,2174,0.994056,0,2194,0,11432,11432,231cd771daf006d0329c8b284d03fc78555e0f4ecf13508c2f26d8a9795690c2,false,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001217:bibit:sonnet:bibit000099:structural_0006:whole_unit_excluded,review:bibit:record:bibit001217:bibit:sonnet:bibit000099:structural_0006,bibit:record:bibit001217,bibit:sonnet:bibit000099:structural_0006,sonnet_segment_quarantine,1d939d342cdc374e61ef8726271c9d7fe1c862d3a53e04ceb7c47ec7cf63e91b,,not_required_whole_unit_excluded,,,,,,,,21917,1d939d342cdc374e61ef8726271c9d7fe1c862d3a53e04ceb7c47ec7cf63e91b,false,exclude_whole_unit_by_7a_decision,duplicate_representation_not_materialized
review:bibit:record:bibit001217:bibit:sonnet:bibit000099:structural_0007:whole_unit_excluded,review:bibit:record:bibit001217:bibit:sonnet:bibit000099:structural_0007,bibit:record:bibit001217,bibit:sonnet:bibit000099:structural_0007,sonnet_segment_quarantine,1d939d342cdc374e61ef8726271c9d7fe1c862d3a53e04ceb7c47ec7cf63e91b,,not_required_whole_unit_excluded,,,,,,,,21917,1d939d342cdc374e61ef8726271c9d7fe1c862d3a53e04ceb7c47ec7cf63e91b,false,exclude_whole_unit_by_7a_decision,duplicate_representation_not_materialized
review:bibit:record:bibit001217:bibit:sonnet:bibit000099:structural_0008:whole_unit_excluded,review:bibit:record:bibit001217:bibit:sonnet:bibit000099:structural_0008,bibit:record:bibit001217,bibit:sonnet:bibit000099:structural_0008,sonnet_segment_quarantine,1d939d342cdc374e61ef8726271c9d7fe1c862d3a53e04ceb7c47ec7cf63e91b,,not_required_whole_unit_excluded,,,,,,,,21917,1d939d342cdc374e61ef8726271c9d7fe1c862d3a53e04ceb7c47ec7cf63e91b,false,exclude_whole_unit_by_7a_decision,duplicate_representation_not_materialized
review:bibit:record:bibit001465:bibit:record:bibit001453:occurrence_01,review:bibit:record:bibit001465:bibit:record:bibit001453,bibit:record:bibit001465,bibit:record:bibit001453,embedded_canonical_span,c461a1d91814eabd2859994b4230b67b2a7842f2c10a4c7809be549a9d945f69,da292c81fd2cf8ba32cba51e27abbae01b1263f54eedc7e8fe3e935dffbc8dca,contiguous_shingle_window_alignment,20082,19960,0.993925,6416,26910,38180,159054,120874,b141d512848531ec53a2a728640731dc91f174cc587164b915b6620ba6d2380e,false,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001495:bibit:sonnet:bibit001495:sonnet_0001:occurrence_01,review:bibit:record:bibit001495:bibit:sonnet:bibit001495:sonnet_0001,bibit:record:bibit001495,bibit:sonnet:bibit001495:sonnet_0001,sonnet_segment_quarantine,00c56dd401ac9144bb30c7386db51925b6ae5f88e8c0a3196c2933ab6ff403ef,e332006cd1f248f43cc81f5e3b80aff5984107a682deb135dfdcaf13d5e918ef,fragmented_multi_span_shingle_alignment,112,37,0.330357,3131,3265,18158,22137,3979,2272d64a4772dab4ac6ef025eca350c46a3a5ae06816dbaa1d7185d8c952941b,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001495:bibit:sonnet:bibit001495:sonnet_0001:occurrence_02,review:bibit:record:bibit001495:bibit:sonnet:bibit001495:sonnet_0001,bibit:record:bibit001495,bibit:sonnet:bibit001495:sonnet_0001,sonnet_segment_quarantine,00c56dd401ac9144bb30c7386db51925b6ae5f88e8c0a3196c2933ab6ff403ef,e332006cd1f248f43cc81f5e3b80aff5984107a682deb135dfdcaf13d5e918ef,fragmented_multi_span_shingle_alignment,112,42,0.375000,7862,7984,45177,47418,2241,d7df53dd6b2fb118f4829c79114c85855ddd1197f349348b517de5b9e390e0f0,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001495:bibit:sonnet:bibit001495:sonnet_0001:occurrence_03,review:bibit:record:bibit001495:bibit:sonnet:bibit001495:sonnet_0001,bibit:record:bibit001495,bibit:sonnet:bibit001495:sonnet_0001,sonnet_segment_quarantine,00c56dd401ac9144bb30c7386db51925b6ae5f88e8c0a3196c2933ab6ff403ef,e332006cd1f248f43cc81f5e3b80aff5984107a682deb135dfdcaf13d5e918ef,fragmented_multi_span_shingle_alignment,112,57,0.508929,10108,10239,57479,58703,1224,7c8bb30035b80cc8d6eb09a89a21e3fb84649e6868d1430294b0b26bd6ae92f0,true,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001585:wikisource:sonnet:itws:260006:sonnet0001:whole_unit_excluded,review:bibit:record:bibit001585:wikisource:sonnet:itws:260006:sonnet0001,bibit:record:bibit001585,wikisource:sonnet:itws:260006:sonnet0001,sonnet_segment_quarantine,83ae0fc208ac75c29360df4c09b9d743ac4cca2a470f88b4ce5249148f47eab5,,not_required_whole_unit_excluded,,,,,,,,13983,83ae0fc208ac75c29360df4c09b9d743ac4cca2a470f88b4ce5249148f47eab5,false,exclude_whole_unit_by_7a_decision,duplicate_representation_not_materialized
review:bibit:record:bibit001643:bibit:record:bibit000051:occurrence_01,review:bibit:record:bibit001643:bibit:record:bibit000051,bibit:record:bibit001643,bibit:record:bibit000051,embedded_canonical_span,0ec27ae4c7abbb529a06b244c83948b0d7682ed2983286dce9813358acc89caf,ca7fe86a9381c907ff9f1ad282de4775d2f844da4273933140d9578bef3e0d71,fragmented_shingle_union_alignment,2287,1131,0.494534,2,1148,12,5914,5902,741aa4ff1a7211e097a77db48ad2573a3819c6cb4ea244d6fda7491de50850e6,false,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001643:bibit:record:bibit000051:occurrence_02,review:bibit:record:bibit001643:bibit:record:bibit000051,bibit:record:bibit001643,bibit:record:bibit000051,embedded_canonical_span,0ec27ae4c7abbb529a06b244c83948b0d7682ed2983286dce9813358acc89caf,ca7fe86a9381c907ff9f1ad282de4775d2f844da4273933140d9578bef3e0d71,fragmented_shingle_union_alignment,2287,1134,0.495846,1154,2296,5961,11854,5893,fa3b1fd3e5f36ce2dcdcea351db796216a87db20f51d6d5d23b32b0d866fbaf8,false,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001643:bibit:record:bibit000253:occurrence_01,review:bibit:record:bibit001643:bibit:record:bibit000253,bibit:record:bibit001643,bibit:record:bibit000253,embedded_canonical_span,0ec27ae4c7abbb529a06b244c83948b0d7682ed2983286dce9813358acc89caf,43b1d54008bc44213f12429603198ac690913ae7cd56ad8c3efe746fbf6c10f3,contiguous_shingle_window_alignment,977,957,0.979529,2604,3579,13479,18533,5054,455914616cf75b90166797404dcb839847711701f01396b18069ce58773f3705,false,remove_verified_occurrence,residual_reference_below_threshold
review:bibit:record:bibit001643:bibit:record:bibit000646:occurrence_01,review:bibit:record:bibit001643:bibit:record:bibit000646,bibit:record:bibit001643,bibit:record:bibit000646,embedded_canonical_span,0ec27ae4c7abbb529a06b244c83948b0d7682ed2983286dce9813358acc89caf,be2d35f7a00624d2ae864ea7e739e50f4f98dc516c5c6c167d23985ec4a823d2,contiguous_shingle_window_alignment,1399,1372,0.980701,4390,5780,22737,29901,7164,e6320cadebf54259b6b43596419a5c98d4ae8b3387c33eb8a5db8ab203e92d03,false,remove_verified_occurrence,residual_reference_below_threshold
review:gutenberg:record:pg38698:bibit:sonnet:bibit001111:sonnet_0033:occurrence_01,review:gutenberg:record:pg38698:bibit:sonnet:bibit001111:sonnet_0033,gutenberg:record:pg38698,bibit:sonnet:bibit001111:sonnet_0033,sonnet_segment_quarantine,d8f2d75e162792daeafbf5ae6a1dbba7e74270cd451996b5e75e673b538782cd,eb45edc0a4338730eb1ea1a4babdbe9822af6c38fc77f9ebaa3f874ccb712baa,contiguous_shingle_window_alignment,109,107,0.981651,57370,57480,355431,356040,609,4b12b67bc7f33d9582fc22278f152bf1badc88bc3d889ac1b7316f03a8a1716a,true,remove_verified_occurrence,residual_reference_below_threshold
review:gutenberg:record:pg38698:gutenberg:sonnet:pg27825:char33248-33795:occurrence_01,review:gutenberg:record:pg38698:gutenberg:sonnet:pg27825:char33248-33795,gutenberg:record:pg38698,gutenberg:sonnet:pg27825:char33248-33795,sonnet_segment_quarantine,d8f2d75e162792daeafbf5ae6a1dbba7e74270cd451996b5e75e673b538782cd,750d9d3a0cffefa5970be52d53e7e69eb53cb271a80caf50a5229295ed698727,contiguous_shingle_window_alignment,94,90,0.957447,41466,41559,255126,255672,546,90e5f31b5cc83b9329595b322ef6a957b0d9be1a345263b071d4222e696f8037,true,remove_verified_occurrence,residual_reference_below_threshold
review:gutenberg:record:pg46717:bibit:sonnet:bibit001063:sonnet_0005:occurrence_01,review:gutenberg:record:pg46717:bibit:sonnet:bibit001063:sonnet_0005,gutenberg:record:pg46717,bibit:sonnet:bibit001063:sonnet_0005,sonnet_segment_quarantine,9ec183d509431d532b74075fae6b15f3b2bf50c141acf241942caead792ff43f,5b03ba1eaa2ce8e7ef1c6b33d85fa7d005ebe5a4dc98550bc8c476baf76d75c9,contiguous_shingle_window_alignment,99,98,0.989899,56685,56785,349140,349715,575,2283d861c443ceb487ef0e33941fc2fc7187d1a7254726faa5dd8037281a644c,true,remove_verified_occurrence,residual_reference_below_threshold
review:gutenberg:record:pg47276:v6:sonnet:colonna_sonetti_spirituali_sonetto_cxcvi:occurrence_01,review:gutenberg:record:pg47276:v6:sonnet:colonna_sonetti_spirituali_sonetto_cxcvi,gutenberg:record:pg47276,v6:sonnet:colonna_sonetti_spirituali_sonetto_cxcvi,sonnet_segment_quarantine,509c4f31459b100a5dab455a32878c08b3e70333fcd4b4aa841155d1d64da755,9c016db620e67b0ee0bf49b686f33342511426f1f464686b5ba9d0d8ef80c5ad,contiguous_shingle_window_alignment,108,107,0.990741,198260,198367,1251966,1252598,632,8be82f9f056bf9160fe442d216ca80aa0294def8ea1829fd97c411d53cf4c1ab,true,remove_verified_occurrence,residual_reference_below_threshold
review:gutenberg:record:pg47276:v6:sonnet:colonna_sonetti_spirituali_sonetto_lxxvi:occurrence_01,review:gutenberg:record:pg47276:v6:sonnet:colonna_sonetti_spirituali_sonetto_lxxvi,gutenberg:record:pg47276,v6:sonnet:colonna_sonetti_spirituali_sonetto_lxxvi,sonnet_segment_quarantine,509c4f31459b100a5dab455a32878c08b3e70333fcd4b4aa841155d1d64da755,e3dcea73ffc0683d2fdf5aded68ce21a9d8536afb742dc97450d2dda347ad6c4,contiguous_shingle_window_alignment,105,98,0.933333,198373,198474,1252652,1253263,611,c270e6362e83bcf25cd318539d80758edbbe9d6baccbd803eedf5bb4b08a8c41,true,remove_verified_occurrence,residual_reference_below_threshold
review:gutenberg:record:pg47276:wikisource:sonnet:itws:826865:sonnet0001:occurrence_01,review:gutenberg:record:pg47276:wikisource:sonnet:itws:826865:sonnet0001,gutenberg:record:pg47276,wikisource:sonnet:itws:826865:sonnet0001,sonnet_segment_quarantine,509c4f31459b100a5dab455a32878c08b3e70333fcd4b4aa841155d1d64da755,076939c615f37c8324ce348827cf37e9fa5a34e2239517f205f555e47f2b0f25,contiguous_shingle_window_alignment,105,105,1.000000,190473,190578,1204011,1204620,609,69a09c5b17e6706ac80ba5b56d716516b521cfae509b7d91055f56330d7e921a,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0033:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0033,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0033,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,87e17b55b5b14e8f08c292533baaa6bdd1492307f8564369b7a5eca976b21235,contiguous_shingle_window_alignment,118,118,1.000000,519,637,2692,3282,590,3b60783a2c17d5513ed782d6f22c339856c754ac4820806218e1f6d3f6df9071,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0034:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0034,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0034,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,f6dc9b541011eb30a629ffcaed28ab146e69007faeb88d74f6b2ec9e994463ca,contiguous_shingle_window_alignment,114,114,1.000000,637,751,3283,3858,575,8bae938c8493b0b0f970103d82b75ca5e32cad346f7cbddc97bdb33176c8bfa2,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0035:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0035,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0035,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,a1645ae944afe7901310d76026b84a71e85be990c0772f6bb733a550fecd206c,contiguous_shingle_window_alignment,111,111,1.000000,751,862,3859,4429,570,3f5d15781aea00440ab389971b26538c4e1c960b938d1f0ce487fe16cdc64e49,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0036:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0036,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0036,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,a4bd85ae914c99cb1d758fedefde36c6c7a270730a65b029034d8310d8d52108,contiguous_shingle_window_alignment,116,115,0.991379,863,978,4430,4986,556,673ca6df12415709b986559e2ff2a17b0e1ff65195c48da935aabc5a66db5aee,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0037:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0037,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0037,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,c04718367867ed529a9dcfcc104b73e64fcd17c0599f86183ddce2559739b1ff,contiguous_shingle_window_alignment,113,112,0.991150,1279,1392,6549,7102,553,88db4473011f823aa97c8e9c884e03041a1595aaacd27195e164023c4634975f,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0038:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0038,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0038,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,7c32f1d353e56a0e508b7ecfc60b14a328c5d8f867c41f78fad626be95a95a4d,contiguous_shingle_window_alignment,113,113,1.000000,1392,1505,7103,7672,569,5a237a285affaba24c019924060821bc21769996878aa72476f713565af03e91,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0039:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0039,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0039,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,b34d911a1a620c623e805664c069eae4c801da46f4caa7f9af4ca9fa07dfdf18,contiguous_shingle_window_alignment,112,111,0.991071,1583,1696,8035,8574,539,b38f4fbffb3ec6d141b7a4a8f535f7c469c19ff32f9043d80e5898f1abe3d899,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0040:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0040,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0040,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,a79ee1a82f88111549816dd833d76bac1eb1115d10bca7b5e5ebddb3a087489e,contiguous_shingle_window_alignment,117,117,1.000000,1696,1813,8575,9147,572,63cca397f3d4237df3a819d2fec6f2c1b5421ff8a694d4fa5e95e9a4a0eeabab,true,remove_verified_occurrence,residual_reference_below_threshold
review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0041:occurrence_01,review:ilc_ota:record:ota_0304:rime-0304:bibit:sonnet:bibit000129:sonnet_0041,ilc_ota:record:ota_0304:rime-0304,bibit:sonnet:bibit000129:sonnet_0041,sonnet_segment_quarantine,13c4f2f45363358dbd2ea62093fe7d9b685022a6480d34f8a451c573c5928515,1a9846fddc71bbc98f561f2dc46039eb9b07c6d19528eb5e64148badb2697437,contiguous_shingle_window_alignment,112,111,0.991071,1813,1925,9148,9708,560,fc51924f580e81527ff097b518c5f6a82589c424ed82e9a8954550c432bf043b,true,remove_verified_occurrence,residual_reference_below_threshold
