ebook_id,title,authors,preliminary_role,period_bucket,inventory_status,landing_page_url,fetched_url,cache_status,probe_status,error,raw_character_count,cleaned_character_count,cleaned_word_count,nonempty_line_count,replacement_character_count,italian_function_word_ratio,alphabetic_character_ratio,digit_character_ratio,editorial_marker_count,editorial_markers,quality_review_flags,language_variety_flags,normalized_word_sha256,fingerprint_anchor_count,possible_existing_work_matches,metadata_intra_gutenberg_duplicate_ids,intra_gutenberg_exact_duplicate_ids,intra_gutenberg_near_duplicate_metrics,bibit_overlap_metrics,current_corpus_overlap_metrics,cross_corpus_duplicate_scope,heldout_sonnet_overlap_metrics,manual_review_resolution,manual_review_rationale,probe_decision
997,Divina Commedia di Dante: Inferno,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/997,https://www.gutenberg.org/ebooks/997.txt.utf-8,hit,quality_pass,,197952,178629,34321,4828,0,0.232948,0.755051,0.0,0,,,,c8fc4ecdfa94db1620ae5a9262e8fbbf4b6b445a7d9dccf5150f9db25f95ae4e,33,,,,pg1000|containment=0.999534;pg1009|containment=0.992807;pg1012|containment=0.997464,bibit:bibit000019|candidate_containment=0.982044|reference_containment=0.331268|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
998,Divina Commedia di Dante: Purgatorio,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/998,https://www.gutenberg.org/ebooks/998.txt.utf-8,hit,quality_pass,,198491,179156,34230,4860,0,0.237336,0.758127,0.0,0,,,,1da13a9d471e11f04cb8a27a0e6a0f460907f256674abd28d77c97d695962fa9,22,,,,pg1000|containment=0.999503;pg1010|containment=0.997750;pg1012|containment=0.997750,bibit:bibit000019|candidate_containment=0.981679|reference_containment=0.330334|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
999,Divina Commedia di Dante: Paradiso,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/999,https://www.gutenberg.org/ebooks/999.txt.utf-8,hit,quality_pass,,195398,176071,33586,4863,0,0.249271,0.765697,0.0,0,,,,dea524170c836afe55abdcf64498328fbe0e2e2179672d69b532c6583dec3e2c,28,,,,pg1000|containment=0.999523;pg1011|containment=0.997707;pg1012|containment=0.997707,bibit:bibit000019|candidate_containment=0.978528|reference_containment=0.323068|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
1000,La Divina Commedia di Dante: Complete,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/1000,https://www.gutenberg.org/ebooks/1000.txt.utf-8,hit,quality_pass,,553027,533690,102114,14542,0,0.239801,0.759583,0.0,0,,,,08f32dd84aa0c6a446921e7df92ed55035f48c185368cd0c90b2fb1dc606dc24,83,,,,pg997|containment=0.999534;pg998|containment=0.999503;pg999|containment=0.999523;pg1009|containment=0.992807;pg1010|containment=0.997109;pg1011|containment=0.997054;pg1012|containment=0.999059,bibit:bibit000019|candidate_containment=0.981997|reference_containment=0.984681|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
1009,La Divina Commedia di Dante: Inferno,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/1009,https://www.gutenberg.org/ebooks/1009.txt.utf-8,hit,quality_pass,,197246,177862,34215,4757,0,0.233699,0.755203,0.0,0,,,,64501bea91c95c352a23bbe24be70bd5e55d8211dbb4e66316148cbfee52e810,34,,,,pg997|containment=0.992807;pg1000|containment=0.992807;pg1012|containment=0.993070,bibit:bibit000019|candidate_containment=0.985351|reference_containment=0.331357|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
1010,La Divina Commedia di Dante: Purgatorio,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/1010,https://www.gutenberg.org/ebooks/1010.txt.utf-8,hit,quality_pass,,208386,189035,34252,4820,0,0.237388,0.718809,0.0,0,,,,11b5ad7192d22200e1ed3cebe197ce95988491d808f74f51ae2793f0a8f6a9ba,22,,,,pg998|containment=0.997750;pg1000|containment=0.997109;pg1012|containment=0.999299,bibit:bibit000019|candidate_containment=0.981048|reference_containment=0.330334|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
1011,La Divina Commedia di Dante: Paradiso,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/1011,https://www.gutenberg.org/ebooks/1011.txt.utf-8,hit,quality_pass,,205304,185960,33608,4823,0,0.249316,0.725301,0.0,0,,,,17a42281dd6677070e55adcedf165b68557d40ddf0b2cf51d1f3061849d19b7e,28,,,,pg999|containment=0.997707;pg1000|containment=0.997054;pg1012|containment=0.999464,bibit:bibit000019|candidate_containment=0.977887|reference_containment=0.323068|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
1012,La Divina Commedia di Dante,Dante Alighieri,historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/1012,https://www.gutenberg.org/ebooks/1012.txt.utf-8,hit,quality_pass,,581237,561753,101992,14365,0,0.240166,0.720635,0.0,0,,,,ed0504d60ae3bf9969550af9ce7420743d81af0740a6bbd5cf0aec85a827d0a7,83,,,,pg997|containment=0.997464;pg998|containment=0.997750;pg999|containment=0.997707;pg1000|containment=0.999059;pg1009|containment=0.993070;pg1010|containment=0.999299;pg1011|containment=0.999464,bibit:bibit000019|candidate_containment=0.982123|reference_containment=0.984769|exact=false,,candidate_covered,,,,exclude_cross_corpus_duplicate_candidate
3747,Orlando Furioso,"Ariosto, Lodovico",historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/3747,https://www.gutenberg.org/ebooks/3747.txt.utf-8,hit,quality_pass,,1590600,1571209,279769,43629,0,0.261237,0.72678,0.006295,0,,,,3d2782ef5beae68ca3d17a5a35f95cd95c6f0441186072f2957c50eb05df7e0e,270,,,,,,,,,,,quality_pass_pending_editorial_activation_review
6887,Il Sacro Macello Di Valtellina,"Cantù, Cesare",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/6887,https://www.gutenberg.org/ebooks/6887.txt.utf-8,hit,quality_pass,,279980,260237,41703,4015,0,0.249143,0.804002,0.005337,0,,,,67bfffb9c6bcf3d07932321b01f0a5e36868e9917d842859a907c25f65a615c3,29,,,,,,,,,,,quality_pass_pending_editorial_activation_review
6938,"Rime di Tullia d'Aragona, cortigiana del secolo XVI","Aragona, Tullia d'",historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/6938,https://www.gutenberg.org/ebooks/6938.txt.utf-8,hit,quality_pass,,257043,237219,41104,5246,0,0.227837,0.733327,0.005425,0,,,,8948220df7c222ef9fc75d2a5356942cf57bf459a842cafa53b11b92092bd283,45,,,,,bibit:bibit000859|candidate_containment=0.300550|reference_containment=0.939929|exact=false,,embedded_reference_only,,,,quarantine_embedded_duplicate_segments_before_activation
7151,Clelia: Il governo dei preti - Romanzo storico politico,"Garibaldi, Giuseppe",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/7151,https://www.gutenberg.org/ebooks/7151.txt.utf-8,hit,quality_pass,,491950,472432,77180,7847,0,0.249469,0.804266,0.00116,1,editor_preface:1,,,36a8ab66fa411f64c3004d692cf074d611f0893ad3a14381ac1d1cc18ae309d1,76,,,,,,,,,,,quality_pass_pending_editorial_activation_review
9641,Ugo: Scene del secolo X,"Bazzero, Ambrogio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/9641,https://www.gutenberg.org/ebooks/9641.txt.utf-8,hit,quality_pass,,241268,221857,36732,3702,0,0.242459,0.777956,4.1e-05,0,,,,1a747117cb15796354a1f2d35b62d1cdfc2c53b80daf194dff7b9739dfe34812,31,,,,,,,,,,,quality_pass_pending_editorial_activation_review
10215,"Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana","Rovani, Giuseppe",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/10215,https://www.gutenberg.org/ebooks/10215.txt.utf-8,hit,quality_pass,,1213475,1193927,201836,19276,0,0.267821,0.794185,0.000148,0,,,,dbd662e44922757d70451539e9a5435944ceacb555f3a93ec1a27b33ca30e48d,200,,,,,,,,,,,quality_pass_pending_editorial_activation_review
11497,Valenzia Candiano: Racconto,"Rovani, Giuseppe",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/11497,https://www.gutenberg.org/ebooks/11497.txt.utf-8,hit,quality_pass,,397869,378346,64475,6321,0,0.271826,0.793808,2.9e-05,0,,,,86fc19f75d0793791c5a9af58e5bbe8dd05e8c1d8a84770412d5abceb7fc1e8f,66,,,,,,,,,,,quality_pass_pending_editorial_activation_review
11684,Il sogno di Scipione,"Metastasio, Pietro",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/11684,https://www.gutenberg.org/ebooks/11684.txt.utf-8,hit,quality_pass,,37412,17942,2630,557,0,0.2327,0.598094,0.000223,0,,,,cb800daf61f8eb3f4b3c6226f92e552f93634a18a29b034dd489f1f12ef589c2,5,,,,,,,,,,,quality_pass_pending_editorial_activation_review
11685,L'Endimione,"Metastasio, Pietro",historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/11685,https://www.gutenberg.org/ebooks/11685.txt.utf-8,hit,quality_pass,,48928,29494,4514,1042,0,0.203589,0.618668,0.0,0,,,,5471fe03d4e2ecc0cd9cef7258ed2f93493b08a356a747a2941f046279713a5c,3,,,,,,,,,,,quality_pass_pending_editorial_activation_review
13627,Memorie del Presbiterio: Scene di Provincia,"Praga, Emilio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/13627,https://www.gutenberg.org/ebooks/13627.txt.utf-8,hit,quality_pass,,444220,424750,70443,7391,0,0.266457,0.793829,3.1e-05,0,,,,180c706ef482c0d9245fb00cc94226e2df1bbe3a1a9e9e97e67f55cbc65ec0cf,83,,,,,,,,,,,quality_pass_pending_editorial_activation_review
15136,Amedeide: Poema eroico,"Chiabrera, Gabriello",historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/15136,https://www.gutenberg.org/ebooks/15136.txt.utf-8,hit,quality_pass,,552457,533093,96138,14237,0,0.224001,0.775474,0.001246,0,,,review_language_variety_marker,25f7d3f202132d773db51b29365929661fda59608a4b3abb2a189b1ab907ef14,104,,,,,,,,,accept_standard_italian_context,The phrase dialetto dell'Arno praises standard Tuscan in editorial prose; the poem is not dialectal.,quality_pass_pending_editorial_activation_review
15139,Notizie del pubblico giardino de' semplici di Padova compilate intorno l'anno 1771,"Marsili, Giovanni",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/15139,https://www.gutenberg.org/ebooks/15139.txt.utf-8,hit,quality_pass,,50078,30497,4346,490,0,0.233548,0.728301,0.007148,0,,,,9081206addb5bd63e51471ffd4aea7f06756c1b45bd0be54fe1c294a4b54cfa4,2,,,,,,,,,,,quality_pass_pending_editorial_activation_review
16489,"Igiene dei piaceri secondo le età, i temperamenti e le stagioni","Debay, A. (Auguste)",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/16489,https://www.gutenberg.org/ebooks/16489.txt.utf-8,hit,quality_pass,,182415,162815,25207,2669,0,0.247788,0.765716,0.000369,0,,,,5cebdc59dc0017346009e0281d81231ca872876c38172905f2d06909d2ffbe57,20,,,,,,,,,,,quality_pass_pending_editorial_activation_review
16920,Venere ed Imene al tribunale della penitenza: manuale dei confessori,"Bouvier, J. B. (Jean Baptiste)",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/16920,https://www.gutenberg.org/ebooks/16920.txt.utf-8,hit,quality_pass,,332695,313070,48874,4925,0,0.24821,0.789232,0.004542,0,,,,1ad0d478b2cf8c54582741bee83f1b38fc0a5d3e80457ea587701e8f87a4b0ec,52,,,,,,,,,,,quality_pass_pending_editorial_activation_review
16952,In chiave di baritono,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/16952,https://www.gutenberg.org/ebooks/16952.txt.utf-8,hit,quality_pass,,195885,176274,28177,2972,0,0.249494,0.801043,0.000726,0,,,,0e57b6d4b728d593d076cfb8494013b3212cab20058cf934483917222a65fa3d,27,,,,,,,,,,,quality_pass_pending_editorial_activation_review
16980,Mia: Romanzo,Memini,nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/16980,https://www.gutenberg.org/ebooks/16980.txt.utf-8,hit,quality_pass,,304361,284872,46114,4783,0,0.260854,0.782499,6e-05,0,,,,e4c3978d5c0d3d6605f57206b6b4fe6361d41d9ff5ec818f0815108448c88bda,47,,,,,,,,,,,quality_pass_pending_editorial_activation_review
17440,"Amadis of Gaul, an opera: As it is perform'd at the King's Theatre in the Hay-market","Haym, Nicola Francesco",historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17440,https://www.gutenberg.org/ebooks/17440.txt.utf-8,hit,quality_pass,,79163,59549,9569,1715,0,0.098338,0.647987,0.000168,1,editor_note:1,,,774d6e512a655a13b9e55faff612a6b7ac16de82d8d70df13877097d05b5b96b,15,,,,,,,,,extract_italian_parallel_text_only,The libretto alternates Italian primary text with an English translation; retain only the Italian side.,source_specific_language_extraction_before_activation
17671,Poesie scelte,"Pellico, Silvio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17671,https://www.gutenberg.org/ebooks/17671.txt.utf-8,hit,quality_pass,,292395,272909,41179,6888,0,0.220501,0.669084,0.00022,0,,,,8b53c3e6896bd4ff6c760814a977e8278dbab7ddb534d8a0e628950afdfdc5df,42,,,,,,,,,,,quality_pass_pending_editorial_activation_review
17834,La Zaffetta: Raccolta di rarissimi opuscoli italiani degli XV e XVI secoli II,"Venier, Lorenzo",historical_non_sonnet_poetry_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17834,https://www.gutenberg.org/ebooks/17834.txt.utf-8,hit,quality_pass,,99146,79418,14766,2052,0,0.228904,0.770921,0.001121,0,,,,550876f93351992daa1d010d0db68a72128e9fbaaa607e0e29772e40907fff20,26,,,,,,,,,extract_one_italian_primary_edition_only,Remove the French bibliographic notice and retain one of the two duplicated Italian poem editions.,source_specific_language_extraction_before_activation
17837,Beatrice Cenci: Storia del secolo XVI,"Guerrazzi, Francesco Domenico",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17837,https://www.gutenberg.org/ebooks/17837.txt.utf-8,hit,quality_pass,,1358744,1339237,217484,21649,0,0.262852,0.783901,0.000958,4,editor_note:1;errata:3,,,604d188713416926257cb9bf749efb1aedb96aeaaebff6faddeb0840aad581f9,204,,,,,,,,,,,quality_pass_pending_editorial_activation_review
17849,La contessa di Karolystria: Storia tragicomica,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17849,https://www.gutenberg.org/ebooks/17849.txt.utf-8,hit,quality_pass,,135929,116204,18328,1968,0,0.253874,0.795136,0.000232,0,,,,a3cbb65b4d87f8c8098d8f5fc238447c4ccf8884b215b5ca12d61605d8a9b39b,20,,,,,,,,,,,quality_pass_pending_editorial_activation_review
17883,Libro serio,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17883,https://www.gutenberg.org/ebooks/17883.txt.utf-8,hit,quality_pass,,207302,187989,29488,2989,0,0.259156,0.801393,0.00216,0,,,,fc9687f3f0474a3650ab01c90ea89fc5cc2868599541ca1df086493b9cc49c57,20,,,,,,,,,,,quality_pass_pending_editorial_activation_review
17889,Libro allegro,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17889,https://www.gutenberg.org/ebooks/17889.txt.utf-8,hit,quality_pass,,140100,120773,17803,2505,0,0.24406,0.703261,0.000629,0,,,,eb5d4ea9d8465e76303fe953021cb92c9f343c6c82fbfd529d21b03c9f772311,15,,,,,,,,,,,quality_pass_pending_editorial_activation_review
17906,Libro proibito,"Ghislanzoni, Antonio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/17906,https://www.gutenberg.org/ebooks/17906.txt.utf-8,hit,quality_pass,,120001,100670,14665,2567,0,0.227753,0.690682,0.001709,0,,,,13fd74327e6ddab70dde04e201a22b69d9a9e8f416bd6a6b259f62feebfb52f0,9,,,,,,,,,,,quality_pass_pending_editorial_activation_review
18088,Libro bizzarro,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/18088,https://www.gutenberg.org/ebooks/18088.txt.utf-8,hit,quality_pass,,154499,135029,21355,2261,0,0.254741,0.798591,6.7e-05,0,,,,9b18af40197d053e43ff8444e927d1fcfd20353460abe926d367e121a3fc6180,10,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19024,La battaglia di Benevento: Storia del secolo XIII,"Guerrazzi, Francesco Domenico",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19024,https://www.gutenberg.org/ebooks/19024.txt.utf-8,hit,quality_pass,,1220094,1200611,197181,19360,0,0.261983,0.789999,0.000464,0,,,,8d6dc9f2b7dbf83fdfe20dc0dbf897aff7afd711e672ff17d74938a1dab5b863,184,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19034,AbrakadabraL Storia dell'avvenire,"Ghislanzoni, Antonio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19034,https://www.gutenberg.org/ebooks/19034.txt.utf-8,hit,quality_pass,,488339,468841,73156,7747,0,0.250916,0.79835,0.000708,0,,,,95fbec254a279cab598f207013e82c3c16be6866b7fa4f81d3a6b987c0b574c5,75,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19039,Margherita Pusterla: Racconto storico,"Cantù, Cesare",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19039,https://www.gutenberg.org/ebooks/19039.txt.utf-8,hit,quality_pass,,918731,899317,147179,13672,0,0.256552,0.797539,0.000481,0,,,,ac86fb2a8cc02789e599b7cc6d8100db7b9e40bb8e417ba67ffce60dadced337,138,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19048,Storia di un'anima,"Bazzero, Ambrogio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19048,https://www.gutenberg.org/ebooks/19048.txt.utf-8,hit,quality_pass,,600340,580906,96475,9586,0,0.244519,0.773251,0.002334,1,editor_note:1,,,4358b0700a3e07c5870308e6219c95b9e92736e3153240fb9363d9a51ef38075,92,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19426,I moribondi del Palazzo Carignano,"Petruccelli della Gattina, Ferdinando",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19426,https://www.gutenberg.org/ebooks/19426.txt.utf-8,hit,quality_pass,,293891,274364,44584,4253,0,0.26043,0.797346,0.001739,0,,,,95466338f36b1089f3e760ca8bc91955e8bdd7f5a2c21fbb1490263472864c7e,39,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19428,Le nostalgie,"Gualdo, Luigi",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19428,https://www.gutenberg.org/ebooks/19428.txt.utf-8,hit,quality_pass,,100147,80740,12947,2185,0,0.238125,0.715643,0.001449,0,,,,d03e00b2e34cdfa1fc1203d2f98c85373ed3bfb129521793cc53d64f96f1a311,10,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19429,Poesie inedite vol. I,"Pellico, Silvio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19429,https://www.gutenberg.org/ebooks/19429.txt.utf-8,hit,quality_pass,,258425,238933,39178,6485,0,0.215606,0.718201,0.000958,0,,,,aafbb4b465952a6158d548711a1839f4ca5736eee1552007739d96a923ed8f04,47,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19524,La Marfisa bizzarra,"Gozzi, Carlo",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19524,https://www.gutenberg.org/ebooks/19524.txt.utf-8,hit,quality_pass,,478717,459218,70436,11703,0,0.257084,0.697096,0.00584,0,,,,e353b7fcf70c7dcd82d03ae459953405564bc7d5b44515468a205874e863c42e,76,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19558,Poesie inedite vol. II,"Pellico, Silvio",historical_non_sonnet_poetry_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19558,https://www.gutenberg.org/ebooks/19558.txt.utf-8,hit,quality_pass,,286986,267413,41031,6498,0,0.231094,0.702187,0.000209,0,,,,7ffa011e1f0c5985650f225ec49b2068462cc188515ecbd75290a30b23d170c2,42,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19688,Documento che invita i mercanti ebrei a stabilirsi in Livorno e Pisa (Costituzione Livornina): Shoenberg Collection - Manuscript Number: ljs379,"Ferdinando I, Grand-Duke of Tuscany",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19688,https://www.gutenberg.org/ebooks/19688.txt.utf-8,hit,quality_pass,,46365,26489,3860,420,0,0.254663,0.73389,0.000755,0,,,,3365549591631627b98695a498b4e59ca785c7c282d9aeab57f889d262328c52,4,,,,,,,,,,,quality_pass_pending_editorial_activation_review
19808,"Della storia d'Italia dalle origini fino ai nostri giorni, sommario. v. 1","Balbo, Cesare, conte",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/19808,https://www.gutenberg.org/ebooks/19808.txt.utf-8,hit,quality_pass,,640825,621048,99762,9191,0,0.238939,0.78539,0.008122,1,errata:1,,,38a491fea62b41261064dd3c1f63dabeb846e760d54fe5b5357ce224b6544d17,104,,,,,,,,,,,quality_pass_pending_editorial_activation_review
20062,Lo assedio di Roma,"Guerrazzi, Francesco Domenico",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/20062,https://www.gutenberg.org/ebooks/20062.txt.utf-8,hit,quality_pass,,1535249,1515759,249243,23175,0,0.26747,0.804826,0.001316,0,,,,0f04c1acb50c4bc9c207beb51f5a8fba51417e5ac2c30651efdae7ab5d6f6dbe,237,,,,,,,,,,,quality_pass_pending_editorial_activation_review
20094,"Opere, Volume Secondo : scritti critici e letterari","Berchet, Giovanni",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/20094,https://www.gutenberg.org/ebooks/20094.txt.utf-8,hit,quality_pass,,510496,490858,77819,8305,0,0.244619,0.774393,0.010918,1,errata:1,,,79263eb2a2e166eb3482a5cb7c7110a586a557bbe6160afc65521aecf05a1889,82,,,,,,,,,,,quality_pass_pending_editorial_activation_review
20639,La gran rivale,"Gualdo, Luigi",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/20639,https://www.gutenberg.org/ebooks/20639.txt.utf-8,hit,quality_pass,,471475,452047,75017,7180,0,0.268206,0.795105,0.000788,0,,,,b85cdead181e9879a9dd29885010ff1d436f2831232cc6335c7c02442e39ee8f,91,,,,,,,,,,,quality_pass_pending_editorial_activation_review
21424,"Il Comento alla Divina Commedia, e gli altri scritti intorno a Dante, vol. 1","Boccaccio, Giovanni",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/21424,https://www.gutenberg.org/ebooks/21424.txt.utf-8,hit,quality_pass,,562164,542432,90193,8358,0,0.251328,0.789981,0.000302,0,,,,64b69ac718831efa5772dfa8e58d8ec605ee2314f492aa8fa3e2b1ac149e5206,83,,,,,bibit:bibit000101|candidate_containment=0.186594|reference_containment=0.804008|exact=false,current:ll_boccaccio_trattatello|candidate_containment=0.202695|reference_containment=0.865536|exact=false,embedded_reference_only,,,,quarantine_embedded_duplicate_segments_before_activation
21683,Gli duoi fratelli rivali,"Porta, Giambattista della",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/21683,https://www.gutenberg.org/ebooks/21683.txt.utf-8,hit,quality_pass,,198014,178496,31057,3193,0,0.241363,0.783334,2.2e-05,0,,,,4d56dfcb8b61478c471df492b8f0db44e05963ec36e1da203defcb39e73b0570,24,,,,,,,,,,,quality_pass_pending_editorial_activation_review
22498,Le commedie - lo astrologo,"Porta, Giambattista della",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/22498,https://www.gutenberg.org/ebooks/22498.txt.utf-8,hit,quality_pass,,157177,137620,23256,2599,0,0.238175,0.777329,9.4e-05,0,,,,2299de8e62f150543c027395fa5df57aad473c2ca6336f06ce2f2c397ceecd8e,28,,,,,,,,,,,quality_pass_pending_editorial_activation_review
25178,Damiano: Storia di una povera famiglia,"Carcano, Giulio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/25178,https://www.gutenberg.org/ebooks/25178.txt.utf-8,hit,quality_pass,,796431,776851,132706,12403,0,0.271857,0.784871,0.000232,1,editor_note:1,,,8f4d17d0d7b7729253e9272853c018ec9592c858817595e2375436dc6d5f3c80,129,,,,,,,,,,,quality_pass_pending_editorial_activation_review
25179,La carità del prossimo,"Bersezio, Vittorio",nineteenth_century_bridge_candidate,nineteenth_century_bridge,audit_then_deduplicate,https://www.gutenberg.org/ebooks/25179,https://www.gutenberg.org/ebooks/25179.txt.utf-8,hit,quality_pass,,581200,561609,94924,9516,0,0.264222,0.789047,2.3e-05,1,editor_note:1,,,16d95d89573b558350bd4b1bca88b85b05321c97f186840422efa2de81d634bd,89,,,,,,,,,,,quality_pass_pending_editorial_activation_review
25183,L'Olimpia,"Porta, Giambattista della",historical_general_candidate,origins_through_1800,audit_then_deduplicate,https://www.gutenberg.org/ebooks/25183,https://www.gutenberg.org/ebooks/25183.txt.utf-8,hit,quality_pass,,165674,146189,24712,2707,0,0.232154,0.778561,6.2e-05,0,,,,eda577da60df5eafcb0440892fbca7964b32bb5dc0f98205ead870f54bc885e5,21,,,,,,,,,,,quality_pass_pending_editorial_activation_review
