ebook_id,title,authors,preliminary_role,period_bucket,inventory_status,resolution_pass,final_period_bucket,final_role,metadata_final_decision,final_resolution_status,final_activation_class,landing_page_url,fetched_url,cache_status,probe_status,error,raw_character_count,cleaned_character_count,cleaned_word_count,nonempty_line_count,replacement_character_count,italian_function_word_ratio,alphabetic_character_ratio,digit_character_ratio,editorial_marker_count,editorial_markers,quality_review_flags,language_variety_flags,normalized_word_sha256,fingerprint_anchor_count,possible_existing_work_matches,metadata_intra_gutenberg_duplicate_ids,intra_gutenberg_exact_duplicate_ids,intra_gutenberg_near_duplicate_metrics,prior_gutenberg_overlap_metrics,prior_gutenberg_duplicate_scope,bibit_overlap_metrics,current_corpus_overlap_metrics,cross_corpus_duplicate_scope,heldout_sonnet_overlap_metrics,manual_review_resolution,manual_review_rationale,probe_decision
37934,Non fare ad altri...,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/37934,https://www.gutenberg.org/ebooks/37934.txt.utf-8,hit,quality_pass,,54625,35262,4007,722,0,0.255553,0.573734,0.001163,0,,,,1a19ecb4f6e2456c6e2231c6f689c9a52cb5fcac0cf53c62a0b69d3edbe723e0,4,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
37935,Una donna,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/37935,https://www.gutenberg.org/ebooks/37935.txt.utf-8,hit,quality_pass,,171687,152368,18441,3041,0,0.231549,0.581559,0.000263,0,,,,36ba67580e55bb1b3e58c88fde3f6db468c428941ae0b8a3c5383d67d4dfa7d6,20,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
37936,Dopo il veglione o viceversa,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/37936,https://www.gutenberg.org/ebooks/37936.txt.utf-8,hit,review_quality,,32497,13102,1418,357,0,0.224965,0.472523,0.002213,0,,low_alphabetic_character_ratio,,c51f13732e60736c88f583e6760c2015b2e3a6cb0dcede265e8954161de7ca02,4,,,,,,,,,,,accept_theatrical_formatting_density,"The low ratio is caused by leading indentation, speaker layout, and stage directions in a legible standard-Italian play, not OCR corruption.",quality_pass_pending_editorial_activation_review
38204,Tragedie dell'anima,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/38204,https://www.gutenberg.org/ebooks/38204.txt.utf-8,hit,quality_pass,,131012,111506,14481,2192,0,0.249223,0.605492,0.000323,0,,,,dbcc4e08366386e518793eab31fe50b131b1c1cb813659f5438d7a679a7e04d1,18,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
38216,Fiori d'arancio,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/38216,https://www.gutenberg.org/ebooks/38216.txt.utf-8,hit,quality_pass,,54350,35026,4506,681,0,0.248114,0.596642,0.000628,0,,,,7230adc46cbee2a7b56d541c485b2d5433b3032871cc56de42e6815f165c4654,5,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
38217,Don Pietro Caruso,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/38217,https://www.gutenberg.org/ebooks/38217.txt.utf-8,hit,quality_pass,,79641,60309,7419,1201,0,0.24936,0.590724,0.000514,0,,,,f02d2923d86ee0bc37b4d0e0acdefaa44e130aae5a1830eda1bbedcd3749ea49,6,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
38218,La fine dell'amore,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/38218,https://www.gutenberg.org/ebooks/38218.txt.utf-8,hit,quality_pass,,163314,143978,16813,3016,0,0.238565,0.555502,0.000368,0,,,,877c793117e76a0c36fef1b314024244153af99a55c4928886ba1763b73003a6,17,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
38698,Dal mio verziere : saggi di polemica e di critica,Jolanda,date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/38698,https://www.gutenberg.org/ebooks/38698.txt.utf-8,hit,quality_pass,,387900,368428,59384,6457,0,0.264667,0.762627,0.000546,1,editor_note:1,,,aa34235d93459249c883f225894aae78ffdc434ea01b5ab6fb2e72edc67b0066,58,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,pass_1b,origins_through_1800,historical_non_sonnet_poetry_candidate,eligible_historical_core_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/39239,https://www.gutenberg.org/ebooks/39239.txt.utf-8,hit,quality_pass,,427096,407273,58882,9384,0,0.198431,0.61155,0.014442,6,editor_note:1;errata:5,,,b1ebb4577fe6d5a595c9b199d8d8c4beecf6e63272eb668e638e0cf960a40b65,52,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
39541,Donna Paola,"Serao, Matilde",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/39541,https://www.gutenberg.org/ebooks/39541.txt.utf-8,hit,quality_pass,,79837,60492,9203,1052,0,0.251222,0.733353,0.000364,0,,,,e8de600fe88132f517c95e3b799f7a5da95217ef358b47e8022232523bd4711b,12,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
39902,La moglie ideale: commedia in tre atti,"Praga, Marco",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/39902,https://www.gutenberg.org/ebooks/39902.txt.utf-8,hit,quality_pass,,143053,123514,16507,3465,0,0.241897,0.617023,0.015197,0,,,,bb82856e50a65f1d6dbc806e447f521b280f067f1a2c3ec6b57d67768f5cbd93,15,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
40326,"Traduzione di Elia Morpurgo de' Discorsi Ebraici di Tolleranza e Felicità: diretti da Naftalì Herz Weisel, agli Ebrei dimoranti ne' dominj dell'Augustissimo Imperadore Giuseppe II. il Giusto con le note del traduttore","Wessely, Naphtali Herz;Morpurgo, Elia",date_and_role_review,unknown,review_translation_edition_date,pass_1b,origins_through_1800,historical_general_candidate,eligible_historical_core_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/40326,https://www.gutenberg.org/ebooks/40326.txt.utf-8,hit,quality_pass,,104228,84664,13594,1259,0,0.258055,0.79082,0.00352,0,,,,e96d5dc6bb3229bb08f3ca36616c3deafa6458eee555a7d14ac58bcf7bd723fb,15,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
40378,Il trionfo: Dramma in quattro atti,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/40378,https://www.gutenberg.org/ebooks/40378.txt.utf-8,hit,quality_pass,,166151,146738,17688,3101,0,0.241633,0.555125,0.000239,0,,,,9115e54adedf5a5b3308bce41164c1ae7af1ba02c035b05b75f0d9c365dabbc1,15,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
41551,Catania,"De Roberto, Federico",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/41551,https://www.gutenberg.org/ebooks/41551.txt.utf-8,hit,quality_pass,,144343,124873,18589,1948,0,0.247243,0.752917,0.00816,1,editor_note:1,,,487f9e9c129e6dd088a32068b28fbcf5454182629e2291fea9be520b6937c7a8,11,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
41821,Politica estera: memorie e documenti,"Crispi, Francesco",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/41821,https://www.gutenberg.org/ebooks/41821.txt.utf-8,hit,quality_pass,,832676,813047,123448,13305,0,0.255946,0.771155,0.007061,3,alphabetical_index:2;editor_note:1,,,267e04770efd27d2b54f9893872a8990c25aba68fa44dc10cbd04c669aa05123,119,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
42198,I funghi mangerecci e velenosi dell'Europa media: con speciale riguardo a quelli che crescono nel Trentino - II edizione riveduta ed aumentata,"Bresadola, Giacomo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/42198,https://www.gutenberg.org/ebooks/42198.txt.utf-8,hit,quality_pass,,312341,292693,38204,4977,0,0.178882,0.68797,0.01274,4,alphabetical_index:4,,,6691f0046f9d51b01137e8438226c9e392155c8fcb407f1e353ad9681f0a38e6,35,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
42316,La conquista di Roma,"Serao, Matilde",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/42316,https://www.gutenberg.org/ebooks/42316.txt.utf-8,hit,quality_pass,,525419,505920,80566,8001,0,0.270362,0.796203,0.000235,1,editor_note:1,,,5279f5778d2868847f29e1ebe995e78d2d7d689e74f6ce7667fde2f6b6575d91,90,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
42588,La Signorina: Romanzo,"Rovetta, Gerolamo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/42588,https://www.gutenberg.org/ebooks/42588.txt.utf-8,hit,quality_pass,,477195,457689,75460,7943,0,0.265412,0.760084,0.000258,1,editor_note:1,,,46ccd4816733640273506b5d3108290ce1a0e93e892307b84aab4ce0badd37e7,86,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
42608,"Nuove ""Paesane""","Capuana, Luigi",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/42608,https://www.gutenberg.org/ebooks/42608.txt.utf-8,hit,quality_pass,,263068,243589,39649,4079,0,0.278847,0.771837,0.000181,1,editor_note:1,,,bd01d5eff35755a99b625a7f144add87c4b627212d578f332fa5f69a0d0a3f4b,32,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
42927,Il diritto di vivere: Dramma in tre atti,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/42927,https://www.gutenberg.org/ebooks/42927.txt.utf-8,hit,quality_pass,,128905,109294,17442,3038,0,0.251233,0.749876,0.000476,1,editor_note:1,,,4bf97299d9f059447af15b5264a6b517348f374e14001b79c5037a7f0002f8f6,17,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
42928,Uno degli onesti: Commedia in un atto,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/42928,https://www.gutenberg.org/ebooks/42928.txt.utf-8,hit,quality_pass,,51130,31531,5195,893,0,0.233686,0.745393,0.001015,1,editor_note:1,,,af060c3d5527281f8c18e738e2af246f7952cd1a71d66ccc5763c84b0391486c,3,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43022,"La lotta politica in Italia, Volume 1 (of 3): Origini della lotta attuale (476-1887); Quinta edizione","Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43022,https://www.gutenberg.org/ebooks/43022.txt.utf-8,hit,quality_pass,,751804,732151,111450,10880,0,0.251862,0.813906,0.00164,1,editor_note:1,,,dbd07ce702ae128096c3a0aefb06a14b64c29a10ebccc5dbad2c457ae42f40c4,114,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43023,"La lotta politica in Italia, Volume 2 (of 3): Origini della lotta attuale (476-1887); Quinta edizione","Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43023,https://www.gutenberg.org/ebooks/43023.txt.utf-8,hit,quality_pass,,739469,719816,107296,10759,0,0.249245,0.822288,0.001974,1,editor_note:1,,,3b24fd11cd02b38b53427036ee20f6a1c40a3ad457c87d0c6fd0bd528f1b52c2,106,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43024,"La lotta politica in Italia, Volume 3 (of 3): Origini della lotta attuale (476-1887); Quinta edizione","Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43024,https://www.gutenberg.org/ebooks/43024.txt.utf-8,hit,quality_pass,,730106,710453,106151,10754,0,0.250624,0.819218,0.002427,1,editor_note:1,,,a7437a6cb39e6009f1a7d73236ed70684f124dd97e253915fcb8a4a581df1e99,95,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43193,Conferenze tenute a Firenze nel 1896: La vita italiana durante la Rivoluzione francese e l'Impero,Various,date_and_role_review,unknown,review_missing_period_evidence,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43193,https://www.gutenberg.org/ebooks/43193.txt.utf-8,hit,quality_pass,,665605,646049,105253,10009,0,0.26975,0.797986,0.002429,1,editor_note:1,,,7ca5f2a64756eb33cd47d400ec7b2aac6dbeef5729cf8cf8792124b31b80935e,106,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43217,La cartella N. 4,"Colombi, marchesa",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43217,https://www.gutenberg.org/ebooks/43217.txt.utf-8,hit,quality_pass,,214065,194531,32204,3221,0,0.256676,0.783988,0.000298,1,editor_note:1,,,517b2d25002e1b2b5704ab6c8f79c8b0d1bdd4f56f71f7f10989155ec04ba2b9,33,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43244,Dante e gli Ebrei: Studio,"Servi, Flaminio",historical_non_sonnet_poetry_candidate,unknown,review_missing_period_evidence,pass_1b,nineteenth_century_bridge,historical_non_sonnet_poetry_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43244,https://www.gutenberg.org/ebooks/43244.txt.utf-8,hit,quality_pass,,55986,36426,5724,615,0,0.237247,0.724757,0.008977,0,,,,4181aa43214231e2473d28f5e4cbeb18239693a1a93729c4771e33a7a7282b0b,8,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
43316,Serate d'inverno,"Colombi, marchesa",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/43316,https://www.gutenberg.org/ebooks/43316.txt.utf-8,hit,quality_pass,,241070,221534,37077,3790,0,0.260215,0.779,0.000131,1,editor_note:1,,review_language_variety_marker,445aaf64bfb95594a613d71da51a5078daee17cde520d0f01d8aefddabf4e55e,43,,,,,,,,,,,accept_standard_italian_context,The word dialetto occurs in standard-Italian narration about a character's habitual proverbs; it does not identify the work's language variety.,quality_pass_pending_editorial_activation_review
44714,I Viaggi di Marco Polo: Unica versione originale fedelmente riscontrata sul codice magliabeccano e sulle opere di Charton,"Verne, Jules;Polo, Marco",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/44714,https://www.gutenberg.org/ebooks/44714.txt.utf-8,hit,quality_pass,,176167,156586,26294,2359,0,0.251921,0.77945,0.002804,1,editor_note:1,,,a7bc83023bfd69072ee933e589e075ca10d356a8189b12f723f3d35608716acd,30,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
45594,Sotto il velame: Saggio di un'interpretazione generale del poema sacro,"Pascoli, Giovanni",historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,historical_non_sonnet_poetry_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/45594,https://www.gutenberg.org/ebooks/45594.txt.utf-8,hit,quality_pass,,779979,760229,129633,12659,0,0.270471,0.753181,0.014806,2,editor_note:1;errata:1,,,4413258116a07ca4bfbca84fa7030d3d7aaa007ef7782f5362efba3a4af70923,119,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
45638,Gli albori della vita Italiana: Conferenze tenute a Firenze nel 1890,Various,date_and_role_review,unknown,review_missing_period_evidence,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/45638,https://www.gutenberg.org/ebooks/45638.txt.utf-8,hit,quality_pass,,753793,734138,120172,11112,0,0.265744,0.802653,0.00182,1,editor_note:1,,,68c22c4793a347dbbf38ba641e94547ee00bf145846920169c1dc70bedf93ade,131,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
45807,Pro Judaeis: Riflessioni e Documenti,"Guidetti, Corrado",date_and_role_review,unknown,review_missing_period_evidence,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/45807,https://www.gutenberg.org/ebooks/45807.txt.utf-8,hit,quality_pass,,670376,650888,101773,10238,0,0.241351,0.784043,0.008519,0,,,,a9e49de7883724f5f387ac857a0ecffab33388628275ced80d663c2556c6ae4b,102,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
45948,Egitto,"Cagni, Manfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/45948,https://www.gutenberg.org/ebooks/45948.txt.utf-8,hit,quality_pass,,358815,339357,51226,5565,0,0.262679,0.750838,0.01405,0,,,,36ad01eec99820c0d6cca841adab8788437d54b0d0df31782d74285c20080215,49,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
46163,Maschere: Dramma in un atto,"Bracco, Roberto",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/46163,https://www.gutenberg.org/ebooks/46163.txt.utf-8,hit,quality_pass,,57598,38022,5886,995,0,0.243459,0.733154,0.000842,1,editor_note:1,,,f14355d74fa155515cac042bc1ba5725a4f6ae965fd1dee4b28cb7badbd7edde,4,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
46225,Quartetto,"Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/46225,https://www.gutenberg.org/ebooks/46225.txt.utf-8,hit,quality_pass,,536455,516950,85058,7841,0,0.274683,0.804217,7.2e-05,1,editor_note:1,,,06cb2c9fb8ddcc7712b8b7e6e5b54b1b91779ce585c54d11ba012a053e10761c,94,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
46613,Santa Cecilia,"Barrili, Anton Giulio",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/46613,https://www.gutenberg.org/ebooks/46613.txt.utf-8,hit,quality_pass,,264364,244836,41452,3928,0,0.269903,0.787805,0.000127,1,editor_note:1,,,05edd3d2d4c68d2aee33c1ca58ea30c83e2e9a1a0912a3e85bfe9778129374e2,49,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
46704,No: Romanzo,"Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/46704,https://www.gutenberg.org/ebooks/46704.txt.utf-8,hit,quality_pass,,612985,593538,96349,9880,0,0.275924,0.7982,0.000106,0,,,,9875fbbf85a13ab38ade95756e7f327c24700f2b889da885dbd0f6c62de52658,127,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
46717,La Dora,"Regaldi, Giuseppe",date_and_role_review,unknown,review_missing_period_evidence,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/46717,https://www.gutenberg.org/ebooks/46717.txt.utf-8,hit,quality_pass,,467937,448456,72306,7544,0,0.253188,0.794314,0.003601,0,,,,e4798cf44344bc602644c9bb3f3569b2a49d35da71940b9179288b84003a5d2c,62,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
46835,Impressioni d'America,"Giacosa, Giuseppe",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/46835,https://www.gutenberg.org/ebooks/46835.txt.utf-8,hit,quality_pass,,357579,337974,55258,5080,0,0.260252,0.803538,0.001237,2,editor_note:1;errata:1,,,f8e92d14b184dd8d66d24823c5fde58c1424507be9da685691fc06faf0630604,62,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
47051,Descrittione del regno di Scotia,"Ubaldini, Petruccio",date_and_role_review,unknown,review_missing_period_evidence,pass_1b,origins_through_1800,historical_general_candidate,eligible_historical_core_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/47051,https://www.gutenberg.org/ebooks/47051.txt.utf-8,hit,quality_pass,,240473,220836,28201,3286,0,0.215879,0.623277,0.000598,1,editor_note:1,,,82f8fcd241e967331151d47468387995d0bf7fc25ed0039e0b566851d1066647,27,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
47069,Un bel sogno,"Cagna, Achille Giovanni",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/47069,https://www.gutenberg.org/ebooks/47069.txt.utf-8,hit,quality_pass,,369522,349997,57221,5770,0,0.252652,0.798838,0.000326,0,,,,23b4a1ef6ff115c7f842737a600128dbb33ecf59e15eda43aacbe76fbf67e9ae,55,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
47294,"Il Nemico, vol. I","Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/47294,https://www.gutenberg.org/ebooks/47294.txt.utf-8,hit,quality_pass,,352694,333166,52812,5449,0,0.250549,0.805106,0.000183,1,editor_note:1,,,e5341d9a476280139dde8b9a7c89a19119373c24db6bbcf6d492b9407d107869,49,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
47295,"Il Nemico, vol. II","Oriani, Alfredo",date_and_role_review,author_died_after_1900_review,review_work_publication_date,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/47295,https://www.gutenberg.org/ebooks/47295.txt.utf-8,hit,quality_pass,,359142,339610,53833,5599,0,0.253915,0.807167,0.000106,1,editor_note:1,,,96c152cd87376d8e5b3be5a944fef0c2b015512c1073fdfeb07d5feb47a484a7,59,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
47328,Cronaca della rivoluzione di Milano,"Tettoni, Leone",date_and_role_review,unknown,review_missing_period_evidence,pass_1b,nineteenth_century_bridge,nineteenth_century_bridge_candidate,eligible_nineteenth_century_candidate,pass_1b_authoritative_resolved,eligible_probe,https://www.gutenberg.org/ebooks/47328,https://www.gutenberg.org/ebooks/47328.txt.utf-8,hit,quality_pass,,517559,497948,77981,8343,0,0.247086,0.794322,0.003121,0,,,,09e7a3182700696df3a3b13c91df225a0dd76274bf618b29291886c3507fdd32,98,,,,,,,,,,,,,quality_pass_pending_editorial_activation_review
