scan_rights_id,scan_title,index_url,index_revision_id,commons_file_title,commons_description_url,commons_page_id,index_author,index_editor,index_translator,index_illustrator,index_publisher,index_city,index_year,index_source,commons_artist,commons_credit,commons_license_short_name,commons_license_code,commons_usage_terms,commons_copyrighted,commons_attribution_required,commons_categories,site_license,site_license_url,underlying_work_evidence,edition_rights_evidence,scan_file_rights_evidence,required_notice,modification_notice,downstream_note,evidence_retrieved_utc,rights_decision,rights_reason
itws-scan:811446,"Il canapajo di Girolamo Baruffaldi, Bologna 1741.djvu","https://it.wikisource.org/wiki/Indice:Il_canapajo_di_Girolamo_Baruffaldi,_Bologna_1741.djvu",3358475,"File:Il canapajo di Girolamo Baruffaldi, Bologna 1741.djvu","https://commons.wikimedia.org/wiki/File:Il_canapajo_di_Girolamo_Baruffaldi,_Bologna_1741.djvu",113567203,Girolamo Baruffaldi,,,,Lelio dalla Volpe,Bologna,1741,{{IA|ilcanapajodigiro00baru_0}},Girolamo Baruffaldi,Internet Archive identifier: ilcanapajodigiro00baru_0,Public domain,pd,Public domain,False,false,1741 books|PD Old|Uploaded with IA Upload|PD-scan (PD-old-70)|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1741; author=Girolamo Baruffaldi; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Lelio dalla Volpe,"https://commons.wikimedia.org/wiki/File:Il_canapajo_di_Girolamo_Baruffaldi,_Bologna_1741.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:305330,Il Canzoniere di Matteo Bandello.djvu,https://it.wikisource.org/wiki/Indice:Il_Canzoniere_di_Matteo_Bandello.djvu,3332796,File:Il Canzoniere di Matteo Bandello.djvu,https://commons.wikimedia.org/wiki/File:Il_Canzoniere_di_Matteo_Bandello.djvu,25093448,Matteo Bandello,Francesco Picco,,,UTET,Torino,1923,{{IA|ilcanzoniere00banduoft}},Matteo Bandello,Internet Archive identifier: ilcanzoniere00banduoft,Public domain,pd,Public domain,False,false,Author died more than 100 years ago public domain images|1923 books|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|Scans from the Internet Archive|PD-old missing SDC copyright status|Books by Matteo Bandello,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1923; author=Matteo Bandello; Commons license=Public domain,editor=Francesco Picco; translator=; illustrator=; publisher=UTET,https://commons.wikimedia.org/wiki/File:Il_Canzoniere_di_Matteo_Bandello.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:324692,Il castello di Malpaga.djvu,https://it.wikisource.org/wiki/Indice:Il_castello_di_Malpaga.djvu,2689659,File:Il castello di Malpaga.djvu,https://commons.wikimedia.org/wiki/File:Il_castello_di_Malpaga.djvu,28631125,Carlo Fumagalli,,,,Tipografia Pagnoni,Milano,1893,{{IA|ilcastellodimalp00fuma}},Carlo Fumagalli,Internet Archive,Public domain,pd,Public domain,False,false,Castello di Malpaga (Cavernago)|DjVu files in Italian|CC-PD-Mark|PD-old-95-expired|Books without Wikidata item|1893 books from Milan|PD-old missing SDC copyright status|Books by Carlo Fumagalli|1893 books in Italian,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1893; author=Carlo Fumagalli; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tipografia Pagnoni,https://commons.wikimedia.org/wiki/File:Il_castello_di_Malpaga.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:79037,Il cavallarizzo.djvu,https://it.wikisource.org/wiki/Indice:Il_cavallarizzo.djvu,2834119,File:Il cavallarizzo.djvu,https://commons.wikimedia.org/wiki/File:Il_cavallarizzo.djvu,4463836,Claudio Corte,,,,Giordano Ziletti,Venezia,1562,[http://www2.vet-lyon.fr/bib/fondsancien/ouvonline/corte.htm www2.vet-lyon.fr],Claudio Corte,ENVL,Public domain,pd,Public domain,False,false,16th-century books|Author died more than 100 years ago public domain images|DjVu files in Italian|CC-PD-Mark|PD-old missing SDC copyright status|Books by Claudio Corte|1562 books in Italian|1562 books from Venice|DjVu files of books about horses,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1562; author=Claudio Corte; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Giordano Ziletti,https://commons.wikimedia.org/wiki/File:Il_cavallarizzo.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:564164,"Il cholera in Barberino di Mugello - Carlo Livi, 1855.djvu","https://it.wikisource.org/wiki/Indice:Il_cholera_in_Barberino_di_Mugello_-_Carlo_Livi,_1855.djvu",2895360,"File:Il cholera in Barberino di Mugello - Carlo Livi, 1855.djvu","https://commons.wikimedia.org/wiki/File:Il_cholera_in_Barberino_di_Mugello_-_Carlo_Livi,_1855.djvu",65289913,Carlo Livi,,,,Aldina,Prato,1855,{{IA|bub_gb_d0AR_I-0uA4C}},Carlo Livi,Internet Archive identifier: bub_gb_d0AR_I-0uA4C Internet Archive source: Google Books,Public domain,pd,Public domain,False,false,1855 books|Carlo Livi|PD-old-100-expired|Uploaded with IA Upload|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|Scans from Google Books|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status|Books about cholera,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1855; author=Carlo Livi; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Aldina,"https://commons.wikimedia.org/wiki/File:Il_cholera_in_Barberino_di_Mugello_-_Carlo_Livi,_1855.djvu",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:247214,Il diavolo.djvu,https://it.wikisource.org/wiki/Indice:Il_diavolo.djvu,2991519,File:Il diavolo.djvu,https://commons.wikimedia.org/wiki/File:Il_diavolo.djvu,16284981,Arturo Graf,,,,Fratelli Treves Editori,Milano,1889,{{IA|ildiavolo00grafgoog}},Arturo Graf,Internet Archive identifier: ildiavolo00grafgoog,Public domain,pd,Public domain,False,false,PD-old-70-expired|DjVu files in Italian|Scans from the Internet Archive/unverified|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|Books by Arturo Graf,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1889; author=Arturo Graf; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Fratelli Treves Editori,https://commons.wikimedia.org/wiki/File:Il_diavolo.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:570550,Il Ducato di Trento nei secoli XI e XII.djvu,https://it.wikisource.org/wiki/Indice:Il_Ducato_di_Trento_nei_secoli_XI_e_XII.djvu,2822859,File:Il Ducato di Trento nei secoli XI e XII.djvu,https://commons.wikimedia.org/wiki/File:Il_Ducato_di_Trento_nei_secoli_XI_e_XII.djvu,66170073,Matteo Thun,,,,Monauni,Trento,1868,[http://www.bibcom.trento.it/ www.bibcom.trento.it],Matteo II Thun,This file was uploaded by Biblioteca comunale di Trento. Internet Archive identifier: bub_gb_piJJEUlQFscC,Public domain,pd,Public domain,False,false,PD-old-70-expired|Media from Biblioteca comunale di Trento|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|Books from Biblioteca comunale di Trento|Books by Matteo II Thun,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1868; author=Matteo Thun; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Monauni,https://commons.wikimedia.org/wiki/File:Il_Ducato_di_Trento_nei_secoli_XI_e_XII.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:757682,Il Governo Pontificio o la Quistione Romana Di Edmond About.djvu,https://it.wikisource.org/wiki/Indice:Il_Governo_Pontificio_o_la_Quistione_Romana_Di_Edmond_About.djvu,3852207,File:Il Governo Pontificio o la Quistione Romana Di Edmond About.djvu,https://commons.wikimedia.org/wiki/File:Il_Governo_Pontificio_o_la_Quistione_Romana_Di_Edmond_About.djvu,96062091,Edmond About,,,,Tipografia del vulcano,Italia,1859,{{GB|4GDhQ1c0AsMC}},Edmond François Valentin About,https://books.google.it/books/about/Il_governo_pontificio_o_La_quistione_rom.html?id=4GDhQ1c0AsMC&redir_esc=y,Public domain,pd,Public domain,False,false,Italian Risorgimento|Roman Republic (1849)|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scanned Italian texts|Italian Wikisource books|CC-PD-Mark|Books without Wikidata item|Books in Italian to fix|Books by autore|Anno di pubblicazione books,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1859; author=Edmond About; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tipografia del vulcano,https://commons.wikimedia.org/wiki/File:Il_Governo_Pontificio_o_la_Quistione_Romana_Di_Edmond_About.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:600657,"Il Lago Maggiore, Stresa e le Isole Borromee - Vol. 1.pdf","https://it.wikisource.org/wiki/Indice:Il_Lago_Maggiore,_Stresa_e_le_Isole_Borromee_-_Vol._1.pdf",2843611,"File:Il Lago Maggiore, Stresa e le Isole Borromee - Vol. 1.pdf","https://commons.wikimedia.org/wiki/File:Il_Lago_Maggiore,_Stresa_e_le_Isole_Borromee_-_Vol._1.pdf",70053051,Vincenzo De Vit,,,,Tipografia Aldina F. Alberghetti e F.,Prato,1875,,Vincenzo de Vit,,Public domain,pd,Public domain,False,false,Files with no machine-readable source|Vincenzo De Vit|Biblioteca Comunale di Pisano|Books with Wikidata item|PD Old|PD-scan (PD-old-70)|Supported by Wikimedia CH|Images with extracted images|CC-PD-Mark|All media supported by Wikimedia CH|Supported by InFormAzioni|PD-old missing SDC copyright status|Artworks digital representation of unknown type of work|Books with Wikidata item redundant image|Books with Wikidata item missing institution,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1875; author=Vincenzo De Vit; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tipografia Aldina F. Alberghetti e F.,"https://commons.wikimedia.org/wiki/File:Il_Lago_Maggiore,_Stresa_e_le_Isole_Borromee_-_Vol._1.pdf",Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_hold_incomplete_index_provenance,"Index metadata lacks author, year, or source evidence."
itws-scan:302387,Il laicismo (Riccardi).djvu,https://it.wikisource.org/wiki/Indice:Il_laicismo_(Riccardi).djvu,2896948,File:Il laicismo (Riccardi).djvu,https://commons.wikimedia.org/wiki/File:Il_laicismo_(Riccardi).djvu,24578375,Davide Riccardi,,,,Tipografia e libreria salesiana,Torino,1893,{{IA|RiccardiIlLaicismo}},Davide Riccardi,Internet Archive identifier: RiccardiIlLaicismo,Public domain,pd,Public domain,False,false,Il laicismo (Riccardi)|Books with Wikidata item|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|Scans from the Internet Archive|Artworks digital representation of unclassified work,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1893; author=Davide Riccardi; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tipografia e libreria salesiana,https://commons.wikimedia.org/wiki/File:Il_laicismo_(Riccardi).djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:225098,Il Mistero del Poeta (Fogazzaro).djvu,https://it.wikisource.org/wiki/Indice:Il_Mistero_del_Poeta_(Fogazzaro).djvu,2570181,File:Il Mistero del Poeta (Fogazzaro).djvu,https://commons.wikimedia.org/wiki/File:Il_Mistero_del_Poeta_(Fogazzaro).djvu,14995175,Antonio Fogazzaro,,,,Casa editrice Galli,Milano,1896,{{IA|1896ilmisterodel00fogauoft}},Antonio Fogazzaro,Internet Archive identifier: 1896ilmisterodel00fogauof,Public domain,pd,Public domain,False,false,Author died more than 100 years ago public domain images|1896 books|Works by Antonio Fogazzaro|DjVu files in Italian|Scans from the Internet Archive/unverified|Images with extracted images|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|Books published in Milan|Books published by Casa editrice Galli,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1896; author=Antonio Fogazzaro; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Casa editrice Galli,https://commons.wikimedia.org/wiki/File:Il_Mistero_del_Poeta_(Fogazzaro).djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:316745,Il mortorio di Christo.djvu,https://it.wikisource.org/wiki/Indice:Il_mortorio_di_Christo.djvu,2839430,File:Il mortorio di Christo.djvu,https://commons.wikimedia.org/wiki/File:Il_mortorio_di_Christo.djvu,26587609,Bonaventura Morone,,,,,Venezia,1615,{{OPAL|teatro|image559}},Bonaventura Morone,Opal Torino,Public domain,pd,Public domain,False,false,Opal libri antichi|Author died more than 100 years ago public domain images|PD-old-100-expired|PD-scan (PD-old-100-expired)|DjVu files in Italian|Images with extracted images|CC-PD-Mark|Books without Wikidata item|Bonaventura Morone|1615 books in Italian|1615 books from Venice|Il mortorio di Christo|Sebastiano Combi,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1615; author=Bonaventura Morone; Commons license=Public domain,editor=; translator=; illustrator=; publisher=,https://commons.wikimedia.org/wiki/File:Il_mortorio_di_Christo.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:688177,Il municipio della terza Roma.djvu,https://it.wikisource.org/wiki/Indice:Il_municipio_della_terza_Roma.djvu,3611359,File:Il municipio della terza Roma.djvu,https://commons.wikimedia.org/wiki/File:Il_municipio_della_terza_Roma.djvu,83158523,Edoardo Perino,,,,Edoardo Perino,Roma,1891,http://www.sa-lazio.beniculturali.it/getFile.php?id=250,Comune di Roma,www.sa-lazio.beniculturali.it/getFile.php?id=250,Public domain,pd,Public domain,False,false,Rome in the 19th century|PD-old-70-expired|DjVu files in Italian|CC-PD-Mark|1891 books from Italy|Books published by Edoardo Perino|Italian-language books,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1891; author=Edoardo Perino; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Edoardo Perino,https://commons.wikimedia.org/wiki/File:Il_municipio_della_terza_Roma.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:636555,Il parallelismo di Clifford negli spazii ellittici.djvu,https://it.wikisource.org/wiki/Indice:Il_parallelismo_di_Clifford_negli_spazii_ellittici.djvu,2844908,File:Il parallelismo di Clifford negli spazii ellittici.djvu,https://commons.wikimedia.org/wiki/File:Il_parallelismo_di_Clifford_negli_spazii_ellittici.djvu,75932693,Guido Fubini,,,,Tipografia Successori F.F. Nistri,Pisa,1900,{{IA|ilparallelismod00fubigoog}},Guido Fubini,Internet Archive identifier: ilparallelismod00fubigoog Internet Archive source: Google Books,Public domain,pd,Public domain,False,false,Guido Fubini|1900 books|PD-old-100-expired|Uploaded with IA Upload|PD-scan (PD-old-100-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|Scans from Google Books|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|Published in Pisa,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1900; author=Guido Fubini; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tipografia Successori F.F. Nistri,https://commons.wikimedia.org/wiki/File:Il_parallelismo_di_Clifford_negli_spazii_ellittici.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:361555,Il patrizio e l'artista.djvu,https://it.wikisource.org/wiki/Indice:Il_patrizio_e_l'artista.djvu,2689679,File:Il patrizio e l'artista.djvu,https://commons.wikimedia.org/wiki/File:Il_patrizio_e_l%27artista.djvu,36075612,Antonietta Pozzolini,,,,Tip. Galileiana di M. Cellini e C.,Firenze,1864,{{IA|bub_gb_f7D9TVvxn5IC}},Antonietta Pozzolini,Internet Archive identifier: bub_gb_f7D9TVvxn5IC,Public domain,pd,Public domain,False,false,1864 books|PD-old-70-expired|PD-scan (PD-old-70-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|Books by Antonietta Pozzolini,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1864; author=Antonietta Pozzolini; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tip. Galileiana di M. Cellini e C.,https://commons.wikimedia.org/wiki/File:Il_patrizio_e_l%27artista.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:360452,Il perdono.djvu,https://it.wikisource.org/wiki/Indice:Il_perdono.djvu,2689683,File:Il perdono.djvu,https://commons.wikimedia.org/wiki/File:Il_perdono.djvu,35624833,Antonietta Pozzolini,,,,Tip. Galileiana di M. Cellini e C.,Firenze,1864,{{IA|bub_gb_ugNy821_Mu4C}},Antonietta Pozzolini,Internet Archive identifier: bub_gb_ugNy821_Mu4C,Public domain,pd,Public domain,False,false,1864 books|PD-old-70-expired|PD-scan (PD-old-70-expired)|DjVu files in Italian|Scans from the Internet Archive/unverified|CC-PD-Mark|Scans from the Internet Archive|Books without Wikidata item|PD-old missing SDC copyright status|Books by Antonietta Pozzolini,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1864; author=Antonietta Pozzolini; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Tip. Galileiana di M. Cellini e C.,https://commons.wikimedia.org/wiki/File:Il_perdono.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:209198,Il piacere.djvu,https://it.wikisource.org/wiki/Indice:Il_piacere.djvu,2618141,File:Il piacere.djvu,https://commons.wikimedia.org/wiki/File:Il_piacere.djvu,14153551,Gabriele D'Annunzio,,,,Fratelli Treves Editori,Milano,1894,{{IA|ilpiacere00dangoog}},Gabriele d'Annunzio,Internet Archive,Public domain,pd,Public domain,False,false,1894 books|DjVu files in Italian|PD-old-80-expired|CC-PD-Mark|Books by Gabriele D'Annunzio,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1894; author=Gabriele D'Annunzio; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Fratelli Treves Editori,https://commons.wikimedia.org/wiki/File:Il_piacere.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
itws-scan:46266,Il Politecnico.djvu,https://it.wikisource.org/wiki/Indice:Il_Politecnico.djvu,2862509,File:Il Politecnico.djvu,https://commons.wikimedia.org/wiki/File:Il_Politecnico.djvu,10889641,Carlo Cattaneo,,,,Luigi di Giacomo Pirola. Ristampa anastatica della prima serie di ''Lombardia Risorse'' (1980),Milano,1839,{{Scansione utente}},Carlo Cattaneo,original book scanned by source users,Public domain,pd,Public domain,False,false,Author died more than 100 years ago public domain images|1839 books|PD-scan (PD-old-100)|DjVu files in Italian|CC-PD-Mark|Books by Carlo Cattaneo,Creative Commons Attribution-Share Alike 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.it,Wikisource work period=1839; author=Carlo Cattaneo; Commons license=Public domain,editor=; translator=; illustrator=; publisher=Luigi di Giacomo Pirola. Ristampa anastatica della prima serie di ''Lombardia Risorse'' (1980),https://commons.wikimedia.org/wiki/File:Il_Politecnico.djvu,Attribute Italian Wikisource contributors through the stable work page/history; retain the CC BY-SA 4.0 license link and exact source-scan credit.,MediaWiki/ProofreadPage markup and identified apparatus were removed; spelling and punctuation of retained primary text were preserved.,Processed text remains inactive pending cross-archive and training-lineage freeze; redistributed adaptations must preserve applicable ShareAlike obligations.,2026-08-11T11:01:40Z,rights_pass,Commons marks the exact scan file non-copyrighted/public domain and Wikisource pins CC BY-SA 4.0 transcription terms.
