routing_id,source_unit_id,reference_unit_id,candidate_id,source_group,source_title,poem_author,character_start,character_end,line_count,source_text_sha256,cleaned_character_count,cleaned_sha256,form_evidence,language_evidence,overlap_reference_ids,routing_decision,final_role,activation_status
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0019,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0019,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,17067,18018,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,951,3055c9bfb23c7d162c4c02180d21512a0cdd591c863429adc87ea2ba8a41d8f4,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0074,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0074,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,71648,72641,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,993,1b0d98fd00082688f8f10ab34fbda3efda7786e2085128562ac7c76575f5986a,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0089,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0089,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,97759,98749,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,990,7d4c05d7be0018a951fb5b9f441179bb56997ab4b26bbca64fa3a5551dc6ef25,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0105,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0105,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,113575,114416,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,841,08516045cde6117ee2e14d2e0b8757d5769ba0b90bc4b34516aa48b9251cdcee,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0150,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0150,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,144833,145585,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,752,589cc83bee241a61fc1e131b0a256a29f2d708ae0d8d6b03466c53e4630c3a70,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0206,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0206,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,193221,194174,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,953,8537e00a0cfb29e4c2606dc531c755ab25bee911351f965c63dbbeb71f4dc6bf,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0259,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R00,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R00:block_0259,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,235171,236150,14,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,979,e49f596ab5c2999620f15a08418520ee1e8b2e19d2b866884b4b76efdfdd1ed3,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0010,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0010,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,14225,15180,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,955,6218f7baadfa4a34554912a14eac8e389947722351765ab015c3221cc9798c26,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0045,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0045,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,44327,45198,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,871,a54845eda5b0c853ee1dd2c6186c29615b86820eb4111121660c64a931a374e2,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0137,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0137,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,165731,166630,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,899,c62904a7c1e7eaccc8f8a56d72aabdddddaf6b94e9e1561b683c34b30b581737,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0171,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0171,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,217904,218843,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,939,fe250571d95695229d713b84210f90f24ed5dd4b45e92638293354fddbaad0e7,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0173,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0173,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,219143,220086,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,943,4c6eaa5ada9b2c2791235a0a419085e7d9344f860976e9942ee12c9fb8a1d54e,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0218,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0218,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,274037,274917,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,880,24c26b764e92196e74be10ed8aff402bed71cf49e82942857a7e36ac047dc761,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0271,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0271,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,342998,343906,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,908,ee2a554c7f1b444fca8220e3192dd18262c2bbd3011c6b49564b96078e9cd7a7,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0323,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0323,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,418856,419737,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,881,9f1d9f87f8d011d23c0a8e2fb64dcde45a66d1d3c90a10bff8205bb89874bbf5,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0391,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0391,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,513134,514048,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,914,44d8686e24680f4d59c4afdd6750177306a3892d5a9d4d683882eabfc44041fb,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0480,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0480,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,619143,620056,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,913,169b4cece831a5a577fb344b66fb04e15861167645071fa6ce6ab862b55c74fa,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0483,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0483,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,622647,623494,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,847,c32f439be47ab0f079a33d241df225e2fd74cd98576c56dbba678cae8d5c4f40,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0535,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0535,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,688077,688922,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,845,c3593e8df8f60c26d8737d498c273f2b162c33682117577df023acfaaf9c5613,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0606,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0606,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,783200,784146,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,946,db1e22128c1ac9fa6ea1aafabf2b11ca7939479fdc78a82296aa643ff818536e,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0643,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0643,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,835797,836699,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,902,7c511029a1bf949de81e3fb68041691634d3f8906f5a42e942fcd85b5cd8c90b,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0650,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0650,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,841505,842294,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,789,45ed6ef032341c88497b8755868786b9f25a4116f78357e1804dc905cf876f6c,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0659,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0659,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,848627,849465,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,838,e7d9832f927ed604be0a99893f3cf13cecbcdfa64a16512fc90a121c50e3f1c7,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0672,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0672,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,870684,871479,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,795,75d27a5f7e7ddfa140f0adc7761ebeb5f80e357373668cadc82b0f19fdeaac6d,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0673,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0673,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,871480,872319,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,839,389ecfb0e878b22d0a16dcbaf02778b44520d835b0289bcc9f58a0ec130f8be1,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0678,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0678,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,877072,877938,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,866,8aa9d4e44002dbe4ee4a6dd771aa3e7fc17248526d7b79e6ff0ee6e9767ae3cb,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0733,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R01,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R01:block_0733,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,941752,942685,14,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,933,78226612a3a6b79401c7e197073d8de18471c59a96f8ba90b942b5627ac64483,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0093,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0093,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,111040,112042,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,1002,ca482cb6b12bd28b9481a08e512c8095626a6b407916fcbbe0cd4f000a2389a2,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0175,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0175,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,182023,182959,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,936,40135924bb2ead9e650a08775a0270ea3d62c14e6f089255a8e11def24e0518a,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0223,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0223,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,230074,230939,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,865,4d1c3b883893c0afe7727b917f9eead7ed7f40f7e9b69577b84a689076113867,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0266,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0266,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,274437,275415,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,978,b3cae3dfd81a10cd4d9dab9f426640afb48bb69682b818bc627cc2402c2f83ff,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0332,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0332,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,346453,347408,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,955,2a5b5ee8d4db21d0239b667d167b04a40a8620976bfce469f56b762a65c8b0fa,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0367,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0367,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,376304,377283,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,979,cf443192b23c6a24ebf744cace69265259c405c5c4fda72bdd46df7876ab51bc,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0394,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0394,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,403305,404241,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,936,048d86508f510a127b174db77efee952bf23fbedfadaa4b4d5d8cca274a996c7,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0429,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0429,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,470901,471742,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,841,111cbbfca5fa5e5e11ea86b8cf9cbf9c12e200cfa819930476c7d280c24a15e3,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0637,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0637,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,749075,750031,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,956,27cb701c86f8e6beb3b232de1cdde123d9e7798eaff331371f7ac570a36badbc,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0646,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0646,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,762218,763193,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,975,e662f4ef0e5a45671d6b73df5bd6c1b69cde5d2b58e024321d7f8b5cc19309bd,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0703,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R02,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R02:block_0703,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,830095,830890,14,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,795,49fbaa043c5ba30965f2cea6a7b363e24577f4ccb392be66ad109f31749e45d7,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
