routing_id,source_unit_id,reference_unit_id,candidate_id,source_group,source_title,poem_author,character_start,character_end,line_count,source_text_sha256,cleaned_character_count,cleaned_sha256,form_evidence,language_evidence,overlap_reference_ids,routing_decision,final_role,activation_status
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0D:block_0189,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0D,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0D:block_0189,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Delle cinque piaghe della S.Chiesa,Antonio Rosmini,198581,199313,14,874029dde6dda8ddd547fc3988a32bcbd7229b7f28af333c0526f42ee85d6ef6,732,91061da9e63dcf67806a331a51ae3a78366890e8107706f24c0eaa36ef271f74,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0D:block_0281,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0D,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0D:block_0281,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Delle cinque piaghe della S.Chiesa,Antonio Rosmini,298769,299537,14,874029dde6dda8ddd547fc3988a32bcbd7229b7f28af333c0526f42ee85d6ef6,768,d93f176fd5800112357f18611b0eb4211050fb38f2e2577be8600a69638ca14e,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0D:block_0323,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0D,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0D:block_0323,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Delle cinque piaghe della S.Chiesa,Antonio Rosmini,344362,345135,14,874029dde6dda8ddd547fc3988a32bcbd7229b7f28af333c0526f42ee85d6ef6,773,c5a68f1aed4c73332728d0cb10662486b3763fdbb6273dffc13890168a65dbce,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0125,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0E,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0125,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.I,Antonio Rosmini,161824,162663,14,01fd1aa1f1c4b0bf0cc085cc3e56cb41b3c8f3d127848b1e5979dd91c7936fff,839,e0e28c2eac6cec309ab00edc289d230eb4d10c70b559202ac7f9de73043b33b9,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0156,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0E,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0156,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.I,Antonio Rosmini,194915,195690,14,01fd1aa1f1c4b0bf0cc085cc3e56cb41b3c8f3d127848b1e5979dd91c7936fff,775,21a552356d0980e4be9fae787dbcd4271cb8dd94d7fcf0b41ffb3ccbdf7e877c,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0269,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0E,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0269,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.I,Antonio Rosmini,338245,339068,14,01fd1aa1f1c4b0bf0cc085cc3e56cb41b3c8f3d127848b1e5979dd91c7936fff,823,17aacb3fcd6e80c28a0dbdd470768d182fece4729b1218298794eff47df9ebf9,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0358,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0E,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0358,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.I,Antonio Rosmini,439832,440623,14,01fd1aa1f1c4b0bf0cc085cc3e56cb41b3c8f3d127848b1e5979dd91c7936fff,791,1514b64248640970dc4ef692a512b225e7af83c86710e37d62d136c0297849c4,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0359,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0E,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0E:block_0359,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.I,Antonio Rosmini,440624,441402,14,01fd1aa1f1c4b0bf0cc085cc3e56cb41b3c8f3d127848b1e5979dd91c7936fff,778,e4b28143fef6ca5bfb345dba454b28cc5440254d3c41df07d7c516e3331cd206,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0F:block_0060,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0F,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0F:block_0060,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.II,Antonio Rosmini,78366,79176,14,14556a7c74311c44f178b97827c790c5a3a6090d40d0973dc148ff9ee7d22597,810,07cd445cfb33fd42fb922ca95268001548325b3be1f32ad155fbb0be76d00f8b,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0F:block_0064,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0F,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0F:block_0064,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.II,Antonio Rosmini,82638,83432,14,14556a7c74311c44f178b97827c790c5a3a6090d40d0973dc148ff9ee7d22597,794,7ca25c0acdf9b4de9bbbbc181eefa94debc5d7812347a6cf956ab4fd71633f8c,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0F:block_0129,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0F,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0F:block_0129,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.II,Antonio Rosmini,165674,166455,14,14556a7c74311c44f178b97827c790c5a3a6090d40d0973dc148ff9ee7d22597,781,4bd0bad991536c7451ed482545effc3207037d17321338845132a07f7541f267,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0G:block_0069,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0G,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0G:block_0069,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.III,Antonio Rosmini,106082,106880,14,7e7a2192cd1593a6fd65bcbae85aed1e8552107b6ac79bddf654b78a9c12382b,798,bf56584475027862bde4685b8c365f6e996b8a58a1e8b515e19038ebdd30058a,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0G:block_0147,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0G,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0G:block_0147,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.III,Antonio Rosmini,197611,198421,14,7e7a2192cd1593a6fd65bcbae85aed1e8552107b6ac79bddf654b78a9c12382b,810,45477182f445fea8ff885b5441fb0dd8583bbde7489748ab9df2e199983be763,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0H:block_0007,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0H,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0H:block_0007,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.IV,Antonio Rosmini,5710,6485,14,c7a5276474f6aa36faabf73f07b7c7f5e0778ee20039b1d6f64bb63174ea4c19,775,bd111826eac3c325a33c2f7defde680fd61b57411d291a84fcd47bc4093253d1,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0H:block_0030,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0H,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0H:block_0030,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.IV,Antonio Rosmini,35107,35908,14,c7a5276474f6aa36faabf73f07b7c7f5e0778ee20039b1d6f64bb63174ea4c19,801,fdae3134e329aa8632024cb75407cef2f3af508bdd26288af7e402daeee4ac3b,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0025,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0025,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,28769,29633,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,864,a26adc4c312d3a0e7b8649dc18e901b9cc37231221da0b7e522c49cfcc57b019,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0088,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0088,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,101344,102080,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,736,25822fcbe62ccb6b9d7681ad5d7047ba50ca0e8172d9ac886421eacd4cc6f690,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0113,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0113,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,125482,126244,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,762,19bfad21932aa710f7ef88f80150d409d0e57b95a35db8c1e052bc917b294235,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0117,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0117,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,128895,129715,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,820,d7f1a165fe53e5cd86c62567a7b246c047e1dd945c0c0de7cea2eef8db40808e,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0120,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0120,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,131752,132510,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,758,7533ea6995fb7e5fd8eefa225665f2d0fb1bd63f5d95ac2441edf4e636441ca7,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0121,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0121,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,132511,133339,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,828,25fec8dbe0e1d83384309b1e0d0ae9da69fe2a675a1133faae446f4afd798e25,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0128,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0128,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,140740,141580,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,840,1c8cf0ec7ea16c5b3ca8a4c8f2566e70f52ed0099e84a176b5a6ce798f2165fc,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0331,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0331,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,326112,326953,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,841,63bd3cb168a04498b3885208d28c3d92d4648cf85552113bea274d40edb7fc11,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0367,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0367,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,363195,363840,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,645,512ee6639c2f9bbf116813b0c00db8bf5c7d589041be5a3fec81d7a877b9265c,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0415,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0415,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,404816,405567,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,751,5c9545fbdf9430360a535b99d24f153a055426c27b4e20fb9885b278ba6650f5,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0418,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0418,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,407282,408130,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,848,a0f9819569daa5d64715f3c6171047cfaf372bdc963b1e9f0acd15f30d1ebf0b,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0445,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0445,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,436546,437342,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,796,f40218b7dbdbf33f1d8939b8dea695d027431e77af1ec98144916c1a1a9c6308,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0459,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0459,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,446227,446976,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,749,7e39fa19c03ead03ac4e8e446a2567964b693ae535f4dd9db44f0bc63bd62e4d,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0493,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0493,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,474508,475374,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,866,90b0f0cead5e44e87d7c72caba961215dd30495fc41fd8c4f10963978a2cbaa5,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0529,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0529,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,522928,523776,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,848,7fb7a886f7d18d0770aebb91f390133e1f32e4a5c0336a3ebb43093927c19ecc,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0607,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0607,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,590699,591442,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,743,531cdda2d8bf1d6fb3881f30672ee5ddee59ba6fce8903043d6fbdbd2fce7ae4,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0636,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0636,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,618977,619748,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,771,ade69309282a1d2753d7dfc5879b58f97eff317e46fbbbdf4f3cfed1682f4234,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0675,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0675,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,658399,659257,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,858,f07595a0d7f2667f66bc991d169394573498957ac8159db9b720128a92161ba0,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0684,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0684,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,668630,669534,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,904,b64cd9176bb3c852402467882deb631f1c48980c6cf37fd0232150a0ea8bb99a,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0688,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0688,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,673749,674565,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,816,9fa43ed742f260ac35bf7fa0e2afc56d17f84e52d40c096c5d98c514800409e8,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0832,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0832,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,799229,800057,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,828,f01b0c9d1def612c3fdb9fcd7200f375c9abc428734533575455fc93bde805fe,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
route:ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0870,ilc_ota:record:ilc_rosmini:Antonio_Rosmini_R0I,,ilc_ota:sonnet:ilc_rosmini:Antonio_Rosmini_R0I:block_0870,ilc_ota,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,841448,842156,14,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,708,217a346bf79137e263baffe00319881b43accf6db8f7986fcc272accc45d9323,raw 14-line blank-separated block; full-length sonnet layout failed,checkpoint-6D standard-Italian unit gate,,hold_14_line_block_insufficient_sonnet_or_attribution_evidence,conditioned_or_inactive_hold,inactive_hold
