ebook_id,title,authors,author_birth_years,author_death_years,subjects,bookshelves,preliminary_role,period_bucket,inventory_status,landing_page_url,plain_text_url,fetched_url,cache_status,fetch_error,raw_character_count,cleaned_character_count,gutenberg_release_years,date_evidence_json,language_variety_evidence_json,selected_evidence_kind,selected_evidence_year_start,selected_evidence_year_end,selected_evidence_text,evidence_confidence,resolved_period_bucket,resolved_role,automatic_decision,resolution_status,manual_review_reasons,resolution_pass,authoritative_evidence_json,authoritative_selected_source,authoritative_record_id,authoritative_evidence_url,authoritative_evidence_year_start,authoritative_evidence_year_end,authoritative_evidence_text,authoritative_method,authoritative_confidence,authoritative_retrieved_at,authoritative_cache_sha256s,final_period_bucket,final_role,final_decision,final_resolution_status,final_activation_class,final_exclusion_reason
51624,Dallo Stelvio al mare,"Bontempelli, Massimo",1878,1960,"Bontempelli, Massimo, 1878-1960;Soldiers -- Italy -- Biography;War correspondents -- Italy -- Biography;World War, 1914-1918 -- Campaigns -- Italy;World War, 1914-1918 -- Journalists -- Biography;World War, 1914-1918 -- Personal narratives, Italian",Category: History - Warfare;Category: Novels;IT Storia,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/51624,https://www.gutenberg.org/ebooks/51624.txt.utf-8,https://www.gutenberg.org/ebooks/51624.txt.utf-8,hit,,283723,264133,2016;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""137f46ff6a3018b8443a654a4351b9fc640e0b7376242a09e7fd5965293ddcfc"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Dallo Stelvio al mare'; total=2; inspected=2; direct_matches=2"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""TO00752529"",""url"":""https://opac.sbn.it/bid/TO00752529"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""23c9fdcb3f8240c10e982641f350b01a7bd7b8709ed7da028cf1391f00a284fe"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1915,""year_end"":1915,""text"":""Bontempelli, Massimo <1878-1960> | Dallo Stelvio al mare / Massimo Bontempelli | Firenze : Bemporad & figlio : Libreria A. Beltrami, stampa 1915"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""cb5ba92d04f7a7847246058e896a151c26b62fa873a3c3edcf1eaf1d2de3cc86"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Dallo Stelvio al mare'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,22ff0842a4abb1bbd0251b80beb5b4427b7db4ae60af8b4db508e2efb253f17f;535472aeb9cac1d0c600844d7789fff251a6b18da89b69c71d0d3fed82cdf6fd;570b3cd68486099620df22a4a69fc1fb71be825339f37cf1f07286d786a07e4a,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
52744,Il trampolino per le stelle: Tre dialoghi e due racconti,"D'Ambra, Lucio",1880,1939,Italian fiction,Category: Novels;IT Narrativa varia;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/52744,https://www.gutenberg.org/ebooks/52744.txt.utf-8,https://www.gutenberg.org/ebooks/52744.txt.utf-8,hit,,348330,328579,2016;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""d4b09c40e450a395b9f4d38b9178c8ebcf8cb321c5ff715601826fa39eac15e3"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Il trampolino per le stelle'; total=3; inspected=3; direct_matches=3"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""CUB0017389"",""url"":""https://opac.sbn.it/bid/CUB0017389"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""9e587d9594dc030471e8066a2fbeb31d7f5ec06ea1d484a99e70f8999eb974c0"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1922,""year_end"":1922,""text"":""D'Ambra, Lucio <1880-1939> | Il trampolino per le stelle : Tre dialoghi e due racconti | Bologna-Rocca S. Casciano : L. Cappelli, 1922"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""41169fbe063c1c3d1bf08565c1db604e5d268d5d54f322de6b5027211ab235c2"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Il trampolino per le stelle'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,0f9a4c8edac474a37496b63e79bb0c61a0dbb8cf08251d3f68d2e0bf15e80d04;5d53840d73eb75a2ee1259660ddba9cb083fee5e38100d4e1604b20a10aeb492;b1b8f805d5f6d3620abf6a067dec0ecd66d0c75ea7bfd0293ba128f67b9e9582,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
53110,"Trattato generale di Archeologia e Storia dell'Arte: Italica, Etrusca e Romana","Gentile, Iginio;Ricci, Serafino",1843;1867,1893;1943,"Art, Etruscan;Art, Italic;Art, Roman;Classical antiquities;Etruria -- Antiquities;Italy -- Antiquities;Rome -- Antiquities",Category: Archaeology & Anthropology;Category: Art;Category: History - Ancient;IT Archeologia e Storia dell'arte,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/53110,https://www.gutenberg.org/ebooks/53110.txt.utf-8,https://www.gutenberg.org/ebooks/53110.txt.utf-8,hit,,601389,581589,2016;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1901,""year_end"":1901,""text"":""ULRICO HOEPLI | EDITORE-LIBRAIO DELLA REAL CASA | MILANO | 1901 | PROPRIETÀ LETTERARIA | TIP. A. LOMBARDI di V. BELLINZAGHI | MILANO — 7. FIORI OSCURI 7. — MILANO"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""024e867ab3a9f5d822e8623a9a70fe8298347cb85d773d0df2a9fea6fb1b576d"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title=\""Trattato generale di Archeologia e Storia dell'Arte\""; total=6; inspected=6; direct_matches=6"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""LEK0012780"",""url"":""https://opac.sbn.it/bid/LEK0012780"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""002f90be837b47783fe79a23373671aaf3d6e2fd51302cc4519a4ead426f4094"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1901,""year_end"":1901,""text"":""Gentile, Iginio  Ricci, Serafino <1867-1943> | Atlante complementare di 79 tavole a illustrazione del Trattato generale di archeologia e storia dell'arte italica, etrusca e romana / del prof. I. Gentile, ora interamente rifatto dal prof. dott. Serafino Ricci | Milano : Hoepli, 1901"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""dc9cfc82fc21cf7dd156a9fc78658e8cd1fb9793e43b751c7e55ce813d0f2a8f"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for \""Trattato generale di Archeologia e Storia dell'Arte\""."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,1f09c261fe59c45288099c35377e5f0555a70255293714f8c18d49238a0ca074;9ca4b13acbe74d4fcbcfa601f5f2d39d467dad65684f5502bd1a27e6421e2817;c8fec8fe26fb61173263b0a33fe0d2d54b8276a80ad31eaee34631463deab885,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
53184,Le Novelle della Pescara,"D'Annunzio, Gabriele",1863,1938,"Italian fiction -- 20th century;Italy -- Social life and customs -- Fiction;Short stories, Italian",Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/53184,https://www.gutenberg.org/ebooks/53184.txt.utf-8,https://www.gutenberg.org/ebooks/53184.txt.utf-8,hit,,526732,507102,2016;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1904,""year_end"":1904,""text"":""IL CERUSICO DI MARE. | MILANO | FRATELLI TREVES, EDITORI. | 1904 | Settimo migliaio. | PROPRIETÀ LETTERARIA | _I diritti di riproduzione e di traduzione sono riservati"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""3cda666aaa3076da5b23c072acf22a5c113e9eadab8dfc99c6e619a0212644a0"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Le Novelle della Pescara'; total=110; inspected=50; direct_matches=33"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""NAP0921669"",""url"":""https://opac.sbn.it/bid/NAP0921669"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""307b3904d34991fe9599131e4e388c7c65c2cace4cd7424347b00f90135001bd"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1902,""year_end"":1902,""text"":"" | {Opere di Gabriele D'Annunzio}  Le novelle della Pescara : La vergine Orsola, La vergine Anna, Gli idolatri, L'eroe, La veglia funebre, La contessa d'Amalfi, La morte del duca d'Ofena, Il traghettatore, L'agonia, La fine di Candia, La fattura, I marenghi, La madia, Mungia, La guerra del ponte, Turlendana ritorna, Turlendana ebro, Il cerusico di mare / Gabriele d'Annunzio | Milano : Treves, 1902"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":""Q3828889"",""url"":""https://www.wikidata.org/wiki/Q3828889"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""e7e163416cdb7ed2feffa5c9188b73735de6e75fb457701583a3d790bc26eb92"",""method"":""wikidata_p577_title_author_match"",""year_start"":1902,""year_end"":1902,""text"":""Le novelle della Pescara | raccolta di racconti di Gabriele D'Annunzio | P577=[1902]"",""confidence"":""medium"",""decisive"":true}]",wikidata,Q3828889,https://www.wikidata.org/wiki/Q3828889,1902,1902,Le novelle della Pescara | raccolta di racconti di Gabriele D'Annunzio | P577=[1902],wikidata_p577_title_author_match,medium,2026-08-10T12:48:52+00:00,29ccef3c6ed5cbfbc078ebd9eb75c6a3bde5db0e015ec0ff87d6b4fdb91db144;890c963648c583bf1c4989028dadd44ff4824a172e1d8a1b1b53875c29046e14;a07d5f67f1f8629808c79fbb950f55af56c1fbbeecede521c17649c415686b38;d179355c7aaf2c0ee2ad944f5087bb8a597431553ebd0a22ab09ea01b6fbaced,post_1900_excluded,excluded_post_1900_original_text,exclude_post_1900_original_text,pass_1b_authoritative_resolved,excluded,authoritative_date_after_1900
53208,Momenti: Liriche,"Aleramo, Sibilla",1876,1960,Italian poetry -- 20th century,Category: Poetry;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/53208,https://www.gutenberg.org/ebooks/53208.txt.utf-8,https://www.gutenberg.org/ebooks/53208.txt.utf-8,hit,,77774,58280,2016;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1921,""year_end"":1921,""text"":""LIRICHE | FIRENZE | R. BEMPORAD & FIGLIO, EDITORI | MCMXXI | PROPRIETÀ LETTERARIA | DEGLI EDITORI R. BEMPORAD & FIGLIO | I diritti di riproduzione e traduzione son riservati per tutti i paesi,"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""8634fff6d99310ed060a6144b274a066b44f0c5aafa2310c18d02e2cc9a6dc65"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Momenti'; total=2; inspected=2; direct_matches=2"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""RML0089682"",""url"":""https://opac.sbn.it/bid/RML0089682"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""7e6480a9f3b87973e607242138d7814fefdcc2750253d26de2ed452b25369a15"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1921,""year_end"":1921,""text"":""Aleramo, Sibilla | Momenti : liriche / Sibilla Aleramo | Firenze : R. Bemporad & figlio, 1921"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""ad16ed4c48130a14afb795b3d314b8f1c6305af0acb4f17a5d48cc190b177faf"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Momenti'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,0fec65aabd0b1fb351626366bb039d4c3daec19a9026a66d1e5915c070c839de;6d84cd873a3408a949cd91af66c85ade5c92bad5c5e1ba64717fa11b58278f22;d1e977db8be4fe16c975a3bb949755bcb04018212f500357bb3932fdede917c4,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
53287,L'Incendiario; col rapporto sulla vittoria futurista di Trieste,"Palazzeschi, Aldo",1885,1974,Futurism (Literary movement) -- Italy;Italian poetry -- 20th century,Category: French Literature;Category: Novels;IT Poesia,historical_non_sonnet_poetry_candidate,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/53287,https://www.gutenberg.org/ebooks/53287.txt.utf-8,https://www.gutenberg.org/ebooks/53287.txt.utf-8,hit,,200120,180414,2016;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1910,""year_end"":1910,""text"":""EDIZIONI FUTURISTE | DI “POESIA„ | MILANO — VIA SENATO, 2 | 1910 | Opere di ALDO PALAZZESCHI: | _Poesia_: | I CAVALLI BIANCHI — (Esaurito)."",""confidence"":""medium""}]","{""marker_counts"":{""sicilian"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""a61cc9ab100a80b6ae29f5da995c332c3477a500ba39758162abc394eaa1b21f"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title=\""L'Incendiario; col rapporto sulla vittoria futurista di Trieste\""; total=1; inspected=1; direct_matches=1"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""UFI0236731"",""url"":""https://opac.sbn.it/bid/UFI0236731"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""cc6df529b391033223c999ebb180b25641eed9c43543df447f9e4a1dbfa8a3fa"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1910,""year_end"":1910,""text"":""Palazzeschi, Aldo | L'incendiario : col rapporto sulla vittoria futurista di Trieste / Aldo Palazzeschi | Milano : Edizioni Futuriste di \""Poesia\"", 1910"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""9f3c964a0021c9335f47b314b667b2b01d35eafe324350758b3cf96c2ec94458"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for \""L'Incendiario; col rapporto sulla vittoria futurista di Trieste\""."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,a4d665bdc96d357890e1e1b1276179553513c897fc893c5bb8ae1a96e09422ca;ec738de5d1ef8e0643e691f2fefbc1a840e6724f908336bcc66fde26adefb25d;f0327cc6961bd072eab369260383d321beeb8b9c101fc7ee1c1be1d43111fa87,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
53350,Il Falco (Cronaca del 1796),"Varaldo, Alessandro",1876,1953,"First Coalition, War of the, 1792-1797 -- Campaigns -- Italy -- Fiction",Category: Historical Novels;IT Romanzi storici,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/53350,https://www.gutenberg.org/ebooks/53350.txt.utf-8,https://www.gutenberg.org/ebooks/53350.txt.utf-8,hit,,372297,352731,2016;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""e83133c4fee68286a57c7e790418fd5457db048d394c32778ca084ce415e0538"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Il Falco (Cronaca del 1796)'; total=5; inspected=5; direct_matches=4"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""RAV0224328"",""url"":""https://opac.sbn.it/bid/RAV0224328"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""57a1a06a18511ccc8472734ccecb550050cfe399452635caa2102445c13574ac"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1922,""year_end"":1922,""text"":""Varaldo, Alessandro | 1: Il falco : cronaca del 1796 / Alessandro Varaldo | Milano ; Roma : A. Mondadori, c1922"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""c99093ab2d45127a2a934dc7ec2173bf153474eeef6d74307bb0ccb81fd0eaee"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Il Falco (Cronaca del 1796)'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,09c8d9587c7c514bed02440a521cfe8e87dc016a62afa9ebe88d7d77e4c9fc40;7f474f42cfacf94fc16304b0d3c0bde1534010501ba17e0b1070d5ba040e554b;f34882f4787554ac89b9e81f20b2533dfc0e3287fac662b33a8854b35fe39143,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
53471,"Il ""Damo viennese"": Romanzo","D'Ambra, Lucio",1880,1939,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/53471,https://www.gutenberg.org/ebooks/53471.txt.utf-8,https://www.gutenberg.org/ebooks/53471.txt.utf-8,hit,,307826,288263,2016;2024,[],"{""marker_counts"":{""neapolitan"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""950a95fb1e9c76092a5baeaaaca10685d28fa591b323d29f7e0fa27ecffc04c7"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Il \""Damo viennese\""'; total=7; inspected=7; direct_matches=7"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""CUB0017381"",""url"":""https://opac.sbn.it/bid/CUB0017381"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""69faf540bca4d6755812892857d26101db88a4f16f5400d733f1ffc7c45e3b87"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1918,""year_end"":1918,""text"":""D'Ambra, Lucio <1880-1939> | Il 'Damo viennese' : romanzo / Lucio D'Ambra | Rocca S. Casciano : Cappelli, stampa 1918"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""fbcd2d45605f445ec06c1318cdd0771666a9b104e368d10daae508ba74684203"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Il \""Damo viennese\""'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,6219ad575e8773edff3f5c69fc1cbf2a014cd9201fdc801c104e1153fb6eb6c0;df798c415506b902933b55cd74b450882bee9b4846c1ed7b7bc5a966ec5130c8;fe15af74afcdce461d7e0c2f973a024565049d177384736871272c92d38f7781,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
54178,La vita operosa: Nuovi racconti d'avventure,"Bontempelli, Massimo",1878,1960,Italian fiction -- 20th century,Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/54178,https://www.gutenberg.org/ebooks/54178.txt.utf-8,https://www.gutenberg.org/ebooks/54178.txt.utf-8,hit,,237866,218251,2017;2024,[],"{""marker_counts"":{""milanese"":1},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""0abb9e10a0ecfc76f598f8823c9946343b55f90ae11c0213fe73f5a2c295311b"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='La vita operosa'; total=16; inspected=16; direct_matches=14"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""UFI0260236"",""url"":""https://opac.sbn.it/bid/UFI0260236"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""957e7d0a13535b0acb882fada5c45f6edb143ee9fdcc18e6342ae0a4fe584b7d"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1921,""year_end"":1921,""text"":""Bontempelli, Massimo <1878-1960> | La vita operosa : nuovi racconti d'avventure / Massimo Bontempelli | Firenze : Vallecchi, stampa 1921"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":""Q3824995"",""url"":""https://www.wikidata.org/wiki/Q3824995"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""4e00196fec9015a654339bca344c60625eca12dffcc256e9a2bdf34a7fa9c536"",""method"":""wikidata_p577_title_author_match"",""year_start"":1921,""year_end"":1921,""text"":""La vita operosa | romanzo scritto da Massimo Bontempelli | P577=[1921]"",""confidence"":""medium"",""decisive"":true}]",wikidata,Q3824995,https://www.wikidata.org/wiki/Q3824995,1921,1921,La vita operosa | romanzo scritto da Massimo Bontempelli | P577=[1921],wikidata_p577_title_author_match,medium,2026-08-10T12:48:52+00:00,0c52e9364c16b89ca287d06f0874809ed76e897acc017a9f2701156ef7189a21;1f9d875214d5efd116df53cba93f1a4e40ac055a42af2fa45d924d08e9c54daa;3909df19b8ee3e687cfc60100c4d53dd4dc807b36933b2917ebdec76fa4b45b1;8271df0c771d1df1a6d1683e41ad3892a968698ae5faa5e38fde38b4127c08a1,post_1900_excluded,excluded_post_1900_original_text,exclude_post_1900_original_text,pass_1b_authoritative_resolved,excluded,authoritative_date_after_1900
54352,Istruzioni popolari per la buona tenuta dei bachi da seta,"Poggi, Tito",,,Sericulture,Category: How To ...;Category: Science - Earth/Agricultural/Farming;IT Agraria,date_and_role_review,unknown,review_missing_period_evidence,https://www.gutenberg.org/ebooks/54352,https://www.gutenberg.org/ebooks/54352.txt.utf-8,https://www.gutenberg.org/ebooks/54352.txt.utf-8,hit,,46200,26591,2017;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1901,""year_end"":1901,""text"":""al prezzo di Cent. 20 | VERONA | STABILIMENTO TIPO-LIT. P. APOLLONIO | 1901. | AI BACHICULTORI VERONESI | La =quantità= e la =qualità= dei bozzoli (gallette) dipendono dalla | =buona semente= e dal =modo di tenere i bachi e di fare il bosco=."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""bd18547eb187d389bddd7116008b82db13d1ed82ad37afa7418c4a75f2e8bb3d"",""method"":""sbn_title_author_search_no_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Istruzioni popolari per la buona tenuta dei bachi da seta'; total=0; inspected=0; direct_matches=0"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T13:09:10+00:00"",""payload_sha256"":""f9e88aa73673e74a1251b9e1c973dfa35480ba937f7c80cac5cfb825c440e500"",""method"":""sbn_title_author_search_no_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Istruzioni popolari per la buona tenuta dei bachi da seta'; total=0; inspected=0; direct_matches=0"",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,25e6029a741cfe37dbbd680039b2ef393fee6dc482ea9ef75c7449d0c4db6849;28c0283ed707324acfc70a3fdb9ea1b11bdbe828a6e3c19e7a3f20f0c039c1fc,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,no_direct_sbn_title_author_match
