ebook_id,title,authors,author_birth_years,author_death_years,subjects,bookshelves,preliminary_role,period_bucket,inventory_status,landing_page_url,plain_text_url,fetched_url,cache_status,fetch_error,raw_character_count,cleaned_character_count,gutenberg_release_years,date_evidence_json,language_variety_evidence_json,selected_evidence_kind,selected_evidence_year_start,selected_evidence_year_end,selected_evidence_text,evidence_confidence,resolved_period_bucket,resolved_role,automatic_decision,resolution_status,manual_review_reasons,resolution_pass,authoritative_evidence_json,authoritative_selected_source,authoritative_record_id,authoritative_evidence_url,authoritative_evidence_year_start,authoritative_evidence_year_end,authoritative_evidence_text,authoritative_method,authoritative_confidence,authoritative_retrieved_at,authoritative_cache_sha256s,final_period_bucket,final_role,final_decision,final_resolution_status,final_activation_class,final_exclusion_reason
42335,Novelle d'ambo i sessi,"Panzini, Alfredo",1863,1939,"Italian fiction;Short stories, Italian",Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42335,https://www.gutenberg.org/ebooks/42335.txt.utf-8,https://www.gutenberg.org/ebooks/42335.txt.utf-8,hit,,211846,192216,2013;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""badacf857aa288d2c6c1a9a0198d8bc4f0beebdfabe21c50a7c4fc4781561874"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title=\""Novelle d'ambo i sessi\""; total=7; inspected=7; direct_matches=5"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""RAV0228344"",""url"":""https://opac.sbn.it/bid/RAV0228344"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""d52b9b890b0801c09013b78c1433f80f5e14b74decfb2d0e571c836d3e0d7527"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1918,""year_end"":1918,""text"":""Panzini, Alfredo | Novelle d'ambo i sessi / Alfredo Panzini | Milano : Treves, 1918"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":""Q63617171"",""url"":""https://www.wikidata.org/wiki/Q63617171"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""9d4939bd9be2d1a0ec298e717ff535b61c188bb75c24cde294f9ecd18bb8e7ac"",""method"":""wikidata_p577_title_author_match"",""year_start"":1919,""year_end"":1919,""text"":""Novelle d'ambo i sessi | libro di Alfredo Panzini | P577=[1919]"",""confidence"":""medium"",""decisive"":true}]",wikidata,Q63617171,https://www.wikidata.org/wiki/Q63617171,1919,1919,Novelle d'ambo i sessi | libro di Alfredo Panzini | P577=[1919],wikidata_p577_title_author_match,medium,2026-08-10T12:48:52+00:00,2a21383cc2a5c9a8b2b9148d9639dae61d4da2fb892ffb71920adb05ca84e2f3;6f8fc1f73b31559fd16a9d726730b824eb0af0cef9436d3d488a03087eff49bd;a15c0804c8f10d84618d6bdf81d8d4e2f15f25aeb824a9b5b1f5947efc76182b;c5bb2b62c80f3ec16389dd1149224fa6ad2d2c3d160ef04174f5a82ac621f7ca,post_1900_excluded,excluded_post_1900_original_text,exclude_post_1900_original_text,pass_1b_authoritative_resolved,excluded,authoritative_date_after_1900
42347,Viaggio di un povero letterato,"Panzini, Alfredo",1863,1939,Italian fiction -- 20th century,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42347,https://www.gutenberg.org/ebooks/42347.txt.utf-8,https://www.gutenberg.org/ebooks/42347.txt.utf-8,hit,,258541,238870,2013;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""2ab58feaa9fe8e2a4ba7f14ca100867dff3099d50ea16494e2565596a806b665"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Viaggio di un povero letterato'; total=22; inspected=22; direct_matches=14"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""USM1406447"",""url"":""https://opac.sbn.it/bid/USM1406447"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""8f73d6d1542336f7154a4f66d8171cde3d39fafc3f1aa362d915d3c0ef94ac15"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1919,""year_end"":1919,""text"":""Panzini, Alfredo | Viaggio di un povero letterato / Alfredo Panzini | MIlano : Treves, 1919"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":""Q63617174"",""url"":""https://www.wikidata.org/wiki/Q63617174"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""18f8a4d10b683e92ca88702bff0a5630b874b76f1a54787dcfa1a47e9d08d9cd"",""method"":""wikidata_p577_title_author_match"",""year_start"":1919,""year_end"":1919,""text"":""Viaggio di un povero letterato | opera di Alfredo Panzini | P577=[1919]"",""confidence"":""medium"",""decisive"":true}]",wikidata,Q63617174,https://www.wikidata.org/wiki/Q63617174,1919,1919,Viaggio di un povero letterato | opera di Alfredo Panzini | P577=[1919],wikidata_p577_title_author_match,medium,2026-08-10T12:48:52+00:00,064db6ac344557d28c76c27eca6021971d51935b3ea49e2c6e6d014d5a3600a9;2c80d4b85abe8fca401f08ed56baed68a85236077587b43ea2fb9f0a3e162d56;ef0d5bf270bc7850faba19da5eb33ddc550467c61815a2d7746b4e6f797203e1;f50275b5f87acb6a320e4a805d09a98c37ae873f12f1544263c8e6fb13b36a18,post_1900_excluded,excluded_post_1900_original_text,exclude_post_1900_original_text,pass_1b_authoritative_resolved,excluded,authoritative_date_after_1900
42387,Casta diva,"Rovetta, Gerolamo",1854,1910,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42387,https://www.gutenberg.org/ebooks/42387.txt.utf-8,https://www.gutenberg.org/ebooks/42387.txt.utf-8,hit,,356064,336552,2013;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1909,""year_end"":1909,""text"":""MILANO | CASA EDITRICE BALDINI, CASTOLDI & C. | Galleria Vittorio Emanuele, 17 e 80 | 1909 | PROPRIETÀ LETTERARIA | _I diritti di riproduzione e di traduzione sono riservati per tutti i | Paesi, compresi il Regno di Svezia e Norvegia_."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""1dc3d2b573febf386770914fea73fcda59749e00e36e504524d942c56aaf8883"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Casta diva'; total=7; inspected=7; direct_matches=7"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""CUB0565215"",""url"":""https://opac.sbn.it/bid/CUB0565215"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""477f48882fbb34158fe1174aa05a14072c9e42b402b7b3620209b2ae850f89a6"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1903,""year_end"":1903,""text"":""Rovetta, Gerolamo | Casta diva / Gerolamo Rovetta | Milano : Baldini, Castoldi, 1903"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""7070af096f168d961cda2f98efc4110fe1b3b925dbc82d21a14951b88f4056a2"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Casta diva'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,b1f560f02c66088febb886872da41f3503e67c56e81f692aa93e7b9cd4466798;c111204cd94cce8f3738d41d2f46216d8002be13062a8ef4f801b28482aa9221;df3186a7098c93506217a0034144ecbe62200a47a0ed12cb07dd3b70467c6b5d,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
42418,"Donne, madonne e bimbi","Panzini, Alfredo",1863,1939,"Italian fiction -- 20th century;Short stories, Italian",Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42418,https://www.gutenberg.org/ebooks/42418.txt.utf-8,https://www.gutenberg.org/ebooks/42418.txt.utf-8,hit,,267420,247787,2013;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1921,""year_end"":1921,""text"":""E BIMBI | MILANO | FRATELLI TREVES, EDITORI | 1921 | Sesto migliaio. | PROPRIETÀ LETTERARIA. | _I diritti di riproduzione e di traduzione sono riservati per tutti i"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""b6392e21708a0fed66b275c19fa5c50f72e9d5673b25aadd2ddecb5ed09ea330"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Donne, madonne e bimbi'; total=6; inspected=6; direct_matches=4"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""LO10370399"",""url"":""https://opac.sbn.it/bid/LO10370399"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""dbf6b7399a0059d3172467c0d6ff8870bbdbb87b2ffff48cbf88a89dddc01b6a"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1914,""year_end"":1914,""text"":""Panzini, Alfredo | Donne, madonne e bimbi / Alfredo Panzini | Milano : Studio editoriale lombardo, 1914"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""73d2498a70f54d71b9cdd77435a14c264f29079a7bedd025d742c55ffa95490c"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Donne, madonne e bimbi'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,a45ec099d4dd9d48d65c251f3c73e149a10614051f41c4a1fd4a804401b85d89;c2d4391dd333e03efcc4bd281d02dd57bb4b8e2bb3633078a806e86489d950a5;fe7ec05c7d7874788de3ee0ade5e146c00a82836dc1960cade74fa56cb8c44ce,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
42448,La distanza: commedia in tre atti,"Lopez, Sabatino",1867,1951,Comedy plays;Italian drama -- 20th century,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42448,https://www.gutenberg.org/ebooks/42448.txt.utf-8,https://www.gutenberg.org/ebooks/42448.txt.utf-8,hit,,153903,134318,2013;2024,"[{""kind"":""copyright_year"",""year_start"":1922,""year_end"":1922,""text"":""Copyright by Sabatino Lopez, 1922."",""confidence"":""medium""},{""kind"":""title_page_edition_year"",""year_start"":1922,""year_end"":1922,""text"":""COMMEDIA IN TRE ATTI | MILANO | FRATELLI TREVES, EDITORI | 1922 | =Secondo migliaio.= | PROPRIETÀ LETTERARIA. | _I diritti di riproduzione e di traduzione sono riservati per tutti i"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""e544ab22ab873812b1b5896a83bcf2ed4df8b2adddac2686c918124f0ae644a6"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='La distanza'; total=1; inspected=1; direct_matches=1"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""LIA0001065"",""url"":""https://opac.sbn.it/bid/LIA0001065"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""b43c741299814537a692d935bb0aa806b3c66c6438da905dd584349c3ab9499e"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1922,""year_end"":1922,""text"":""Lopez, Sabatino | La distanza : commedia in tre atti / Sabatino Lopez | Milano : Fratelli Treves, 1922"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""dbc4a236edbc761213eb798e204026a13f73c6c0464d13e1746e473edc475fed"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'La distanza'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,3ba29dd14fdb5fb78d8dbd2fb7b04a062e7edcdb7b244f8d13ae3f2a74371bc2;ca6f30e776c003c1cd6f31681ab27aefa334ee94d36e9ba92ecb4bd0d3b2d8f7;cf78cea5d453829d77188e16a8b7d5893b99adb56ac10a4b34b6903a9963075a,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
42610,Come l'onda... Novelle,"Capuana, Luigi",1839,1915,"Fiction;Short stories, Italian",Category: Romance;Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42610,https://www.gutenberg.org/ebooks/42610.txt.utf-8,https://www.gutenberg.org/ebooks/42610.txt.utf-8,hit,,323628,304121,2013;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""c7bba8148937c9d7a0376f971d9f661c4a8f8e60fc3706845802f3782ef8a150"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title=\""Come l'onda... Novelle\""; total=1; inspected=1; direct_matches=1"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""TO00805405"",""url"":""https://opac.sbn.it/bid/TO00805405"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""b3ba2f430bf200529cbdb536f98e0df77bd1ec5a370b60904cdacc5956c5fbe7"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1921,""year_end"":1921,""text"":""Capuana, Luigi | Come l'onda ... : novelle / Luigi Capuana | Palermo [etc.] : Sandron, 1921"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""f9d7394b100d535d8d85d0e529c5cf7a307ab43c9ce87e09037a4f52b71d5660"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for \""Come l'onda... Novelle\""."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,29b0e91d24d84064751a7a2f7b715abf432d6237f8eaab42317f7bbacbdb9a4f;d29436492188a11addcdc21bbe29b4112d8fda78c452da1f1e3187ad23fdad14;f9b67176d3d4b6dab6fa1aa2ce3b26444033cdf30b7f03fb11d216e95b4fa32d,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
42643,Il nemico è in noi,"Capuana, Luigi",1839,1915,Fiction,Category: Literature - Other;Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42643,https://www.gutenberg.org/ebooks/42643.txt.utf-8,https://www.gutenberg.org/ebooks/42643.txt.utf-8,hit,,201307,181768,2013;2024,"[{""kind"":""title_page_edition_year"",""year_start"":1914,""year_end"":1914,""text"":""CATANIA | CAV. NICCOLÒ GIANNOTTA, Editore | Libraio della Real Casa | 1914 | PROPRIETÀ LETTERARIA | Catania — Offic. tipografica Giannotta nel R. Ospizio di Beneficenza | AVVERTENZA"",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""e0b57ab34f031ed5e78699ba04c043b1cba7990e564373991265721eac410a4b"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Il nemico è in noi'; total=1; inspected=1; direct_matches=1"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""PAL0061528"",""url"":""https://opac.sbn.it/bid/PAL0061528"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""eabe29c47d38259fdbbdc0133db744134c86b8d7a05e216bfb9623bdcf6c385e"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1914,""year_end"":1914,""text"":""Capuana, Luigi | Il nemico è in noi / Luigi Capuana | Catania : N. Giannotta, 1914"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""40f7815a70346bb1bf5be36c3ca15b2df8094b6dcccba9c75f1d3579be5466f9"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Il nemico è in noi'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,28eec1e74af22be03892439dcee1d4f68225295d67d0571feb7177aadfbfb8bc;c0384c5c6fe2223ae9fcb1b510aa73551e8ed064be40881c831e4e229dc60801;c964b54b4902d0a0fc112f70cfc66878fc9e20ee783e78e4b9e7689d0cdb41a8,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
42673,Forse che sì forse che no,"D'Annunzio, Gabriele",1863,1938,Italian fiction,Category: Novels;IT Romanzi,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42673,https://www.gutenberg.org/ebooks/42673.txt.utf-8,https://www.gutenberg.org/ebooks/42673.txt.utf-8,hit,,643957,624308,2013;2024,"[{""kind"":""copyright_year"",""year_start"":1910,""year_end"":1910,""text"":""Copyright by Fratelli Treves, 1910."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""ef3025179bfbda9fb6a4c0b1f1c51019edcd2f7033e2864c7babd66690022109"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Forse che sì forse che no'; total=66; inspected=50; direct_matches=45"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""CUB0028151"",""url"":""https://opac.sbn.it/bid/CUB0028151"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""af777d808c1c67e03f3133739729c8867ca18d1ad98f4b23e391fe803250831b"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1909,""year_end"":1909,""text"":""D'Annunzio, Gabriele | Forse che sì, forse che no : romanzo | Milano : Fratelli Treves, 1909"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":""Q3748465"",""url"":""https://www.wikidata.org/wiki/Q3748465"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""49378faf06daa595e4602b41ee4bf0513a07e97447b0aaea6fd849d843cfcbd9"",""method"":""wikidata_p577_title_author_match"",""year_start"":1910,""year_end"":1910,""text"":""Forse che sì forse che no | romanzo scritto da Gabriele D'Annunzio | P577=[1910]"",""confidence"":""medium"",""decisive"":true}]",wikidata,Q3748465,https://www.wikidata.org/wiki/Q3748465,1910,1910,Forse che sì forse che no | romanzo scritto da Gabriele D'Annunzio | P577=[1910],wikidata_p577_title_author_match,medium,2026-08-10T12:48:52+00:00,11cc87501d69d447cebe46e7d8f4dec04bb881a3b8126893abb6d5a55009c4ce;55698cc4dc9f29e8be0c172a14ae3f8f145041091f24b4ff9c3cd30b9f79d9f7;600b835d30e80fbfaf3a41f8a48e3d269a09d082b82093c72ae824160ff4e8a0;7f58dcc084bcfbedd8ee9064ee56a9472d16a287e4bfb1501ec5462f74f4aad3,post_1900_excluded,excluded_post_1900_original_text,exclude_post_1900_original_text,pass_1b_authoritative_resolved,excluded,authoritative_date_after_1900
42698,Eh! la vita....: Novelle,"Capuana, Luigi",1839,1915,"Fiction;Short stories, Italian",Category: Short Stories;IT Racconti,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42698,https://www.gutenberg.org/ebooks/42698.txt.utf-8,https://www.gutenberg.org/ebooks/42698.txt.utf-8,hit,,300864,281299,2013;2024,[],"{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,no_direct_period_evidence,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T13:09:10+00:00"",""payload_sha256"":""8eefe91c72e094e4680c0e03b09006bdc7a46d9bbbd8decb8a30a17e3d809e10"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Eh! la vita'; total=6; inspected=6; direct_matches=6"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""MIL1108774"",""url"":""https://opac.sbn.it/bid/MIL1108774"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""c0be4051e4c8cb13c10b4b22f747c25d7b075bcf10a5e333c4bf562af18408a1"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1913,""year_end"":1913,""text"":""Capuana, Luigi | Eh' la vita ... : novelle / Luigi Capuana | Milano : Quintieri, [dopo il 1913]"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":"""",""url"":""https://www.wikidata.org/w/api.php"",""retrieved_at"":""2026-08-10T13:09:10+00:00"",""payload_sha256"":""bd1703201c007de96f5c82e4318ec487401c267bfb74180e27ce4551ce287e72"",""method"":""wikidata_no_direct_title_author_match"",""year_start"":null,""year_end"":null,""text"":""No direct work match for 'Eh! la vita'."",""confidence"":""high"",""decisive"":false}]",,,,,,,,,,06b8cdafeddf022d60cad96a54b9a049e02a92762735fabb06b7156f05754528;5201b951fd30caf7a015654567913a864b1ed4a649f385b91da55ffad2eb8d78;ed7284caf79e5bec6c9f0c0fae63dfe73960376ccb4b3c380199205117c5d58d,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
42929,Sperduti nel buio: Dramma in tre atti,"Bracco, Roberto",1861,1943,Italian drama,Category: Plays/Films/Dramas;IT Teatro in prosa,date_and_role_review,author_died_after_1900_review,review_work_publication_date,https://www.gutenberg.org/ebooks/42929,https://www.gutenberg.org/ebooks/42929.txt.utf-8,https://www.gutenberg.org/ebooks/42929.txt.utf-8,hit,,139494,119975,2013,"[{""kind"":""copyright_year"",""year_start"":1911,""year_end"":1911,""text"":""Copyright, 1911."",""confidence"":""medium""}]","{""marker_counts"":{},""sample_character_count"":20000}",,,,,,,,manual_authoritative_review_required,manual_review,post_1900_edition_does_not_prove_work_first_publication,pass_1b,"[{""source"":""sbn_iccu"",""record_id"":"""",""url"":""https://opac.sbn.it/o/opac-api/titles-search-full-post"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""d5b9514b7bfd1c59d16a909726b08038463d9c6d948011cd6ada74a104e3daa3"",""method"":""sbn_title_author_search_direct_match"",""year_start"":null,""year_end"":null,""text"":""query_title='Sperduti nel buio'; total=30; inspected=30; direct_matches=27"",""confidence"":""high"",""decisive"":false},{""source"":""sbn_iccu"",""record_id"":""PAL0057792"",""url"":""https://opac.sbn.it/bid/PAL0057792"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""92c777271712865f36b089f99e70676468780bde80cc81138000154c5a18fe48"",""method"":""sbn_edition_publication_upper_bound"",""year_start"":1905,""year_end"":1905,""text"":""Bracco, Roberto <1861-1943>  Donaudy, Alberto | 4: Il diritto di vivere ; Uno degli onesti ; Sperduti nel buio | Milano [etc.]: R. Sandron, [1905?]"",""confidence"":""high"",""decisive"":true},{""source"":""wikidata"",""record_id"":""Q109002446"",""url"":""https://www.wikidata.org/wiki/Q109002446"",""retrieved_at"":""2026-08-10T12:48:52+00:00"",""payload_sha256"":""856ee201e0586a2c9d688b9bcccac2bae1ab25e1ba2445362011241ebdf107d9"",""method"":""wikidata_direct_match_without_p577"",""year_start"":null,""year_end"":null,""text"":""Sperduti nel buio | dramma in 3 atti di Stefano Donaudy su libretto di Roberto Bracco e Alberto Donaudy. Prima rappresentazione nel 1907 presso Teatro Massimo, Palermo"",""confidence"":""medium"",""decisive"":false}]",,,,,,,,,,a5395ae0fc442c01d213d3f8fa4b227e0c973823d23e24903c0eef17cee28033;bee3efd405950cd2d9c0cc02464ed4c736803b545ba276050f14c1d8102c1597;cd0454126e3924929e3ef9a6983db26b73fe693869387b53a74394acc5cd60fd;d1d1b0327f0c9beadd7a0bd8de1aa40ac102fe304f76741bf83034ddd56330be,unresolved_excluded,excluded_unresolved_authoritative_metadata,exclude_unresolved_authoritative_metadata,pass_1b_documented_exclusion,excluded,post_1900_or_undated_sbn_edition_does_not_prove_work_date
