object_id,title,authors,periods,genres,assigned_role,route,audit_status,audit_flags,duplicate_of_object_id,cache_status,tei_sha256,body_characters,candidate_safe_characters,routed_training_characters,residual_characters,non_sonnet_verse_characters,explicit_sonnet_count,structural_14_line_candidate_count,structural_sonnet_variant_count,eligible_new_sonnet_count,held_out_text_hits,bracketed_text_markers,editorial_reference_markers,digital_title,digital_authors,source_titles,source_editors,source_publisher,source_publication_place,source_publication_date,source_identifier,availability,tei_languages,tei_genres,revision_count,landing_page_url,xml_url,error
bibit001546,Della dissimulazione onesta,"Accetto, Torquato",600,Trattati,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,5752ca480557aff28b76ff70dd12eccd98dc0b9e457119152857a6381caea4b9,46455,46455,46455,43058,3397,0,0,0,0,,0,0,Della dissimulazione onesta,Torquato Accetto,Della dissimulazione onesta,"Nigro, Salvatore Silvano;Manganelli, Giorgio",Costa e Nolan,Genova,1990,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino;Greco,858.5 - Scritti miscellanei italiani. 1585-1748.;Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit001546,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001546,
bibit000001,Tragedia di Antigone,"Alamanni, Luigi",500,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,f8abb8a372e3a485d9dcfeb8c2a15953869bdf6b437a43e323ea2408d2df1453,64483,64483,64483,64483,0,0,0,0,0,,0,0,Tragedia di Antigone,Luigi Alamanni,Tragedia di Antigone,,Res,[San Mauro Torinese],1997,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.3 - Letteratura drammatica italiana. 1492-1542.;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000001,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000001,
bibit000003,Cena familiaris,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,6ab5f9431bdfa176b89c37cd73cb2cd56ee9491bd062303136c4ba53f2ff5400,24016,24016,24016,24016,0,0,0,0,0,,1,0,Cena familiaris,Leon Battista Alberti,Opere volgari;I libri della famiglia ; Cena familiaris ; Villa,"Grayson, Cecil",Laterza,Bari,1960,,"Questa risorsa digitale è liberamente accessibile per uso personale o scientifico. Ogni uso commerciale è
 vietato",Italiano;Latino,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000003,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000003,
bibit001200,De amore,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,6b18e53bbf042031daf9b59e9ac3e95bf15591aefa6913dd55b73583c708d562,35038,35038,35038,35038,0,0,0,0,0,,0,0,De amore,Leon Battista Alberti,Opere volgari;Trattati d'arte ; Ludi rerum mathematicarum ; Grammatica della lingua toscana ; Opuscoli amatori ; Lettere,"Grayson, Cecil",Laterza,Bari,1973,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,858 - Scritti miscellanei italiani;Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit001200,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001200,
bibit000004,De commodis litterarum atque incommodis,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,review_required,review_non_italian_language,,hit,cacae9fbb52e277caa0cc42f4ff7799a07e5d9455b973d99e95ad4128e5420f9,98718,98718,98718,98718,0,0,0,0,0,,0,0,De commodis litterarum atque incommodis,Leon Battista Alberti,De commodis litterarum atque incommodis,"Goggi Carotti, Laura",L. S. Olschki,Firenze,1976,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Latino,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000004,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000004,
bibit001255,De iciarchia,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,bbf6d7e340322481000d94219c78ae349016250d161d635745e306280482281d,219761,219761,219761,219761,0,0,0,0,0,,0,0,De iciarchia,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit001255,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001255,
bibit000882,De iure,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,59fb67da9a209a110be412b87d157cb1a56e6993b6599e4a2df06f1f55f802ae,27387,27387,27387,27387,0,0,0,0,0,,0,0,De iure,Leon Battista Alberti,Tradizione classica e letteratura umanistica : per Alessandro Perosa,"Cardini , Roberto",Bulzoni,Roma,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,870.9004 - LETTERATURE ITALICHE LETTERATURA LATINA. 1350-;Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000882,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000882,
bibit000005,De pictura [Redazione volgare],"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,2c4a74bc837ad3f50c61696f6a497e3dd9b3a6b76e36b1d1ca29825e1ba43242,96849,96849,96849,96849,0,0,0,0,0,,0,0,De pictura [Redazione volgare],Leon Battista Alberti,Opere volgari;Trattati d'arte ; Ludi rerum mathematicarum ; Grammatica della lingua toscana ; Opuscoli amatori ; Lettere,"Grayson, Cecil",Laterza,Bari,1973,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000005,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000005,
bibit000625,Deifira,"Alberti, Leon Battista",400,Narrativa,historical_general,historical_general,activation_candidate,,,hit,73f901280fca6840518ab4919bc99cbb34a9858e6025f3e9ec12807b7707ba11,45443,45443,45443,45443,0,0,0,0,0,,0,0,Deifira,Leon Battista Alberti,Opere volgari;Ludi rerum mathematicarum ; Grammatica della lingua toscana ; Opuscoli amatori ; Lettere,"Grayson, Cecil",Laterza,Bari,1973,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit000625,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000625,
bibit001155,Ecatonfilea,"Alberti, Leon Battista",400,Narrativa,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,29517819a18cb73c2b2d5ed68411487d20b426e4d9698af420ec2e4fb7397bf9,48903,48903,48903,48903,0,0,0,0,0,,0,0,Ecatonfilea,Leon Battista Alberti,"Opere volgari;Trattati d'arte, Ludi rerum mathematicarum, Grammatica della lingua toscana, Opuscoli amatori, Lettere","Grayson, Cecil",Laterza,Bari,1973,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit001155,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001155,
bibit000006,Epistola consolatoria,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,29ae77318ae014c57b8e19f70225e1557d9cf3165030af6970b196a99428fd65,14317,14317,14317,14317,0,0,0,0,0,,0,0,Epistola consolatoria,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000006,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000006,
bibit000010,I libri della famiglia,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,fdabe612e8d2198f06a7c5d5d9e61ef730b19512e225b78850b00690aa888490,702142,702142,702142,701879,263,0,0,0,0,,1,0,I libri della famiglia,Leon Battista Alberti,I libri della famiglia,Ruggiero Romano;Alberto Tenenti,Einaudi,Torino,1972,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000010,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000010,
bibit000854,Istorietta amorosa fra Leonora de' Bardi e Ippolito Bondelmonti,"Alberti, Leon Battista",500,Narrativa,historical_general,historical_general,activation_candidate,,,hit,3cf7230173723485ec3f534904433e4b51ddec769a3335c8d3a64d379de22f27,29082,29082,29082,29082,0,0,0,0,0,,0,0,Istorietta amorosa fra Leonora de' Bardi e Ippolito Bondelmonti,Leon Battista Alberti,Opere volgari;Ludi rerum mathematicarum ; Grammatica della lingua toscana ; Opuscoli amatori ; Lettere,"Grayson, Cecil",Laterza,Bari,1973,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit000854,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000854,
bibit000008,Naufragus,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,287b1b9dcae0e36ead9b8b3f4a213725217f7e983ab76b9ca1b7307c69094b7d,15412,15412,15412,15412,0,0,0,0,0,,0,0,Naufragus,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000008,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000008,
bibit000368,Proemio al libro III dei Libri della famiglia,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,e4348d044efef2c591a7458cddead6a5d3093e5be16e934ca1e645384cb17945,6508,6508,6508,6508,0,0,0,0,0,,1,0,Proemio al libro III dei Libri della famiglia,Leon Battista Alberti,"Latino, grammatica, volgare : storia di una questione umanistica",,Antenore,Padova,1984,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",ita,470.9 - LINGUA LATINA. STORIA;Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000368,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000368,
bibit000536,Profugiorum ab aerumna libri III,"Alberti, Leon Battista",400,Narrativa,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,6bc106eaafc5e789fa4ef432081800c68ba1038e5d6036a633d07bd81f7812db,167869,167869,167869,166167,1702,0,0,0,0,,4,0,Profugiorum ab aerumna libri III,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit000536,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000536,
bibit000703,Protesta,"Alberti, Leon Battista",400,Oratoria,historical_general,historical_general,activation_candidate,,,hit,333286a96390f882d5e85bed3a0b62bc00133ac06c4acd57ed6de0a31c73442d,12106,12106,12106,12106,0,0,0,0,0,,1,0,Protesta,Leon Battista Alberti,De vera amicitia : i testi del primo Certame coronario,"Bertolini, Lucia",Panini,Modena,1993,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,851.208 - Poesia italiana. 1375-1492. Collezioni di testi.;Oratoria,4,http://www.bibliotecaitaliana.it/scheda/bibit000703,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000703,
bibit000009,Sentenze pitagoriche,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,eefd6bf189ebef9b6f5a17e3b241668a165853d86bba2384e921617883a042ee,3080,3080,3080,3080,0,0,0,0,0,,0,0,Sentenze pitagoriche,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000009,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000009,
bibit000848,Sofrona,"Alberti, Leon Battista",400,Narrativa,historical_general,historical_general,activation_candidate,,,hit,c12101fb7a13d1d952500c61ebea2ccbdf9fdffd75aa7a2e4c9e8a49ada6e298,9975,9975,9975,9975,0,0,0,0,0,,0,0,Sofrona,Leon Battista Alberti,Opere volgari;Trattati d'arte ; Ludi rerum mathematicarum ; Grammatica della lingua toscana ; Opuscoli amatori ; Lettere,"Grayson, Cecil",Laterza,Bari,1973,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit000848,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000848,
bibit000517,Theogenius,"Alberti, Leon Battista",400,Narrativa,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,f81c7f392feb4105f569035ff1d492abf9d020fb40f2bcc7423dcb0bcb409ad0,110225,110225,110225,109620,601,0,0,0,0,,2,0,Theogenius,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit000517,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000517,
bibit000512,Uxoria,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,78679727b5451a7034ceb19055c5a28465e311ecc64a5052bbf8af81b5194e73,29271,29271,29271,29271,0,0,0,0,0,,0,0,Uxoria,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000512,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000512,
bibit001441,Villa,"Alberti, Leon Battista",400,Narrativa,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,c3803ecfa07fbfb820cc997be4ddc9b4ba770e1b1425dbf8d3f9baf7425e3116,9168,9168,9168,9168,0,0,0,0,0,,0,0,Villa,Leon Battista Alberti,Opere volgari;I libri della famiglia ; Cena familiaris ; Villa,"Grayson, Cecil",Laterza,Bari,1960,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Narrativa,4,http://www.bibliotecaitaliana.it/scheda/bibit001441,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001441,
bibit000200,Volgarizzamento della Dissuasio Valerii,"Alberti, Leon Battista",400,Trattati,historical_general,historical_general,activation_candidate,,,hit,1163a4a131c188e4e35b4b199bf1c6c717f2b5996168e57baa847ca0f3bbc697,12143,12143,12143,12143,0,0,0,0,0,,0,0,Volgarizzamento della Dissuasio Valerii,Leon Battista Alberti,Opere volgari;Rime e trattati morali,"Grayson, Cecil",Laterza,Bari,1966,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit000200,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000200,
bibit000017,Agamennone,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,3ae22e8da6910b81767b58fb9705ce7d1c62ca0ba461a0b703da7a0535ae16a2,59371,59371,59371,59371,0,0,0,0,0,,0,0,Agamennone,Vittorio Alfieri,Tragedie;Filippo ; Polinice ; Antigone ; Virginia ; Agamennone,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814.;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000017,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000017,
bibit000013,Antigone,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,78ce4703e1cbe47cca6f3e47bba5842bc45b7e01ad7382a326f84c4d066269f3,56595,56595,56595,56595,0,0,0,0,0,,0,0,Antigone,Vittorio Alfieri,Tragedie;Filippo ; Polinice ; Antigone ; Virginia,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814.;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000013,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000013,
bibit000015,Bruto primo,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,158f700844f5062473c25582ab9beec624db9848daf2fc307328360ff2e3cb05,58094,58094,58094,58094,0,0,0,0,0,,0,0,Bruto primo,Vittorio Alfieri,Tragedie;Don Garzia ; Saul ; Agide ; Sofonisba ; Bruto primo ; Mirra ; Bruto secondo,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814.;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000015,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000015,
bibit000016,Bruto secondo,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,c097f538b34f3c6dcc204db8413760be99683a29445692f5aebac1c4443f3afd,62088,61593,61593,62088,0,0,1,0,0,,0,0,Bruto secondo,Vittorio Alfieri,Tragedie;Don Garzia ; Saul ; Agide ; Sofonisba ; Bruto primo ; Mirra ; Bruto secondo,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814.;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000016,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000016,
bibit001543,Della tirannide,"Alfieri, Vittorio",700,Trattati,historical_general,historical_general,activation_candidate,note_multilingual_metadata,,hit,74baee3d5aa7903a414e6db5bd5f125bbf6eba85d6bb581393529631da38065a,200153,200153,200153,200153,0,0,0,0,0,,0,2,Della tirannide,Vittorio Alfieri,Scritti politici e morali;v.,"CAzzani, Pietro",Casa d'Alfieri,Asti,1951,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano;Latino,Trattati,4,http://www.bibliotecaitaliana.it/scheda/bibit001543,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001543,
bibit000217,Don Garzia,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,be7aaeba50c444b092d6f02a33e765e90203e47f9d6282be93b71c680d20dbd4,59199,58600,58600,59199,0,0,1,0,0,,0,0,Don Garzia,Vittorio Alfieri,Tragedie;Don Garzia ; Saul ; Agide ; Sofonisba ; Bruto primo ; Mirra ; Bruto secondo,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",ita,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000217,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000217,
bibit000834,Filippo,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,bceac8fccd16896d16dfb608970d7a1a301570b14dd0ae1ea7a5b876b708e84f,62000,62000,62000,62000,0,0,0,0,0,,0,0,Filippo,Vittorio Alfieri,Tragedie;Filippo ; Polinice ; Antigone ; Virginia ; Agamennone,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",ita,Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000834,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000834,
bibit000579,La congiura de' Pazzi,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,a4e9a3731ba67494cd32fffb86cd772841f35c35f7d577af94473042cbca9cd3,63970,63351,63351,63970,0,0,1,0,0,,0,0,La congiura de' Pazzi,Vittorio Alfieri,Tragedie;Oreste ; Rosmunda ; Ottavia ; Timoleone ; Merope ; Maria Stuarda ; La congiura de'Pazzi,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000579,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000579,
bibit000232,Maria Stuarda,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,69ce7ca4375d36e4f7fde05a88e58bdf4254ea897ecbe7a9cc750b9e54164df8,61997,61997,61997,61997,0,0,0,0,0,,0,0,Maria Stuarda,Vittorio Alfieri,Tragedie;Oreste ; Rosmunda ; Ottavia ; Timoleone ; Merope ; Maria Stuarda ; La congiura de'Pazzi,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000232,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000232,
bibit001624,Merope,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,dc405bc22588e7268d89fb826e14a6e6efe836a19751d126e63fd65202220b8c,63212,63212,63212,63212,0,0,0,0,0,,0,0,Merope,Vittorio Alfieri,Tragedie;Oreste ; Rosmunda ; Ottavia ; Timoleone ; Merope ; Maria Stuarda ; La congiura de'Pazzi,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit001624,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001624,
bibit000479,Mirra,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,2e30be1c0ea3cdbdc744d656949cf6921db1282556d4177fbbef1f55ae7103c3,61531,60961,60961,61531,0,0,1,0,0,,0,0,Mirra,Vittorio Alfieri,Tragedie;Don Garzia ; Saul ; Agide ; Sofonisba ; Bruto primo ; Mirra ; Bruto secondo,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814.;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000479,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000479,
bibit001163,Oreste,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,37b8bbc4668ac9147e60a190e83ec95d097dc015882b63eb6a6c6da44bd85f1f,62611,62611,62611,62611,0,0,0,0,0,,0,0,Oreste,Vittorio Alfieri,Tragedie;Oreste ; Rosmunda ; Ottavia ; Timoleone ; Merope ; Maria Stuarda ; La congiura de'Pazzi,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",ita,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit001163,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001163,
bibit001054,Ottavia,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,24d57464452339feb9d2088cddb12bdc0c2268efbb81ff3dc3183856adda709a,60544,59390,59390,60544,0,0,2,0,0,,0,0,Ottavia,Vittorio Alfieri,Tragedie;Oreste ; Rosmunda ; Ottavia ; Timoleone ; Merope ; Maria Stuarda ; La congiura de'Pazzi,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",ita,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit001054,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001054,
bibit000338,Polinice,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,a5b632206227dfd2af40240fa80fa960bfe8cb7cb484d4c069c2c0d7ed836996,62891,62891,62891,62891,0,0,0,0,0,,0,0,Polinice,Vittorio Alfieri,Tragedie;Filippo ; Polinice ; Antigone ; Virginia ; Agamennone,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",ita,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000338,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000338,
bibit000705,Rosmunda,"Alfieri, Vittorio",700,Letteratura teatrale,historical_general,historical_general,activation_candidate,,,hit,c9068806a87f0e9e4493b624def9e49478e9c273f2814d737ff4e52e620a3e2f,62581,61966,61966,62581,0,0,1,0,0,,0,0,Rosmunda,Vittorio Alfieri,Tragedie;Oreste ; Rosmunda ; Ottavia ; Timoleone ; Merope ; Maria Stuarda ; La congiura de'Pazzi,"Toschi, Luca",Sansoni,Firenze,1985,,"Questa risorsa digitale è liberamente accessibile per uso
 personale o scientifico. Ogni uso commerciale è vietato",Italiano,852.6 - Letteratura drammatica italiana. 1748-1814;Letteratura teatrale,4,http://www.bibliotecaitaliana.it/scheda/bibit000705,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000705,
