ebook_id,title,authors,source_pool,source_archive,source_url,period_bucket,input_role,final_role,probe_decision,source_decision,extraction_policy,canonical_reference_ids,language_route,cache_path,cache_sha256,cleaned_sha256,cleaned_character_count,included_record_character_count,excluded_character_count,sonnet_candidate_count,eligible_standard_sonnet_count,unresolved_sonnet_review_count,residual_heldout_overlap_ids
997,Divina Commedia di Dante: Inferno,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/997,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg997.txt,7dac692a72a4e6ac988c06eb8eb6a013ed56943098477cc8399047bca82b09f7,65885d72a91c40293bd3f106bba53ba5eec6c100d5732b1e09c9a5595139349a,178629,0,178629,0,0,0,
998,Divina Commedia di Dante: Purgatorio,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/998,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg998.txt,98fd29b4237cff6a677cc959508a6daa4969976899e725e21475dd991e82ca6c,667b703e6ff68d1044b95a6b15e2ea0357331f693e6d625c5d113e59310a873a,179156,0,179156,0,0,0,
999,Divina Commedia di Dante: Paradiso,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/999,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg999.txt,fb0c13ee59a9bb66a252175fa66f5efeb9233e0862ee5230a240e232e74f526a,aa96bf7ae1b9af78abfb5562a33f27409e6a1a5975ebbb031305f96087fb8384,176071,0,176071,0,0,0,
1000,La Divina Commedia di Dante: Complete,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/1000,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg1000.txt,725950f1ab4b86f168f9b978b29255715d1dd2598e34329375fff52d4e7f01d0,807d223287131588e7bff0d5da1554efb957ed3a121cfef5c1d9a6dcbd867f37,533690,0,533690,0,0,0,
1009,La Divina Commedia di Dante: Inferno,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/1009,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg1009.txt,bf82deabffb44d7b02db4a19c2840ae56dd433d64101db713c72bba4c71bdc65,c14beb94ada6a5a4edb97a5e3c1d6cea0de8bc97d699f8fe19ba35da15d980b0,177862,0,177862,0,0,0,
1010,La Divina Commedia di Dante: Purgatorio,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/1010,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg1010.txt,b7ded4c46e2cc6018b45f1d792501a9732f5ab915a4a0cc357ff34f2bfe6bb32,a544be302ef27cc4d5fd00bf2c58d088b8aad795557db96eeda6ba654b718974,189035,0,189035,0,0,0,
1011,La Divina Commedia di Dante: Paradiso,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/1011,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg1011.txt,e7c7468f3f6c7f5992b6539aab68c2752b3bbbccd1cc510546a7f6603a1fc4ca,9090ab6fe2e585cd68a5a36653e099b8463bba1f238fc5097c2ce755e530e1b5,185960,0,185960,0,0,0,
1012,La Divina Commedia di Dante,Dante Alighieri,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/1012,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,exclude_cross_corpus_duplicate_candidate,exclude_canonical_cross_corpus_duplicate,exclude_complete_source,bibit:bibit000019,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg1012.txt,169c0ef7340e06699a80ee434ccc2e3eda50dd5e624004441cda4e4b664280de,4189d26cabd4b926281d2d10bd4757b3989b5078776b538e5159ec420226f518,561753,0,561753,0,0,0,
3747,Orlando Furioso,"Ariosto, Lodovico",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/3747,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg3747.txt,10b2fd0763f38b00f31be0ca7cfb73f591a12e40875d8badf659edf3db4996dc,28cac6e7ab170868a6e72c2759509bbdc0e926a251b7d619328e8cf642210aff,1571209,1571209,0,0,0,0,
6887,Il Sacro Macello Di Valtellina,"Cantù, Cesare",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/6887,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg6887.txt,27a34ad730df0c0636c293fd658a1c1ef13496bb6e153ba035515efbec8319e7,83e350b70e7be0ff4f46e848b8e959f91766fae1591caecdc1fcaaf4fe67c4c3,260237,260237,0,0,0,0,
6938,"Rime di Tullia d'Aragona, cortigiana del secolo XVI","Aragona, Tullia d'",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/6938,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quarantine_embedded_duplicate_segments_before_activation,eligible_standard_core_pending_processed_build,remove_embedded_canonical_segments_preserve_unique_text,bibit:bibit000859,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg6938.txt,b0cf2e0b13af475cc5d38639e33a7dce40bf4ce85b5eba59924a39131215abaa,9c601b6e93492813716ad474fb5fcfeec7dc5ac4fbeb6e7337de2a0c5c3b9e88,237219,90156,147063,2,0,0,
7121,Da Firenze a Digione: Impressioni di un reduce Garibaldino,"Socci, Ettore",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/7121,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg7121.txt,16e1226760b3e7729728a383e2bfb4500487de9b264ec5060b5199619ceae9ec,17b92b7f169e18e37bd4456baff0a5b2bf74f94eb73313293a146c7ffc075fea,500253,500253,0,0,0,0,
7151,Clelia: Il governo dei preti - Romanzo storico politico,"Garibaldi, Giuseppe",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/7151,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg7151.txt,5554639c72bafac2e159807c7d7168069f28b5452ee63681df39f4dc6850b45d,2146498b419dd49c651acc7d21b376a03f162f2be53b032f0c603765c8b54040,472432,472432,0,0,0,0,
7781,La Vita Sul Pianeta Marte,"Schiaparelli, G. V. (Giovanni Virginio)",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/7781,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg7781.txt,54997ebe5057e0398a80c6123aebdb586802fc031746421eaf82883ef7600d0f,bde0c83eece058be9e383ccc2ca9c75460b1663eeb808658539adb9c171ff82b,131489,131489,0,0,0,0,
9641,Ugo: Scene del secolo X,"Bazzero, Ambrogio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/9641,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg9641.txt,d8f8e24a426ec1beba9f0ff66f279dd15d5a0ebfa8d7605e81df6fe71d615563,42563191525d35036e2bfcf43997c747e94f43585cb59a13c3c682730adeec4a,221857,221857,0,0,0,0,
10215,"Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana","Rovani, Giuseppe",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/10215,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg10215.txt,54bd7926b737ef82f56bf3c80806c2f0b9ec6a21891e38cce036c4874b26bd58,9940b9ffc4c9624e69c8235f338bededb7b68ea2cb709c41795a3c914376124a,1193927,1193927,0,0,0,0,
11206,Compendio di Chimica Fisiologica,"Cominelli, A. (Alfredo)",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11206,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg11206.txt,fb6c19c0b2d21c156f4a96c5c59e12fd46a48d3ad20890708c591bb01f11cd38,a3336b06ac9178ab77b5b531220f7791a6b7e6bcfad89c33ae6a0140831cd5ed,129021,129021,0,0,0,0,
11492,Il Tenente dei Lancieri: Romanzo,"Rovetta, Gerolamo",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11492,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg11492.txt,1c74888ffd335add1dd910fb3eaf38370f27484376fa7eab001b4a5edb82c861,879eeb1cabefea2530c69e8bcba0f8fd24d167719a789634d25339c6dd1cb622,209631,209631,0,0,0,0,
11497,Valenzia Candiano: Racconto,"Rovani, Giuseppe",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11497,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg11497.txt,b0ca05b9214d063d1ee4369fc3c80dd8ae07c520243124335aba634e92d06a3c,e0869181aa7dbbdea5be49abcda434f2715174e377db140990a9aaabe2b44117,378346,378346,0,0,0,0,
11644,La notte del Commendatore,"Barrili, Anton Giulio",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11644,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg11644.txt,4f80e46132a4aae2d636d2a5ce039f39977b4a4d6eaf7a57220679f01c487929,3d56d70b62f6230cf9bcd07099aef8c9a4646a09292cf3a53e52653acd69ea72,658035,658035,0,0,0,0,
11684,Il sogno di Scipione,"Metastasio, Pietro",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11684,origins_through_1800,historical_general,historical_general,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg11684.txt,f8c0cd475095bab0add604409e418bf266662faab616b47341dbf04c364f5625,94c97c30ff39fb3cea6e24850ece1c1f4761d48bc382b126d7556cac5e233c34,17942,17942,0,0,0,0,
11685,L'Endimione,"Metastasio, Pietro",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11685,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg11685.txt,f34f47b52325e6341ea393e90d886e2495fbfd05108c4bc1d97ec5f4f303a2a0,42b77233a10ade5a36490e666a8a3438b1be1b022d61e71f2b2c81bfc705acc4,29494,29494,0,4,0,0,
11724,Roberta,"Zùccoli, Luciano",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/11724,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg11724.txt,d3fc76f4fc9d3534648be54f767c9fb5d4180f9348da1d516badedfbb3d0fe21,6580ee8cca414fc712eb981806de05bd294f5cbf340d2a96b6a7d761dc9efc72,268297,268297,0,0,0,0,
12446,Il Designato: Romanzo,"Zùccoli, Luciano",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/12446,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg12446.txt,730fdc01a0a93fa603be32fde0756de33b1609e58eb45a0ba0ab60db5e872e0e,2950fa833e11c6b170deacfc98f1f006ce92afbbb80f3639fa89ff3ca9da56e6,378761,378761,0,0,0,0,
13627,Memorie del Presbiterio: Scene di Provincia,"Praga, Emilio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/13627,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg13627.txt,f0a12ed2a0aa85edf4c3309a35769adc03d31ec1d94120f1b91985df537568ac,6e5f864dbb6fa5f699e157def93e5740f8adea2e6d0ef01cfba2ce76ff25ba3a,424750,424750,0,0,0,0,
15136,Amedeide: Poema eroico,"Chiabrera, Gabriello",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/15136,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg15136.txt,0beab93ec2c728c07b592624bb420cd7dfd6e41fcff2b58e451e30f3377de750,2a57990aef0433d54525b42fbe7d3e855a8542b2cd2b7154e03c01e975388a05,533093,533093,0,0,0,0,
15139,Notizie del pubblico giardino de' semplici di Padova compilate intorno l'anno 1771,"Marsili, Giovanni",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/15139,origins_through_1800,historical_general,historical_general,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg15139.txt,c750e69a8777507e2ae3c3e64482e2db62f6818c1065e8543ce204b1da2f70ba,d1cab76111db2403a9c1b3ab2ef68ac87f9d0ff9eb355b5cd7f2e33f0652adcf,30497,30497,0,0,0,0,
16489,"Igiene dei piaceri secondo le età, i temperamenti e le stagioni","Debay, A. (Auguste)",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/16489,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg16489.txt,a945fdd6755c6990ce9be23b1ac5d123dea812398b2d1ca59a0614c3f8dd1d26,57209a2dd291f451e0afab4aa9ff021b847b3ebe7339eed623cf1048b9c7a39e,162815,162815,0,0,0,0,
16920,Venere ed Imene al tribunale della penitenza: manuale dei confessori,"Bouvier, J. B. (Jean Baptiste)",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/16920,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg16920.txt,1724852ebee9fed426e0968b67573ba9a8edde575af238d7d730ca579b49c0fe,be6ef9621cbd227dc0610681fb43f3bacd9fbcc172fc3d782ee3c6bbff2cb4f2,313070,313070,0,0,0,0,
16952,In chiave di baritono,"Ghislanzoni, Antonio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/16952,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg16952.txt,baca4fdfdad98f38c81bd7e583735cc1de66c038f5b166800878216508a607ba,8ac5a57641245a7be66b818d788d255edcc98af166976f9906cc8408c18039d5,176274,176274,0,0,0,0,
16980,Mia: Romanzo,Memini,initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/16980,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg16980.txt,40d85b690a5263a5be1a9f27f05d93f3d0e83369e10f3b1c5664b44fb8e23d4e,f8f2c75a860cb9b1898f5c3db1ff159eae12539cff6760a67fea9ebc2924272b,284872,284872,0,0,0,0,
17440,"Amadis of Gaul, an opera: As it is perform'd at the King's Theatre in the Hay-market","Haym, Nicola Francesco",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17440,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,source_specific_language_extraction_before_activation,eligible_after_source_specific_extraction_pending_build,extract_italian_parallel_blocks,,standard_italian_extracted,data/local/gutenberg/fulltext_gate_v1/pg17440.txt,ccba22510b44c02fc8a1a563e988cf9e7e505b32a8ce87829e426593bbfa6543,84236db003fba98167b88fc2b2cc8b8b0b137a9103b98fc489c96faa643d4f12,59549,27506,32043,0,0,0,
17671,Poesie scelte,"Pellico, Silvio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17671,nineteenth_century_bridge,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg17671.txt,15aeb4f42b3bbb31231d7dfed81ea5e4c8e4791bf1d639d623331aac23579ba8,b51340963652db8464eb57d46099ac6da6a021e8624ce978387d27814dc92d83,272909,272909,0,4,0,0,
17687,Il libro delle figurazioni ideali,"Lucini, Gian Pietro",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17687,nineteenth_century_bridge,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17687.txt,a0efa7742728b046304a11dbc5feab4101891e1769cd489219ecba741f51cfd9,be9a180a55a0a0722a98e7795da12fc30ba0aa92a14c8a6b1f6736e976d01858,90539,72121,18418,33,31,0,
17834,La Zaffetta: Raccolta di rarissimi opuscoli italiani degli XV e XVI secoli II,"Venier, Lorenzo",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17834,origins_through_1800,historical_non_sonnet_poetry,historical_non_sonnet_poetry,source_specific_language_extraction_before_activation,eligible_after_source_specific_extraction_pending_build,extract_first_italian_primary_edition,,standard_italian_extracted,data/local/gutenberg/fulltext_gate_v1/pg17834.txt,34d094e2db975431f14b01b36186dc26d401c8e3bc570c6c6ee13915bea6bac1,686298b6534d59cd244442efdaa2b3b55eeee38d50a8ef0e8e4f20aa30f644f5,79418,34304,45114,0,0,0,
17836,Nel paese dei dollari: Tre anni a New-York,"Rossi, Adolfo",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17836,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17836.txt,1965908732f5eb3f671906cf88af0f87209a177403b4fe37c88a63edebb9ff20,d24b0b09dd28b61aad5b689d99388eb536b56e3f391830761317e0762f2fd0f9,278189,278189,0,0,0,0,
17837,Beatrice Cenci: Storia del secolo XVI,"Guerrazzi, Francesco Domenico",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17837,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg17837.txt,9f00ca188ce0592f1646aa59eed0514c6d9f33d254b968ee841df2b100d08f30,f183a78f735b8a7d08496ddd06bf0305cd4e7ba2f0488fe907fafece488b55db,1339237,1339237,0,0,0,0,
17849,La contessa di Karolystria: Storia tragicomica,"Ghislanzoni, Antonio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17849,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg17849.txt,3b77ff040d081788be240be52e6da81f1a64e92d2bed0e0b25389e4cf547c787,847691457fae3217e49f831adb318a81a7ae4467eda204a01dc507a06049d125,116204,116204,0,0,0,0,
17850,La pergamena distrutta: Romanzo del secolo XVI,"Mulazzi, Virginia",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17850,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17850.txt,031a8f5971b47a0c746294c04cd377f0c656abed6bb436875bca10c3d98229cc,13a25573d9260b08fa97f8f1eb1fb1abe253ae30f86ac5181ef0f6e8d094fb08,744914,744914,0,0,0,0,
17852,Senz'Amore,"Colombi, marchesa",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17852,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17852.txt,17141782fc3ae785ca86970e709b6237c0d3eefc4b1e3263c445a097f96de4a2,95229ce028f3fff6417731957a2d87e85a338ae2e336bf40319556ed91d752c2,291677,291677,0,0,0,0,
17858,Il ritratto del diavolo,"Barrili, Anton Giulio",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17858,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17858.txt,2ec4f929ec82640fdaa70984e1e7761a3c37a06be1fb9d6ef825bf02074c63c8,073eebdd5df8e2512774d9c9e59353d2bba562129578ec0d396be70e07988144,399709,399709,0,0,0,0,
17874,Tre racconti sentimentali,"Bettoni, Paolo",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17874,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17874.txt,d2c3676e11353a882ae89f67398339a0f118eb7b3e6f7ddfcac9264423c7f677,9a9c14c1963bd4a4507c09bf4b14473be11b6834acead6da72b1a2740e5be7c4,167581,167581,0,0,0,0,
17876,Come le foglie,"Giacosa, Giuseppe",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17876,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17876.txt,25cdeb3bb93473f6e2cb0c58bfba78d146d1a941deb566c449dcb3055e2bf1d9,e9e406aad658d0ebce98343faf9f5ab375877d3a0feaaad99449ff59f4476ed4,120120,120120,0,0,0,0,
17883,Libro serio,"Ghislanzoni, Antonio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17883,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg17883.txt,fb818bd35328ca63ccfd49346cbae26a9e973747933b0bfb8cf21631b817e951,c24200a9f23b3c8f4be417d151a6b9eddbef0e60b3dd68c00b6418f51deccbcb,187989,187989,0,0,0,0,
17889,Libro allegro,"Ghislanzoni, Antonio",initial_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17889,nineteenth_century_bridge,nineteenth_century_bridge,nineteenth_century_bridge,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/fulltext_gate_v1/pg17889.txt,062d1c11c410dee7ab7cc7ec549e5b41d03b75bee56242b4e9129aaff08ef547,76b2ae5dbf57ce3b9ee59d5e7c8e99484be5271264c79db0e9b9e5b9083a1191,120773,120773,0,0,0,0,
17905,Vecchie cadenze e nuove,"De Marchi, Emilio",pass_1b_eligible_pool,Project Gutenberg,https://www.gutenberg.org/ebooks/17905,nineteenth_century_bridge,historical_non_sonnet_poetry,historical_non_sonnet_poetry,quality_pass_pending_editorial_activation_review,eligible_standard_core_pending_processed_build,preserve_boilerplate_stripped_primary_text,,standard_italian,data/local/gutenberg/metadata_review_v1/pg17905.txt,798cd05405e1f9713722598d1af78e1706afc775fa14262ee96df575ca206fdc,f9d83771c79cf35485b6a2f6f8cd01a8e396f0911f0766d865361f98ebfdb609,135079,132287,2792,5,5,0,
