record_id,archive_id,source_item_id,title,creator,created_date,created_year,period_bucket,language,source_type,landing_page_url,rights_text,license_url,format,extent,bitstream_url,metadata_sha256,metadata_cache_path,metadata_decision,metadata_rationale,assigned_role,activation_status
ota_A06105,oxford_text_archive,A06105,"La forma delle publiche orationi et della co[n]fessione, & assolutione, la qual si usa nella chiesa de forestieri, che è nuouamente stata instituita in Londra (per gratia di Dio) con l'autorità & co[n]sentimento del Re.","Vergerio, Pietro Paolo, 1498-1565.",1551,1551,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A06105,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 17 KB of XML-encoded text transcribed from 9 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A06105/A06105.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A06105/A06105.xml?sequence=6&isAllowed=y,910c71a1defd5ef0ccaae5f47a1dd3bd838e828c89de796997862a009d5dc680,data/local/ilc_ota_source_audit_v1/metadata/ota_A06105.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A07736,oxford_text_archive,A07736,Di Tomasso Morlei il primo libro delle ballette a cinque voci,"Morley, Thomas, 1557-1603?; Drayton, Michael, 1563-1631, attributed name.",1595,1595,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A07736,"This keyboarded and encoded edition of the work described above is co-owned by the institutions providing financial support to the Early English Books Online Text Creation Partnership. This Phase I text is available for reuse, according to the terms of Creative Commons 0 1.0 Universal. The text can be copied, modified, distributed and performed, even for commercial purposes, all without asking permission. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 107 KB of XML-encoded text transcribed from 84 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A07736/A07736.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A07736/A07736.xml?sequence=7&isAllowed=y,72efcc1704526ae65c80ba8deb6e28969b2b2160ac85dae244191851d13c4218,data/local/ilc_ota_source_audit_v1/metadata/ota_A07736.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A09314,oxford_text_archive,A09314,"Gli occhi, oda all illustrissima & eccellentissima signora contessa Lucia Bedforde : con altri vari componimenti heroici regij / Di Francesco Peretto gentilhomo dottore Italiano.","Peretto, Francesco.",1616,1616,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A09314,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 73 KB of XML-encoded text transcribed from 37 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A09314/A09314.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A09314/A09314.xml?sequence=6&isAllowed=y,6b5821ddbb7b5447922723065d382452680caa93769c3b47ef435fc74a8204a9,data/local/ilc_ota_source_audit_v1/metadata/ota_A09314.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A09485,oxford_text_archive,A09485,"Auiso piaceuole dato alla bella Italia, da vn nobile giovane Francese, sopra la mentita data dal serenissimo re di Nauarra a Papa Sisto V","Perrot, François, b. 1530?",1586,1586,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A09485,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 73 KB of XML-encoded text transcribed from 33 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A09485/A09485.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A09485/A09485.xml?sequence=6&isAllowed=y,990c9c79eeabaf725b5db4513fdf6cf68452516eb11190b41af60ff569ddc407,data/local/ilc_ota_source_audit_v1/metadata/ota_A09485.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A13338,oxford_text_archive,A13338,La vita di Giulio Agricola scritta sincerissimamente. Da Cornelio Tacito suo genero. Et messa in volgare da Giouan. Maria Manelli,"Tacitus, Cornelius.; Manelli, Giovanni Maria.",1585,1585,1501_to_1700,ita; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A13338,"This keyboarded and encoded edition of the work described above is co-owned by the institutions providing financial support to the Early English Books Online Text Creation Partnership. This text is available for reuse, according to the terms of Creative Commons 0 1.0 Universal licence. The text can be copied, modified, distributed and performed, even for commercial purposes, all without asking permission. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 94 KB of XML-encoded text transcribed from 27 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A13338/A13338.epub?sequence=3&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A13338/A13338.xml?sequence=5&isAllowed=y,c5a4941dde36974bb9ca6b4e587d2e8e85e0c7b16fe45b3b57b44a135a4e82f5,data/local/ilc_ota_source_audit_v1/metadata/ota_A13338.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A14162,oxford_text_archive,A14162,"Parte prima delle brevi dimostrationi, et precetti vtilissimi ne i quali si trattano diuersi propositi morali, politici, & iconomici & che conuengono ancora ad ogni nobil Matrona. Cauati da una diligente osseruation di cose diuersʹe; et scritti al comun beneficio deli huomini ciuili. Da Petruccio Vbaldino cittadin Fiorentino.","Ubaldini, Petruccio, 1524?-1600?",1592,1592,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14162,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 141 KB of XML-encoded text transcribed from 53 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14162/A14162.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14162/A14162.xml?sequence=6&isAllowed=y,1e0850c3072a1e2a2de694e8d39ff79b521f529f62d1414bdf8ffca21066f87e,data/local/ilc_ota_source_audit_v1/metadata/ota_A14162.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A14163,oxford_text_archive,A14163,"Descrittione del regno di Scotia, et delle isole sue adiacenti di Petruccio Vbaldini cittadin Fiorentino. Nella quale si descriuono i confini di ciascuna prouincia, & i luoghi che visono, & le cose piu degne di memoria, che visi trouano tanto naturali, quanto marauigliose","Boece, Hector, 1465?-1536.; Ubaldini, Petruccio, 1524?-1600?",1588,1588,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14163,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 199 KB of XML-encoded text transcribed from 32 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14163/A14163.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14163/A14163.xml?sequence=6&isAllowed=y,b7793a5ec78ce3b8a769da7c0a59fc4ae40270609b366867977ef07a6014dc1f,data/local/ilc_ota_source_audit_v1/metadata/ota_A14163.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A14165,oxford_text_archive,A14165,"Militia del gran duca di Thoscana Capitoli, ordini, & priuilegij della militia, & bande di Sua Altezza Serenissima prima cosi ordinati dalla buona, & felice memoria di cosimo primo Gran Duca di Thoscana; et di poi corroborati da i successor i suoi figliuoli. Con l'aggiunta de i nuoui capitoli, & priuilegi concessi dallo illustrissimo & eccellentissimo Signor Don Francesco principe di Fiorenza, & di Siena pursuo figliuolo alla nuoua Militia de i Caualli armati all leggiera sino dall'anno 1566.","Ubaldini, Petruccio, 1524?-1600?",1597,1597,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14165,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 104 KB of XML-encoded text transcribed from 34 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14165/A14165.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14165/A14165.xml?sequence=6&isAllowed=y,ca0b532109eb006edd6df252bec6959463c8bd8ca1da04cd7e04afe6d15eb40e,data/local/ilc_ota_source_audit_v1/metadata/ota_A14165.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A14166,oxford_text_archive,A14166,"Rime di Petruccio Vbaldino, cittadin Fiorentino","Ubaldini, Petruccio, 1524?-1600?",1596,1596,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14166,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 37 KB of XML-encoded text transcribed from 21 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14166/A14166.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14166/A14166.xml?sequence=6&isAllowed=y,d0043f5fe5de59324e5a9fe617127d0ede92df4bb05658700c9415d5824a46bd,data/local/ilc_ota_source_audit_v1/metadata/ota_A14166.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_non_sonnet_poetry,inactive_metadata_only
ota_A14167,oxford_text_archive,A14167,"Scelta di alcune attioni, et di varii accidenti occorsi tra alcune nationi differenti del mondo; cauati della selua dei case diuersi. Di Petruccio Vbaldino Fiorentino  ...","Ubaldini, Petruccio, 1524?-1600?",1595,1595,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14167,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 152 KB of XML-encoded text transcribed from 48 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14167/A14167.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14167/A14167.xml?sequence=6&isAllowed=y,e053b98b28d2e6b2f7da7a521224755381bc0a9a3ca98c61d76229cfd5d587a2,data/local/ilc_ota_source_audit_v1/metadata/ota_A14167.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A14168,oxford_text_archive,A14168,"Lo stato delle tre corti Altrimenti: relationi di alcune qualita politiche con le loro dipendenze considerabili appresso di quei, che dei gouerni delli stati si dilettano; ritrouate nello stato della Corte Romana, nel regno di Napoli, & nelli stati del gran Duca di Thoscana, cagioni secondo la natura di quelle genti sicurissime della sermezza di quei gouerni. Di Petruccio Vbaldino, cittadin Fiorentino.","Ubaldini, Petruccio, 1524?-1600?",1594,1594,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14168,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 72 KB of XML-encoded text transcribed from 24 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14168/A14168.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14168/A14168.xml?sequence=6&isAllowed=y,05e66e41bb9288656279e565f541a7479f5105ac16c732d1c6934439128d435f,data/local/ilc_ota_source_audit_v1/metadata/ota_A14168.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A14169,oxford_text_archive,A14169,"La vita di Carlo Magno Imperadore, scritta in lingua italiana da Petruccio Vbaldino cittadin fiorentino","Ubaldini, Petruccio, 1524?-1600?",1581,1581,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A14169,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 279 KB of XML-encoded text transcribed from 65 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14169/A14169.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A14169/A14169.xml?sequence=6&isAllowed=y,736db4ec579ad76e72c96217ffa0cb8c91405bf3fc59887beeaf298dadd49f72,data/local/ilc_ota_source_audit_v1/metadata/ota_A14169.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A18325,oxford_text_archive,A18325,"Atto della Giustitia d'Inghilterra, effeguito, per la coseruatione della commune [e] christiana pace contra alcuni feminatori di discordie, [e] seguaci de ribelli, [e] denemici del reame, [e] non per niuna perfecutione ... Traslatato d'inglese in vulgare ... Il 25.d Maggio 1584. [e] 26.del felicissimo regno d'Eliza ... tta, per gratia at Dio ... .","Burghley, William Cecil, Baron, 1520-1598.",1584,1584,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A18325,"This keyboarded and encoded edition of the work described above is co-owned by the institutions providing financial support to the Early English Books Online Text Creation Partnership. This Phase I text is available for reuse, according to the terms of Creative Commons 0 1.0 Universal. The text can be copied, modified, distributed and performed, even for commercial purposes, all without asking permission. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 108 KB of XML-encoded text transcribed from 59 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A18325/A18325.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A18325/A18325.xml?sequence=7&isAllowed=y,3091bd24e88ac447d699c6da5fa69f781ed86387a9529d07cc077f7f8727d03d,data/local/ilc_ota_source_audit_v1/metadata/ota_A18325.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A22695,oxford_text_archive,A22695,"Dichiaratione delle cause che hanno indotta la Serenissima Maestá, della Reina d'Ingilterra, di preparare & mandare sopra il mare vna armata per la difesa de i suoi regni contra le forze d'el Re di Spagna da esser publicata per i generali della detta armata, accioche sia conosciuto che sua Maestá, ha armato solamente per difenderse e offender li nemici, senza peró voler offender altri chi astenerannosi di adiuutari i suoi nemici, ma trattarli con tutte licite fauore amoreuolmente.","England and Wales.; Elizabeth I, Queen of England, 1533-1603.; Essex, Robert Devereux, Earl of, 1566-1601.; Nottingham, Charles Howard, Earl of, ca. 1536-1624.",1596,1596,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A22695,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 7 KB of XML-encoded text transcribed from 4 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A22695/A22695.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A22695/A22695.xml?sequence=6&isAllowed=y,dda6de58421a5c53d0daf63c9ab7751368e79dcdccdec90e0d67cc9c3d6515d2,data/local/ilc_ota_source_audit_v1/metadata/ota_A22695.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A72536,oxford_text_archive,A72536,"Essempio d'una lettera mandata d'Inghilterra a Don Bernardino Mendozza ambasciatore in Francia per lo re di Spagna nella quale si dichiara, lo stato del reame d'Inghilterra, contrario all'espettatione di Don Bernardino, di tutti gli spagnuoli fuoi conforti, & d'altri anchora / traslatata di francese in italiano ad instanza di chi desidera, che gl'Italici huomini conoscano quanti i romori, della vittoria dell'Armata spagnuola, sparti dal Mendozza, sieno bugiardi & falsi.","Burghley, William Cecil, Baron, 1520-1598.; Leigh, Richard, 1561?-1588.",1588,1588,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A72536,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 156 KB of XML-encoded text transcribed from 56 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A72536/A72536.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A72536/A72536.xml?sequence=6&isAllowed=y,04a310cdf27453963e793dcb9e6ba56e568f856f538252c7ae8df056c8f64b80,data/local/ilc_ota_source_audit_v1/metadata/ota_A72536.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_A91763,oxford_text_archive,A91763,"Theriaca Andromachi senioris diuinum inuentum The abouesaid antidote is composed in Venice vvith all diligence and careby Anthony Raffaeli apothecary at the signe of the Paradice at Riu'alta vpon the vvine banck in the presence and beforethe most illustrious magistrates of the old iustice, and the most excellent colledge of doctors and of the apothecaryes, and other deputys for the same, the faculties, and rare virtues of vvhich are as follo vveth for the good of all people.","Raffaeli, Francesco.",1697,1697,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/A91763,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 8 KB of XML-encoded text transcribed from 2 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A91763/A91763.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/A91763/A91763.xml?sequence=6&isAllowed=y,d132477c0dc280cd2803a5e8785e39e1bff42a4e097523437203e06725bbd4cc,data/local/ilc_ota_source_audit_v1/metadata/ota_A91763.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
ota_B08182,oxford_text_archive,B08182,"Le vite delle donne illustri. del regno d'Inghilterra, & del regno di Scotia, & di quelle, che d'altri paesi ne i due detti regni sono stato maritate. Doue si contengono tutte le cose degne di memoria da esse, ò da altri per i rispetti loro state operate, tanto di fuori, quanto di dentro de i due regni. / Scritte in lingua italiana da Petruccio Vbaldino cittadin Fiorentino..","Ubaldini, Petruccio, 1524?-1600?; Wolfe, John, d. 1601.",1591,1591,1501_to_1700,Italian; ita,Text,https://llds.ling-phil.ox.ac.uk/llds/xmlui/handle/20.500.14106/B08182,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication Creative Commons 0 1.0 Universal. This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions. Please go to http://www.textcreationpartnership.org/ for more information. | http://creativecommons.org/publicdomain/zero/1.0/ | PUB",http://creativecommons.org/publicdomain/zero/1.0/,text/xml,Approx. 296 KB of XML-encoded text transcribed from 64 1-bit group-IV TIFF page images.,https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/B08182/B08182.epub?sequence=4&isAllowed=y;https://llds.ling-phil.ox.ac.uk/llds/xmlui/bitstream/handle/20.500.14106/B08182/B08182.xml?sequence=6&isAllowed=y,06c53df39079b974afe069fc8b4fc8d70ffe69475a0835af551577dbdca2d99b,data/local/ilc_ota_source_audit_v1/metadata/ota_B08182.bin,eligible_text_probe_inactive,"compatible terms, Italian Text item, pre-1901 work, and direct bitstream",historical_general,inactive_metadata_only
