unit_id,record_id,archive_id,member_path,title,author,assigned_role,cleaned_cache_path,cleaned_character_count,cleaned_word_count,nonempty_line_count,cleaned_sha256,normalized_word_sha256,italian_function_word_ratio,alphabetic_character_ratio,quality_flags,language_flags,internal_overlap_ids,cross_overlap_ids,protected_v6_poem_ids,probe_decision,activation_status,error
ilc_libretti:L1693.2,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1693.2,2.1 Il vero amante di patria libera,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1693.2.txt,16895,2961,669,eed2a8437d52d2125416fe2c8c3a57eb24a5b992bd6cc401facb700ebe2353ef,af1ec12ae097f69e42de3fdb6702478558fda7b76761f93497fc1c1e811bf9a3,0.225599,0.950751,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1693.3,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1693.3,3.1 Horatio,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1693.3.txt,15977,2893,610,8928aff416372660a08774412ac577f17d10463b8965917094c3cbe49103b527,0d614ff50bb2dbcaf88b077142fd5a8335d70ef8af75f828dcaaa3e2f54a4220,0.212582,0.945653,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1696,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1696,Giornata prima,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1696.txt,39992,6919,1524,fad27bafeea941f09897af04d7d15b6416ac935df46043a84ad707029d4899f0,49900e3b00f321b836c16f551bfe607d636786148a85b61393e45a199af053a1,0.216505,0.952062,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1699.1,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1699.1,1.1 Il Tiberio,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1699.1.txt,15277,2716,654,2eddea998470e498f6a62190db6060bc5bd2b7dccdcfc550a2537111d474df74,516b00ad9449e34f85141e72e4fb0fe72576cc2bc3fd3017e88dff592fd2f8ef,0.221649,0.945249,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1699.2,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1699.2,2.1 Bruto e Cassio,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1699.2.txt,14470,2619,599,2dd0eb378bcfc7bb4c09e2402016f9227fc968c9ffec62abed6c3a3933d8f14e,4b9b13f11bbecf5a912849c4f767b35d0413443934713058ec212dc3d7a944c7,0.221077,0.950128,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1699.3,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1699.3,3.1 Manlio Torquato,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1699.3.txt,13338,2345,579,d7a6119f7c091a7158e8aa6160a3e3c2add50afc1609f10f1ed51f753585edd0,69716eee17fa840c5d246482c0e5d7d0deac27618e831cf45e1ba119693e20e1,0.231557,0.948896,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1702,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1702,Giornata prima,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1702.txt,45347,7920,1964,8caad319cfe95ad7b49c7ec175415670ff94bd4bcea5c252436e5c8993c39119,04e89252fbba97104d3611980f932f33e7a8af441453161a97fb2f8976a6ff12,0.221591,0.953686,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_libretti:L1705,ilc_libretti,ilc_cnr_historical_corpora,xml:id=L1705,Giornata prima,ILC-CNR digital edition,historical_non_sonnet_poetry,data/local/ilc_ota_source_audit_v1/cleaned/ilc_libretti_L1705.txt,54151,9595,2031,9d77b4fc88fe8134325cc2dba7a7f872370b64512cc918109e4c5b32b5d9ab71,38e13a57581182e8e9c074f3eaae0dae46cbe46d74fe1d0bc9b761687b9b38ab,0.220844,0.954600,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R00,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R00.XML,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R00.txt,325555,53451,4865,5f06a637f82108c850d4c6a8909004cfb19d35ebd7fc173294982866a049d163,155d258fd3e87b50476194625e1b01b24fcd8d2d80f340cadf3fad72f2533b8e,0.258854,0.950377,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R01,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R01.XML,Versione elettronica di testi relativi al periodo 800 - 900 Andropologia in servizio della scienza morale,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R01.txt,960619,156766,14811,eef01bd5cf26e795088c72265d9a52bf3607a9b338b4844f734d3c492af14499,850fb2fa51bf79804452ee812fdd9aa7a7f014c56eeb65a79ffaabd485f0ea58,0.260037,0.962751,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R02,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R02.XML,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R02.txt,872530,144988,12952,4a749d246227d0cbfeb8ca348b40258f01a7115a77c8c2e2d98054356f130894,cc48dbb030d347366e64bf3d0dd0fe3e97affc23ef64df4ed511dc2f6be05a7e,0.273092,0.961471,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R03,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R03.XML,Versione elettronica di testi relativi al periodo 800 - 900 Antropologia soprannaturale Vol.II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R03.txt,852419,139674,12746,00656ad5b591e7bcf44023da2b06fc5f9e163dab2ce5e86951a9e4e0a3928ab7,aae48f7d4a97e8e84b5df96e992025121bd9b50c60d4335f9c6bfd1ff9147763,0.272986,0.960187,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R04,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R04.XML,Versione elettronica di testi relativi al periodo 800 - 900 Apologetica,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R04.txt,223636,37015,3754,1d95079cca04e53a362bcf900c5f13689a9e6022a3e4502e84dd5d976a62381c,3b0accacc3cd91d2d68023e116f1d5deb070f136afcb3a5835c319ed3a2181eb,0.269323,0.959274,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R05,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R05.XML,Versione elettronica di testi relativi al periodo 800 - 900 Aristotele esposto ed esaminato vol. I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R05.txt,506753,82142,7427,dd73561773acbe94fbcf5016948079fd0bf9ef28370f529fa13472399a45dfc2,ecd44eaa95d1c8dddf5cdb9161cfcca71e1788c62017773574c2548e1f0e302f,0.265893,0.942401,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R06,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R06.XML,Versione elettronica di testi relativi al periodo 800 - 900 Aristotele esposto ed esaminato vol. II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R06.txt,428643,70229,6341,53eeeb5073abbb52ba1d44be91b7c4c0ac5c484e01b7cf0ac9a1e3dfd36b84d2,3d3ab3fca355a16dceedf4a09d18581e2c7680e0cbff6bedfb48f632b1cfafdd,0.260961,0.940989,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R07,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R07.XML,Versione elettronica di testi relativi al periodo 800 - 900 Aristotele esposto ed esaminato vol. II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R07.txt,170190,28282,3252,8b3b6fecebc13f3e51ebff3298a3963dad02a0d989e1eccbe09711eb4caedf10,89d90ef56e73159d50109cb4905d71caf24eda8e201862c108aa4af99b965b2f,0.254013,0.960347,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R09,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R09.XML,Versione elettronica di testi relativi al periodo 800 - 900 Costituzione secondo giustizia sociale,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R09.txt,426918,68052,6585,f3c4cc76afefe28a80cf6cf374e45ba351af7b29159c05713609eab4058ffa05,730d342572e6d25a36c8624e5b5ca9c2668d9a95b479a1d1b4e7308966ab0065,0.257230,0.971456,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0A,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0A.XML,Versione elettronica di testi relativi al periodo 800 - 900 Del divino della natura,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0A.txt,397725,64373,6629,1db1de83fc0feabb0004ae2101fbcc543745b58a9754417a7a050803c871514c,13e16f3bb03ddf87619fe3050df2012e6fad213c16d41268ab956f2a5e467ddb,0.260311,0.944359,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0B,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0B.XML,Versione elettronica di testi relativi al periodo 800 - 900 filosofia della politica. Della naturale costituzione della società civile,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0B.txt,556654,90096,10016,9bc41b1298aa3fb2aae675c4a7d9d9696607418b9578dad9c0a945c47a44ff5e,decbc17fefa64f6ff2ccb9b62629a7b458a55d8e3829cfbe83b21d6835e6b882,0.266216,0.973200,,,ilc_rosmini:Antonio_Rosmini_R0L,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0C,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0C.XML,Versione elettronica di testi relativi al periodo 800 - 900 Della speranza. Saggio sopra alcuni errori di U. Foscolo,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0C.txt,132841,22329,2277,bf8502a2a8fd335dc1ba6606f6721d67302dcd1321a6db6b424eca63345bb886,b1ba3aaca86fe4f1311448d0329bf793ec659e5c9535e9126613d076d36063b2,0.267231,0.957162,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0D,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0D.XML,Versione elettronica di testi relativi al periodo 800 - 900 Delle cinque piaghe della S.Chiesa,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0D.txt,367736,60084,6670,874029dde6dda8ddd547fc3988a32bcbd7229b7f28af333c0526f42ee85d6ef6,fde5d4911d7a6ff1ee32b8d17bd9b2f72a80a4bf96d9bab725c724e4d7d8cc01,0.268491,0.962071,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0E,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0E.XML,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0E.txt,463637,77317,8068,01fd1aa1f1c4b0bf0cc085cc3e56cb41b3c8f3d127848b1e5979dd91c7936fff,5113a87bb0cb7eee8cd55b0668ba81479ea3dcecab6645355c6b3427b5c6b325,0.261172,0.962440,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0F,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0F.XML,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0F.txt,220210,36655,3850,14556a7c74311c44f178b97827c790c5a3a6090d40d0973dc148ff9ee7d22597,e7ced2e2c8bcde5d7edcea52efed97f7ba4e09c8afd91caf0126ea55ed96e482,0.257209,0.962246,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0G,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0G.XML,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.III,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0G.txt,323505,53551,5642,7e7a2192cd1593a6fd65bcbae85aed1e8552107b6ac79bddf654b78a9c12382b,3d976c58fe56b4a3bf9d1ecfe208b1eeb980c2fefe88b636e6ebc2935839fcc3,0.259846,0.963190,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0H,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0H.XML,Versione elettronica di testi relativi al periodo 800 - 900 Epistolario ascetico Vol.IV,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0H.txt,89230,14907,1569,c7a5276474f6aa36faabf73f07b7c7f5e0778ee20039b1d6f64bb63174ea4c19,573abbee42c6174b4e16e16797e8e182e205cbf146b72140e8b93ba8c14effff,0.272892,0.962388,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0I,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0I.XML,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0I.txt,1593103,253695,27363,9a20d9d08a4b034ebae4b20a4fcf99fe5f70d46adfa04f62981192315ae52804,7fe91e4cf44b1d279dce22f0038a3496c263a4a90e8816e60a4dbe2d073dd3c7,0.250675,0.953820,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0J,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0J.XML,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia della politica,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0J.txt,963245,156548,16274,82a873bff0058c764d27d2e26ffa848d3899717c5fcef0c990f4bbadcd7a17e1,1bf3e783941f2c2ee4d03ebd6f56cdd3b9e8ec9ec4a31d7fd0b42eeefd014446,0.256056,0.964164,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0K,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0K.XML,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia del diritto Vol.I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0K.txt,1243318,201195,21240,466a7112f4cc04a296169de98170ef75588fd0069236112ba6b92e33d5033a30,cad8a6a141ecfff832667aecb4746cfe1642782385290cd91953ddb01f773ab8,0.260369,0.955361,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0L,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0L.XML,Versione elettronica di testi relativi al periodo 800 - 900 Filosofia politica naturale,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0L.txt,558392,90391,10035,69b5753537ba4444d6c89089f0d89204471b66cead672b4c0d42a99a24a1f18f,28911ff9cc5c4b234d69ed123912b17ba0ec3689cfae9de09fd0b222881d9693,0.266111,0.973140,,,ilc_rosmini:Antonio_Rosmini_R0B,,,excluded_internal_canonical_duplicate,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0M,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0M.XML,Versione elettronica di testi relativi al periodo 800 - 900 Gioberti e il panteismo,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0M.txt,426980,71285,7498,04aff389ecf5acb3a5904a4587bb8ba35488c99949c1eabee577e2d039f53f2b,790e6ce776c0f650fa5cab3c2de2b6d836545de15c1ccce51aefdde76969d603,0.254345,0.957950,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0N,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0N.XML,Versione elettronica di testi relativi al periodo 800 - 900 Ideologia e logica Vol.I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0N.txt,533978,87088,9349,0e535c5e7a05b4de26091c4d35e11de34a792b0d5f93d233ba9d2824de7e737c,78aee64cd2d17bb611e29aeeec9780821770e20c0d006407ebc0fa6630a5ffae,0.261747,0.956220,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0O,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0O.XML,Versione elettronica di testi relativi al periodo 800 - 900 Ideologia e logica Vol.II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0O.txt,597852,96954,10373,6c1aedda7c18d4280db3c7a59ded38e60b513f32faa7c5d9a9c1c7908e67207b,ea3097fb8068de647b3d7be017f336943cc19a3fa885e9ee62ecef0536c413b6,0.265394,0.958842,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0P,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0P.XML,Versione elettronica di testi relativi al periodo 800 - 900 Il razionalismo,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0P.txt,400210,64476,6965,d677e9a1f7786f8cbb9f0efd23ea16cb9f8eb5fec701ed81945a00299768b970,28437d59ca2ec9c76615723a9474c5acf3cd8d24503825811287e823f9532215,0.256778,0.948983,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0Q,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0Q.XML,Versione elettronica di testi relativi al periodo 800 - 900 Introduzione al Vangelo secondo Giovanni,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0Q.txt,563314,92952,8242,cd8dc2992ee6d7658c95443ea75f3911ddeab49152e6c19fc96277e0442e55a0,e7c50471b89303dc4c288879407c3c34b4e94535d9607ff43f3592400db66ea1,0.254648,0.955651,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0R,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0R.XML,Versione elettronica di testi relativi al periodo 800 - 900 Introduzione alla filosofia,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0R.txt,891910,147595,14175,2035cf28dd6e4259d16860725a858a05d1f0429e5f093217b8755168ca044545,8fb48789a3c6c40e1bec912b492528b54a4a0ca43c17fd1a02a121e13f53c367,0.263728,0.959627,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0S,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0S.XML,Versione elettronica di testi relativi al periodo 800 - 900 La dottrina della carità,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0S.txt,191473,31911,4363,437dbb97411a8a4624cc04eecca13df3eb95357e842229b1300b8d4385a94782,16603db7c19bda7f797e76d411faab9802bf1edf99af2fdf45ef9040e53b5940,0.256683,0.948279,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0T,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0T.XML,Versione elettronica di testi relativi al periodo 800 - 900 Lezioni spirituali,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0T.txt,67837,11142,1975,d50e9a1289f2291c138a26a2240ad9b3b9e0099f98d3a3d21504095d79b14752,707a655a661b4a50a5ac515fdc9fd1d7941f0e0d1bdb4c8156e3c832ecf8d31e,0.253096,0.956416,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0U,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0U.XML,Versione elettronica di testi relativi al periodo 800 - 900 Massime di perfezione,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0U.txt,46422,7823,1029,5e4b8341230ee1c97054b10b2e368d76a450e550be2c7e4fdc601c56b0748b50,d1c6b635d540ab25729fcc36f20fb188126dbe21cefa760fe0c517492a6960c4,0.276620,0.966619,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0V,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0V.XML,Versione elettronica di testi relativi al periodo 800 - 900 Memoriali da regole istit. di carità,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0V.txt,63676,10575,1848,b2c136e66b5dc43d6e28d5a16b44853e98aa0056f255809174f5c458f668b272,0f2d3ed085a87d9216821a113b3363b6217e1a70a208daf583437984cf94ecd6,0.253239,0.964808,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0W,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0W.XML,Versione elettronica di testi relativi al periodo 800 - 900 Opuscoli morali Vol.I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0W.txt,398310,65134,6076,ca9e5b35842ec6bf8d6795a1981054faf0ed2afc5f02213a884a173c1f7ef200,be51a487e7493605de8359d977beaa7975546199736633635ae85801455ebb01,0.253554,0.945306,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0X,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0X.XML,Versione elettronica di testi relativi al periodo 800 - 900 Nuovo saggio sull'origine delle idee Vol.I,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0X.txt,651504,107029,10918,bb61d01325c65a3a59eeee606ab2266f2adfe455671bb9f351eaebd7a52fb851,2fcca369a076ed0135f975647f63900dd5199dffe9f98aee3f5d1fe245cc2e0a,0.260985,0.960380,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
ilc_rosmini:Antonio_Rosmini_R0Y,ilc_rosmini,ilc_cnr_historical_corpora,corpus-rosmini/TEI-files/Antonio_Rosmini_R0Y.XML,Versione elettronica di testi relativi al periodo 800 - 900 Nuovo saggio sull'origine delle idee Vol.II,Antonio Rosmini,ottocento_bridge_capped,data/local/ilc_ota_source_audit_v1/cleaned/ilc_rosmini_Antonio_Rosmini_R0Y.txt,724689,118975,12433,e73785d48ccc8a911573711c497ea27a0e7027bf5085dd68fe59c83f7f7c006f,bdaa18bd52a066920808615c3bd2fd522ad74dc31ef82c1deef8a5dc6c2040a5,0.256348,0.959516,,,,,,eligible_checkpoint_7_canonicalization_inactive,inactive_probe_only,
